producto,marca,descripcion,url_producto,imagen,mpn,sku,precio_bajo,precio_alto
Jugo en polvo Tang sabor manzana 15 g.,Clight,"&quot;Probá el nuevo Tang y llevá más diversión a tu mesa. Refrescate con el delicioso sabor a fruta, bajo en azúcares y con todos los beneficios de las Vitaminas C y D. Conocé nuestra amplia variedad de sabores, combinalos como más te guste y divertite preparando las recetas más refrescantes ¡Es muy simple! Sólo necesitás agua y un recipiente con capacidad de 1 litro. Estas Fiestas, celebrá con Jugos Tang en tu mesa. Aprovechá las ofertas y stockeá tu alacena al precio que a tu bolsillo le conviene. 
La caja contiene 20 sobres. Consultá la Tabla Nutricional al dorso del empaque para mayor información.&quot;",https://www.carrefour.com.ar/jugo-en-polvo-tang-sabor-manzana-15-g/p,https://carrefourar.vtexassets.com/arquivos/ids/312989/7622201705992_E01.jpg?v=1771455958,711450,115806,67.0,67.0
Cerveza rubia Quilmes clásica 340 cc.,Quilmes,"&lt;p&gt;Cerveza lager argentina, elaborada con ingredientes nacionales. Con equilibrio entre el suave amargor del l&amp;uacute;pulo y el sabor del cereal.&lt;/p&gt;",https://www.carrefour.com.ar/cerveza-rubia-quilmes-clasica-340-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/191339/7792798011087_01.jpg?v=1771446648,582751,17126,66.95,66.95
Jugo en polvo Clight mandarina 8 g.,Clight,"&quot;Cuando Agitás Clight Disfrutás de Todo el Sabor a Fruta. Agitá un Sabor Diferente Cada Día. Que Tu día Tome Más Sabor ¡Disfrutá Su Sabor a Frutas con Quien Vos Quieras y probá los nuevos sabores Clight! Los jugos más ricos y refrescantes, listos para preparar como más te guste ¿Sos fan del tereré? Este verano, en la oficina, en la playa, la plaza o la pileta, combiná tu yerba mate con nuestra amplia variedad de sabores: naranja dulce, limonada, pomelo rosado, manzana, mandarina, el NUEVO sabor limonada rosa y muchos más. En Clight te proponemos una alternativa fresca, baja en calorías, reducido en azúcares y fácil de preparar para compartir en familia, con amigos o como más te guste ¡Agitá con Clight al mejor precio!
La caja contiene 20 sobres. Para más información, consultá la tabla de información nutricional al dorso del empaque.&quot;",https://www.carrefour.com.ar/jugo-en-polvo-clight-mandarina-8-g/p,https://carrefourar.vtexassets.com/arquivos/ids/271998/7622201704148_E01.jpg?v=1771455924,711443,115821,69.0,69.0
Jugo en polvo BC La Campagnola naranja 7 g.,BC,,https://www.carrefour.com.ar/jugo-en-polvo-bc-la-campagnola-naranja-7-g/p,https://carrefourar.vtexassets.com/arquivos/ids/271811/7790580132774_01.jpg?v=1771456122,686934,79198,42.25,42.25
Jugo en polvo Clight naranja durazno 7.5 g.,Tang,,https://www.carrefour.com.ar/jugo-en-polvo-clight-naranja-durazno-75-g-711435/p,https://carrefourar.vtexassets.com/arquivos/ids/271982/7622201702717_E01.jpg?v=1771456130,711435,115800,69.33,69.33
Gaseosa Coca Cola sin azúcares 2.25 l.,Coca Cola,Gaseosa Coca Cola sin azúcares 2.25 l.,https://www.carrefour.com.ar/gaseosa-coca-cola-sin-azucares-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/275327/7790895067570_E01.jpg?v=1771455424,393964,11324,675.0,675.0
Jugo en polvo Tang naranja mango 15 g.,Tang,"&quot;Probá el nuevo Tang y llevá más diversión a tu mesa. Refrescate con el delicioso sabor a fruta, bajo en azúcares y con todos los beneficios de las Vitaminas C y D. Conocé nuestra amplia variedad de sabores, combinalos como más te guste y divertite preparando las recetas más refrescantes ¡Es muy simple! Sólo necesitás agua y un recipiente con capacidad de 1 litro. Estas Fiestas, celebrá con Jugos Tang en tu mesa. Aprovechá las ofertas y stockeá tu alacena al precio que a tu bolsillo le conviene. 
La caja contiene 20 sobres. Consultá la Tabla Nutricional al dorso del empaque para mayor información.&quot;",https://www.carrefour.com.ar/jugo-en-polvo-tang-naranja-mango-15-g-711781/p,https://carrefourar.vtexassets.com/arquivos/ids/272018/7622201735371_E01.jpg?v=1771455608,711781,116702,66.3,66.3
Gaseosa cola Pepsi regular 2.25 l.,Pepsi,,https://www.carrefour.com.ar/gaseosa-cola-pepsi-regular-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/308963/7791813555056_E01.jpg?v=1771456144,639881,17021,433.0,433.0
Gaseosa Pepsi black 1.5 l.,Pepsi,"Gaseosa saborizada sabor Cola. El sabor de siempre, sin azucar.",https://www.carrefour.com.ar/gaseosa-pepsi-black-15-l/p,https://carrefourar.vtexassets.com/arquivos/ids/191207/7791813421054_01.jpg?v=1771455769,622695,13648,278.0,278.0
Gaseosa Pepsi black 2.25 l.,Pepsi,"Gaseosa saborizada sabor Cola. El sabor de siempre, sin azucar.",https://www.carrefour.com.ar/gaseosa-pepsi-black-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/191214/7791813423058_01.jpg?v=1771455241,622696,7250,467.1,467.1
Jugo en polvo Clight limonada 8 g.,Clight,"&quot;Cuando Agitás Clight Disfrutás de Todo el Sabor a Fruta. Agitá un Sabor Diferente Cada Día. Que Tu día Tome Más Sabor ¡Disfrutá Su Sabor a Frutas con Quien Vos Quieras y probá los nuevos sabores Clight! Los jugos más ricos y refrescantes, listos para preparar como más te guste ¿Sos fan del tereré? Este verano, en la oficina, en la playa, la plaza o la pileta, combiná tu yerba mate con nuestra amplia variedad de sabores: naranja dulce, limonada, pomelo rosado, manzana, mandarina, el NUEVO sabor limonada rosa y muchos más. En Clight te proponemos una alternativa fresca, baja en calorías, reducido en azúcares y fácil de preparar para compartir en familia, con amigos o como más te guste ¡Agitá con Clight al mejor precio!
La caja contiene 20 sobres. Para más información, consultá la tabla de información nutricional al dorso del empaque.&quot;",https://www.carrefour.com.ar/jugo-en-polvo-clight-limonada-8-g-711434/p,https://carrefourar.vtexassets.com/arquivos/ids/271978/7622201702656_E01.jpg?v=1771454559,711434,115815,69.33,69.33
Jugo en polvo BC La Campagnola naranja durazno 7 g.,BC,,https://www.carrefour.com.ar/jugo-en-polvo-bc-la-campagnola-naranja-durazno-7-g/p,https://carrefourar.vtexassets.com/arquivos/ids/218109/7790580129880_02.jpg?v=1771450173,686939,79208,53.4,53.4
Cerveza Patagonia ipa ow vera 730 cc.,Patagonia,"&lt;p&gt;&lt;strong&gt;Patagonia Vera IPA&lt;/strong&gt; es una cerveza estilo New England IPA. Se caracteriza por su intenso aroma de l&amp;uacute;pulos del nuevo Mundo y de su bajo amargor.&lt;/p&gt;
&lt;p&gt;Lleva trigo malteado para dar su caracter&amp;iacute;stica opalescencia. Altamente refrescante, frutal y de muy f&amp;aacute;cil tomabilidad.&lt;/p&gt;",https://www.carrefour.com.ar/cerveza-patagonia-ipa-ow-vera-730-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/268905/7792798010882_01.jpg?v=1771455213,685627,74102,660.0,660.0
Jugo en polvo Clight naranja mango 7 g.,Clight,"&quot;Cuando Agitás Clight Disfrutás de Todo el Sabor a Fruta. Agitá un Sabor Diferente Cada Día. Que Tu día Tome Más Sabor ¡Disfrutá Su Sabor a Frutas con Quien Vos Quieras y probá los nuevos sabores Clight! Los jugos más ricos y refrescantes, listos para preparar como más te guste ¿Sos fan del tereré? Este verano, en la oficina, en la playa, la plaza o la pileta, combiná tu yerba mate con nuestra amplia variedad de sabores: naranja dulce, limonada, pomelo rosado, manzana, mandarina, el NUEVO sabor limonada rosa y muchos más. En Clight te proponemos una alternativa fresca, baja en calorías, reducido en azúcares y fácil de preparar para compartir en familia, con amigos o como más te guste ¡Agitá con Clight al mejor precio!
La caja contiene 20 sobres. Para más información, consultá la tabla de información nutricional al dorso del empaque.&quot;",https://www.carrefour.com.ar/jugo-en-polvo-clight-naranja-mango-7-g-711778/p,https://carrefourar.vtexassets.com/arquivos/ids/271980/7622201702687_E01.jpg?v=1771455599,711778,116681,69.33,69.33
Gaseosa Cunnington tónica sin azúcar 2.25 l.,Cunnington,,https://www.carrefour.com.ar/gaseosa-cunnington-tonica-sin-azucar-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/191100/7790639003130_02.jpg?v=1771454827,637806,7429,220.5,220.5
Jugo en polvo Tang sabor pera 15 g.,Tang,"&quot;Probá el nuevo Tang y llevá más diversión a tu mesa. Refrescate con el delicioso sabor a fruta, bajo en azúcares y con todos los beneficios de las Vitaminas C y D. Conocé nuestra amplia variedad de sabores, combinalos como más te guste y divertite preparando las recetas más refrescantes ¡Es muy simple! Sólo necesitás agua y un recipiente con capacidad de 1 litro. Estas Fiestas, celebrá con Jugos Tang en tu mesa. Aprovechá las ofertas y stockeá tu alacena al precio que a tu bolsillo le conviene. 
La caja contiene 20 sobres. Consultá la Tabla Nutricional al dorso del empaque para mayor información.&quot;",https://www.carrefour.com.ar/jugo-en-polvo-tang-sabor-pera-15-g-711786/p,https://carrefourar.vtexassets.com/arquivos/ids/272028/7622201745738_E01.jpg?v=1771455960,711786,116697,61.8,61.8
Gaseosa 7 Up light lima limón 2.25 l.,7 Up,"&lt;p&gt;Gaseosa saborizada sabor Lima Lim&amp;oacute;n sin az&amp;uacute;car. 7UP free te da la libertad para vivir relajado. Sin az&amp;uacute;car ni calor&amp;iacute;as, permite cuidar tu cuerpo y vivir de una forma m&amp;aacute;s simple.&lt;/p&gt;",https://www.carrefour.com.ar/gaseosa-7-up-light-lima-limon-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/277308/7791813900115_E01.jpg?v=1771455831,635199,12902,496.16,496.16
Cerveza blanca Quilmes doble malta lata 410 cc. x 6 uni,Quilmes,,https://www.carrefour.com.ar/cerveza-blanca-quilmes-doble-malta-lata-410-cc-x-6-uni-690179/p,https://carrefourar.vtexassets.com/arquivos/ids/268921/7792798011551_01.jpg?v=1771448893,690179,84104,1555.0,1555.0
Jugo en polvo Tang multifruta 15 g.,Tang,"&quot;Probá el nuevo Tang y llevá más diversión a tu mesa. Refrescate con el delicioso sabor a fruta, bajo en azúcares y con todos los beneficios de las Vitaminas C y D. Conocé nuestra amplia variedad de sabores, combinalos como más te guste y divertite preparando las recetas más refrescantes ¡Es muy simple! Sólo necesitás agua y un recipiente con capacidad de 1 litro. Estas Fiestas, celebrá con Jugos Tang en tu mesa. Aprovechá las ofertas y stockeá tu alacena al precio que a tu bolsillo le conviene. 
La caja contiene 20 sobres. Consultá la Tabla Nutricional al dorso del empaque para mayor información.&quot;",https://www.carrefour.com.ar/jugo-en-polvo-tang-multifruta-15-g-711783/p,https://carrefourar.vtexassets.com/arquivos/ids/272022/7622201735715_E01.jpg?v=1771454158,711783,116684,67.0,67.0
Jugo en polvo Tang limonada dulce 15 g.,Tang,"&quot;Probá el nuevo Tang y llevá más diversión a tu mesa. Refrescate con el delicioso sabor a fruta, bajo en azúcares y con todos los beneficios de las Vitaminas C y D. Conocé nuestra amplia variedad de sabores, combinalos como más te guste y divertite preparando las recetas más refrescantes ¡Es muy simple! Sólo necesitás agua y un recipiente con capacidad de 1 litro. Estas Fiestas, celebrá con Jugos Tang en tu mesa. Aprovechá las ofertas y stockeá tu alacena al precio que a tu bolsillo le conviene. 
La caja contiene 20 sobres. Consultá la Tabla Nutricional al dorso del empaque para mayor información.&quot;",https://www.carrefour.com.ar/jugo-en-polvo-tang-limonada-dulce-15-g/p,https://carrefourar.vtexassets.com/arquivos/ids/272020/7622201735685_E01.jpg?v=1771455233,711782,116683,66.3,66.3
Gaseosa Cunnington tónica 2.25 l.,Cunnington,,https://www.carrefour.com.ar/gaseosa-cunnington-tonica-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/270778/7790639001068_01.jpg?v=1771456166,399304,7351,250.5,250.5
Agua saborizada Aquarius pera 2.25 l.,Aquarius,,https://www.carrefour.com.ar/agua-saborizada-aquarius-pera-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/327696/7790895003295_E01.jpg?v=1771456016,505875,10785,377.0,377.0
Agua saborizada Villa del Sur Levité pomelo 2.25 l.,Levité,,https://www.carrefour.com.ar/agua-saborizada-villa-del-sur-levite-pomelo-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/171611/7798062540284_01.jpg?v=1771455831,454465,3712,442.0,442.0
Gaseosa Cunnington pomelo 2.25 l.,Cunnington,,https://www.carrefour.com.ar/gaseosa-cunnington-pomelo-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/270797/7790639001310_01.jpg?v=1771455240,399297,7827,248.5,248.5
Gaseosa 7 Up lima limón 1.5 l.,7 Up,,https://www.carrefour.com.ar/gaseosa-7-up-lima-limon-15-l/p,https://carrefourar.vtexassets.com/arquivos/ids/277290/7791813777045_E01.jpg?v=1771455821,646234,13359,273.5,273.5
Jugo en polvo Tang frutilla 15 g.,Tang,"&quot;Probá el nuevo Tang y llevá más diversión a tu mesa. Refrescate con el delicioso sabor a fruta, bajo en azúcares y con todos los beneficios de las Vitaminas C y D. Conocé nuestra amplia variedad de sabores, combinalos como más te guste y divertite preparando las recetas más refrescantes ¡Es muy simple! Sólo necesitás agua y un recipiente con capacidad de 1 litro. Estas Fiestas, celebrá con Jugos Tang en tu mesa. Aprovechá las ofertas y stockeá tu alacena al precio que a tu bolsillo le conviene. 
La caja contiene 20 sobres. Consultá la Tabla Nutricional al dorso del empaque para mayor información.&quot;",https://www.carrefour.com.ar/jugo-en-polvo-tang-frutilla-15-g-711448/p,https://carrefourar.vtexassets.com/arquivos/ids/272040/7622201746490_E01.jpg?v=1771456136,711448,115801,67.3,67.3
Jugo en polvo BC La Campagnola multifruta 7 g.,BC,,https://www.carrefour.com.ar/jugo-en-polvo-bc-la-campagnola-multifruta-7-g-692056/p,https://carrefourar.vtexassets.com/arquivos/ids/271895/7790580129385_01.jpg?v=1771456087,692056,85205,42.38,42.38
Gaseosa lima limón Cunnington light 2.25 l.,Cunnington,,https://www.carrefour.com.ar/gaseosa-lima-limon-cunnington-light-225-l-530576/p,https://carrefourar.vtexassets.com/arquivos/ids/270860/7790639002140_01.jpg?v=1771454755,530576,8324,222.91,222.91
Gaseosa Crush sin azúcar pomelo amarillo 2.25 l.,Crush,El precio que más te gusta,https://www.carrefour.com.ar/gaseosa-crush-sin-azucar-pomelo-amarillo-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/275494/7790895007392_E01.jpg?v=1771453901,337554,7772,262.5,262.5
Jugo en polvo Clight pomelo rosado 8 g.,Tang,"&quot;Cuando Agitás Clight Disfrutás de Todo el Sabor a Fruta. Agitá un Sabor Diferente Cada Día. Que Tu día Tome Más Sabor ¡Disfrutá Su Sabor a Frutas con Quien Vos Quieras y probá los nuevos sabores Clight! Los jugos más ricos y refrescantes, listos para preparar como más te guste ¿Sos fan del tereré? Este verano, en la oficina, en la playa, la plaza o la pileta, combiná tu yerba mate con nuestra amplia variedad de sabores: naranja dulce, limonada, pomelo rosado, manzana, mandarina, el NUEVO sabor limonada rosa y muchos más. En Clight te proponemos una alternativa fresca, baja en calorías, reducido en azúcares y fácil de preparar para compartir en familia, con amigos o como más te guste ¡Agitá con Clight al mejor precio!
La caja contiene 20 sobres. Para más información, consultá la tabla de información nutricional al dorso del empaque.&quot;",https://www.carrefour.com.ar/jugo-en-polvo-clight-pomelo-rosado-8-g-711440/p,https://carrefourar.vtexassets.com/arquivos/ids/271992/7622201703172_E01.jpg?v=1771454490,711440,115819,69.33,69.33
Cerveza blanca Quilmes doble malta botella 1 l.,Quilmes,,https://www.carrefour.com.ar/cerveza-blanca-quilmes-doble-malta-botella-1-l-690175/p,https://carrefourar.vtexassets.com/arquivos/ids/268920/7792798011544_01.jpg?v=1771449941,690175,84097,437.0,437.0
Cerveza rubia Andes Origen 6 x 473 cc.,Andes,"&lt;p&gt;Andes Origen Rubia es una cerveza de receta mendocina. Se recomienda servir en copa. Est&amp;aacute; hecha con pura malta tostada a fuego lento, que ofrece colores y texturas bien distintivas. Probalas, hay una rubia, una roja y una negra.&lt;/p&gt;",https://www.carrefour.com.ar/cerveza-rubia-andes-origen-6-x-473-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/191271/7792798001712_01.jpg?v=1771456112,632671,9458,2115.0,2115.0
Cerveza Stella Artois blanche lata 6 x 473 cc.,Stella Artois,,https://www.carrefour.com.ar/cerveza-stella-artois-blanche-lata-6-x-473-cc-708257/p,https://carrefourar.vtexassets.com/arquivos/ids/268927/7792798012725_01.jpg?v=1771455890,708257,106547,2120.0,2120.0
Cerveza roja Patagonia amber lager 730 cc.,Patagonia,"&lt;p&gt;&lt;strong&gt;Patagonia Amber Lager&lt;/strong&gt; es una cerveza con una combinaci&amp;oacute;n de l&amp;uacute;pulos patag&amp;oacute;nicos y un blend de finas maltas que generan su color rojizo, un delicado aroma y un amargor apacible que permite dar a luz a un tostado delicioso.&lt;/p&gt;
&lt;p&gt;Ideal para acompa&amp;ntilde;ar carnes asadas y pastas con salsas especiadas.&lt;/p&gt;",https://www.carrefour.com.ar/cerveza-roja-patagonia-amber-lager-730-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/191286/7792798002351_01_nuevopack.jpg?v=1771453902,643191,7231,660.0,660.0
Gaseosa Cunnington cola sin azúcar 2.25 l.,Cunnington,,https://www.carrefour.com.ar/gaseosa-cunnington-cola-sin-azucar-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/270724/7790639002003_01.jpg?v=1771455235,399291,6188,250.5,250.5
Gaseosa Schweppes tónica 1.5 l.,Schweppes,"Schweppes es una gaseosa para adultos con un sabor único, con carácter y sutiles burbujas y muy refrescante. Ideal para disfrutar sus distintos sabores en ocasiones sociales y de disfrute, para explorar y saborear las experiencias de la vida.",https://www.carrefour.com.ar/gaseosa-schweppes-tonica-15-l/p,https://carrefourar.vtexassets.com/arquivos/ids/327612/7790895006715_E01.jpg?v=1771451553,155935,12757,449.0,449.0
Jugo en polvo Tang sabor naranja 15 g.,Tang,"&quot;Probá el nuevo Tang y llevá más diversión a tu mesa. Refrescate con el delicioso sabor a fruta, bajo en azúcares y con todos los beneficios de las Vitaminas C y D. Conocé nuestra amplia variedad de sabores, combinalos como más te guste y divertite preparando las recetas más refrescantes ¡Es muy simple! Sólo necesitás agua y un recipiente con capacidad de 1 litro. Estas Fiestas, celebrá con Jugos Tang en tu mesa. Aprovechá las ofertas y stockeá tu alacena al precio que a tu bolsillo le conviene. 
La caja contiene 20 sobres. Consultá la Tabla Nutricional al dorso del empaque para mayor información.&quot;",https://www.carrefour.com.ar/jugo-en-polvo-tang-sabor-naranja-15-g-711449/p,https://carrefourar.vtexassets.com/arquivos/ids/272004/7622201705961_E01.jpg?v=1771453686,711449,115802,64.2,64.2
Agua mineral sin gas Villa del Sur 2.25 l.,Villa Del Sur,,https://www.carrefour.com.ar/agua-mineral-sin-gas-villa-del-sur-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/268942/7798062547559_01.jpg?v=1771453820,265372,4947,243.0,243.0
Agua saborizada Aquarius pomelo 2.25 l.,Aquarius,,https://www.carrefour.com.ar/agua-saborizada-aquarius-pomelo-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/327623/7790895003288_E01.jpg?v=1771456116,505873,3756,380.0,380.0
Cerveza blanca Amstel lager lata 473 cc.,Amstel,,https://www.carrefour.com.ar/cerveza-blanca-amstel-lager-lata-473-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/271231/7793147572044_01.jpg?v=1771456114,672770,36218,262.5,262.5
Bebida isotónica Gatorade manzana 1.25 l.,Gatorade,"Gracias a su fórmula, que permite reponer rápidamente los líquidos y sales minerales que se pierden al transpirar, y por permitir la rápida rehidratación, Gatorade es la bebida elegida por la mayoría de los amantes del deporte.",https://www.carrefour.com.ar/bebida-isotonica-gatorade-manzana-125-l-36728/p,https://carrefourar.vtexassets.com/arquivos/ids/319123/7792170110575_E01.jpg?v=1771454551,449903,3671,460.0,460.0
Jugo Cepita Del Valle 20% naranja 1 l.,Cepita,,https://www.carrefour.com.ar/jugo-cepita-del-valle-20-naranja-1-l-698981/p,https://carrefourar.vtexassets.com/arquivos/ids/324535/7790895648267_E01.jpg?v=1771453905,698981,93723,290.5,290.5
Cerveza rubia Patagonia 24.7 IPA con sauco 730 cc.,Patagonia,"&lt;p&gt;&lt;strong&gt;Cerveza rubia Patagonia 24.7 IPA con sauco 730 cc.&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;Cerveza rubia amarga, de un color dorado ayudado por el sauco es, como toda session beer, una cerveza de menor contenido alcoh&amp;oacute;lico.&lt;/p&gt;
&lt;p&gt;Conservando un intenso aroma a l&amp;uacute;pulo gracias a su t&amp;eacute;cnica de Dry Hopping, combina una entrada cargada de amargor y un dejo dulce en el final a partir del sauco a&amp;ntilde;adido en fr&amp;iacute;o.&lt;/p&gt;",https://www.carrefour.com.ar/cerveza-rubia-patagonia-247-ipa-con-sauco-730-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/191289/7792798002399_01_nuevopack.jpg?v=1771417533,643192,8160,660.0,660.0
Gaseosa Schweppes sin azúcar pomelo 1.5 l.,Schweppes,"Schweppes es una gaseosa para adultos con un sabor único, con carácter y sutiles burbujas y muy refrescante. Ideal para disfrutar sus distintos sabores en ocasiones sociales y de disfrute, para explorar y saborear las experiencias de la vida.",https://www.carrefour.com.ar/gaseosa-schweppes-sin-azucar-pomelo-15-l/p,https://carrefourar.vtexassets.com/arquivos/ids/275431/7790895010088_E01.jpg?v=1771455885,601439,5775,474.0,474.0
Agua mineral sin gas Sierra de los Padres 2 l.,Sierra De Los Padres,,https://www.carrefour.com.ar/agua-mineral-sin-gas-sierra-de-los-padres-2-l/p,https://carrefourar.vtexassets.com/arquivos/ids/268943/7798065730033_01.jpg?v=1771456120,388712,4105,189.0,189.0
Soda Carrefour sifón 2 l.,Carrefour,,https://www.carrefour.com.ar/soda-carrefour-sifon-2-l/p,https://carrefourar.vtexassets.com/arquivos/ids/171509/7798159715168_01.jpg?v=1771455876,555617,20033,315.0,315.0
Aperitivo Gancia americano 950 cc.,Gancia,&lt;object data=&quot;https://bits0.com/cepas/richcontent/gancia-americano/index.html&quot; width=&quot;100%&quot; id=&quot;richContentObject&quot;&gt;&lt;embed src=&quot;https://bits0.com/cepas/richcontent/gancia-americano/index.html&quot; width=&quot;100%&quot;&gt;&lt;/object&gt;&lt;script type=&quot;text/javascript&quot;&gt;var richWidth = document.getElementById(&apos;richContentObject&apos;).offsetWidth;if(richWidth&gt;768){var richHeight = richWidth*4.73;}else{var richHeight = richWidth*8.70;}document.getElementById(&quot;richContentObject&quot;).height = richHeight;&lt;/script&gt;,https://www.carrefour.com.ar/aperitivo-americano-gancia-botella-x-950-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/192647/7790950000160_01.jpg?v=1771454725,6650,3895,1270.0,1270.0
Gaseosa Crush sin azúcar lima-limón 2.25 l.,Crush,El precio que más te gusta,https://www.carrefour.com.ar/gaseosa-crush-sin-azucar-lima-limon-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/302007/7790895007385_E01.jpg?v=1771453901,168638,12101,262.5,262.5
Agua saborizada Aquarius manzana 2.25 l.,Aquarius,"Cambiate al sabor de Aquarius. Disfrutá de la refrescancia de Aquarius y de sus exquisitos sabores: Perá, Manzana, Pomelo, Naranja, Limón y Uva. Descubrí su plataforma Sin Azúcares para los que buscan sabor sin calorías. Nunca es tarde para cambiar. Bienvenido a Aquarius.",https://www.carrefour.com.ar/agua-saborizada-aquarius-manzana-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/327667/7790895003301_E01.jpg?v=1771456015,505874,3863,380.0,380.0
Cerveza rubia Brahma 1 l.,Brahma,Cerveza rubia de rico sabor con cuerpo suave y refrescante.,https://www.carrefour.com.ar/cerveza-rubia-brahma-1-l/p,https://carrefourar.vtexassets.com/arquivos/ids/191315/7792798007493_01.jpg?v=1771449957,506884,9057,491.0,491.0
Cerveza rubia Budweiser 1 l.,Budweiser,"Budweiser es una cerveza de cuerpo medio, gustosa, crepitante de estilo American Larger. Fermentada con la mejor malta de cebada y una mezcla de variedades de lúpulo de primera calidad.",https://www.carrefour.com.ar/cerveza-rubia-budweiser-1-l/p,https://carrefourar.vtexassets.com/arquivos/ids/277312/7793147001056_01.jpg?v=1771446373,550274,10629,491.0,491.0
Gaseosa Schweppes sin azúcar pomelo 2.25 l.,Schweppes,"Schweppes es una gaseosa para adultos con un sabor único, con carácter y sutiles burbujas y muy refrescante. Ideal para disfrutar sus distintos sabores en ocasiones sociales y de disfrute, para explorar y saborear las experiencias de la vida.",https://www.carrefour.com.ar/gaseosa-schweppes-sin-azucar-pomelo-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/275529/7790895010095_E01.jpg?v=1771451442,613051,4790,649.0,649.0
Gaseosa Sprite lima limón 2.25 l.,Sprite,,https://www.carrefour.com.ar/gaseosa-sprite-lima-limon-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/327744/7790895001000_E01.jpg?v=1771450619,17427,3802,624.0,624.0
Agua saborizada Villa del Sur Levité manzana 2.25 l.,Levité,,https://www.carrefour.com.ar/agua-saborizada-villa-del-sur-levite-manzana-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/171536/7790315000880_01.jpg?v=1771452416,535671,3533,442.0,442.0
Jugo en polvo Tang durazno 15 g.,Tang,"&quot;Probá el nuevo Tang y llevá más diversión a tu mesa. Refrescate con el delicioso sabor a fruta, bajo en azúcares y con todos los beneficios de las Vitaminas C y D. Conocé nuestra amplia variedad de sabores, combinalos como más te guste y divertite preparando las recetas más refrescantes ¡Es muy simple! Sólo necesitás agua y un recipiente con capacidad de 1 litro. Estas Fiestas, celebrá con Jugos Tang en tu mesa. Aprovechá las ofertas y stockeá tu alacena al precio que a tu bolsillo le conviene. 
La caja contiene 20 sobres. Consultá la Tabla Nutricional al dorso del empaque para mayor información.&quot;",https://www.carrefour.com.ar/jugo-en-polvo-tang-durazno-15-g-711787/p,https://carrefourar.vtexassets.com/arquivos/ids/319464/7622201745936_E01.jpg?v=1771455599,711787,116703,67.3,67.3
Agua mineralizada Cellier Favaloro con gas 2 l.,Cellier,,https://www.carrefour.com.ar/agua-mineralizada-cellier-favaloro-con-gas-2-l/p,https://carrefourar.vtexassets.com/arquivos/ids/268843/7790639002423_01.jpg?v=1771454625,530447,7875,140.5,140.5
Cerveza rubia Quilmes clásica 1 l.,Quilmes,"&lt;p&gt;Cerveza lager argentina, elaborada con ingredientes nacionales. Con equilibrio entre el suave amargor del l&amp;uacute;pulo y el sabor del cereal.&lt;/p&gt;",https://www.carrefour.com.ar/cerveza-rubia-quilmes-clasica-1-l/p,https://carrefourar.vtexassets.com/arquivos/ids/191311/7792798007387_01.jpg?v=1771455422,505983,9255,407.0,407.0
Gaseosa Coca cola sabor original 1.25 l.,Coca Cola,,https://www.carrefour.com.ar/gaseosa-coca-cola-sabor-original-125-l/p,https://carrefourar.vtexassets.com/arquivos/ids/327712/7790895012266_E01.jpg?v=1771455727,630679,5310,364.0,364.0
Gaseosa Carrefour tónica 2.25 l.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_gaseosas.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,https://www.carrefour.com.ar/gaseosa-carrefour-tonica-225-l/p,https://carrefourar.vtexassets.com/arquivos/ids/194552/7798159715755_01.jpg?v=1771454496,572681,24919,239.04,239.04
Cerveza rubia Corona 710 cc.,Corona,,https://www.carrefour.com.ar/cerveza-rubia-corona-710-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/191299/7792798003716_01_nuevopack.jpg?v=1771454523,652326,11283,747.0,747.0
