producto,marca,descripcion,url_producto,imagen,mpn,sku,precio_bajo,precio_alto
Puré de tomate Carrefour 520 g.,Genérico,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_pure_tomates.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,https://www.carrefour.com.ar/pure-de-tomate-carrefour-520-g/p,https://carrefourar.vtexassets.com/arquivos/ids/188708/7798141711031_01.jpg?v=1771455599,435332,24927,156.24,156.24
Tomate perita Carrefour 400 g.,Genérico,,https://www.carrefour.com.ar/tomate-perita-carrefour-400-g-37689/p,https://carrefourar.vtexassets.com/arquivos/ids/188424/7798141714346_01.jpg?v=1771455385,437302,35300,149.04,149.04
Fideos tirabuzones Matarazzo 500 g.,Matarazzo,,https://www.carrefour.com.ar/fideos-tirabuzones-matarazzo-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/175371/7790070318602_01.jpg?v=1771455469,568963,4171,243.5,243.5
Mayonesa Natura 475 g.,Natura,,https://www.carrefour.com.ar/mayonesa-natura-475-g/p,https://carrefourar.vtexassets.com/arquivos/ids/234471/7791866001364_02.jpg?v=1771455235,152816,20078,340.0,340.0
Mayonesa Hellmann&apos;s regular doy pack 475 g.,Hellmanns,,https://www.carrefour.com.ar/mayonesa-hellmann-s-regular-doy-pack-475-g-694755/p,https://carrefourar.vtexassets.com/arquivos/ids/276730/7794000006072_E02.jpg?v=1771455047,694755,87797,393.0,393.0
Aceite de girasol Pureza 1500 cc.,Pureza,,https://www.carrefour.com.ar/aceite-de-girasol-pureza-1500-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/155419/7792180137944_02.jpg?v=1771454947,664054,14995,896.0,896.0
Fideos tirabuzones Lucchetti 500 g.,Lucchetti,,https://www.carrefour.com.ar/fideos-tirabuzones-lucchetti-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/175099/7790070318329_01.jpg?v=1771455472,571166,19846,228.0,228.0
Arvejas secas remojadas Inalpa lata 300 g.,Inalpa,,https://www.carrefour.com.ar/arvejas-secas-remojadas-inalpa-lata-300-g-695916/p,https://carrefourar.vtexassets.com/arquivos/ids/241886/7792350067019_02.jpg?v=1771451518,695916,88591,169.0,169.0
Choclo en granos Arcor amarillo lata 300 g.,Arcor,,https://www.carrefour.com.ar/choclo-en-granos-arcor-amarillo-lata-300-g-699528-699528/p,https://carrefourar.vtexassets.com/arquivos/ids/245937/7790580132422_02.jpg?v=1771453457,699528,94756,212.5,212.5
Sal fina Carrefour bolsa 500 g.,Carrefour,,https://www.carrefour.com.ar/sal-fina-carrefour-bolsa-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/181550/7798159716455_01.jpg?v=1771455618,575040,19234,96.17,96.17
Polenta instantánea Presto Pronta bolsa 730 g.,Presto Pronta,,https://www.carrefour.com.ar/polenta-instantanea-presto-pronta-bolsa-730-g-697807/p,https://carrefourar.vtexassets.com/arquivos/ids/241736/7790580138721_02.jpg?v=1771454554,697807,91680,371.83,371.83
Fideos coditos Lucchetti 500 g.,Lucchetti,,https://www.carrefour.com.ar/fideos-coditos-lucchetti-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/175366/7790070318343_01.jpg?v=1771455288,571168,17904,235.5,235.5
Puré de tomate Arcor tetra 530 g.,Silk,,https://www.carrefour.com.ar/pure-de-tomate-arcor-tetra-530-g-702054/p,https://carrefourar.vtexassets.com/arquivos/ids/250060/7790580138844_02.jpg?v=1771455426,702054,98098,174.05,174.05
Fideos spaghetti Matarazzo 500 g.,Matarazzo,,https://www.carrefour.com.ar/fideos-spaghetti-matarazzo-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/178736/7790070318640_01.jpg?v=1771454826,568965,4250,267.0,267.0
Aceite en aerosol Carrefour girasol 120 cc.,Carrefour,,https://www.carrefour.com.ar/aceite-en-aerosol-carrefour-girasol-120-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/167156/7798108340236_01.jpg?v=1771454943,304519,8627,481.0,481.0
Mostaza Savora original doy pack 250 g.,Savora,"&quot;SAVORA Original: La que ya conoces, la de siempre, la infaltable, el clásico de la familia SAVORA.
 SAVORA original es la mostaza que eligen los argentinos desde 1938, la que está en todas las heladeras, tiene un sabor único gracias a sus semillas de mostaza cultivadas sustentablemente y el equilibro justo de más de 10 especias que la hacen tan especial: Semilla de mostaza blanca, cúrcuma, canela, nuez-moscada, ají molido, comino, clavo de olor, orégano, tomillo, laurel, pimienta negra, pimienta blanca y coriandro. Savora mostaza contiene la consistencia ideal para acompañar en todas tus preparaciones.
SAVORA Original es el ingrediente ideal que te ayuda a transformar tus platos de todos los días en platos únicos, originales y riquísimos. Esta salsa de mostaza es mucho más que un aderezo. Con Savora podés hornear, wokear, salsear, robozar, podés aplicarlo a cualquier tipo de preparación para darle un sabor único. Podés crear preparaciones deliciosas con todo lo que se te ocurra. Te va a ayudar a darle a tus preparaciones, tu toque, activa tu #ModoSavora y reinventa tus comidas.
SAVORA Original es el ingrediente ideal para todos tus platos ¡Que no te falte! Encontrá las mejores recetas en www.recepedia.com.ar y disfrutá de Savora en todo momento.&quot;",https://www.carrefour.com.ar/mostaza-savora-original-doy-pack-250-g-709753/p,https://carrefourar.vtexassets.com/arquivos/ids/266149/7794000006478_E01.jpg?v=1771455597,709753,109148,227.88,227.88
Fideos spaghetti Lucchetti 500 g.,Lucchetti,,https://www.carrefour.com.ar/fideos-spaghetti-lucchetti-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/178918/7790070318282_01.jpg?v=1771449957,571163,19870,211.5,211.5
Aceite de girasol Legitimo 1.5 lt.,Legitimo,,https://www.carrefour.com.ar/aceite-de-girasol-legitimo-15-lt-700952/p,https://carrefourar.vtexassets.com/arquivos/ids/263189/7798316700815_02.jpg?v=1771455579,700952,97472,484.76,484.76
Kétchup Hellmanns doy pack 250 g.,Hellmanns,,https://www.carrefour.com.ar/ketchup-hellmanns-doy-pack-250-g-700206/p,https://carrefourar.vtexassets.com/arquivos/ids/315042/7794000006188_E01.jpg?v=1771455694,700206,97379,316.0,316.0
Aceite de girasol Lira 900 cc.,Lira,,https://www.carrefour.com.ar/aceite-de-girasol-lira-900-cc-17092/p,https://carrefourar.vtexassets.com/arquivos/ids/155427/7790070231468_02.jpg?v=1771455923,663521,17092,577.0,577.0
Sal fina Celusal paquete 500 g.,Celusal,,https://www.carrefour.com.ar/sal-fina-celusal-paquete-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/196629/7790072001014.jpg?v=1771454836,7987,3953,189.0,189.0
Harina de trigo Morixe 0000 1 kg.,Morixe,,https://www.carrefour.com.ar/harina-de-trigo-morixe-0000-1-kg/p,https://carrefourar.vtexassets.com/arquivos/ids/175951/7790199000020_02.jpg?v=1771429854,638363,8814,214.9,214.9
Fideos cintas caseritos Don Vicente 500 g.,Don Vicente,,https://www.carrefour.com.ar/fideos-cintas-caseritos-don-vicente-500-g-31203/p,https://carrefourar.vtexassets.com/arquivos/ids/178734/7790070318138_02.jpg?v=1771454887,551502,23957,433.0,433.0
Aceite de girasol Cocinero plus 1.5 l.,Cocinero,,https://www.carrefour.com.ar/aceite-de-girasol-cocinero-plus-15-l-22002/p,https://carrefourar.vtexassets.com/arquivos/ids/155432/7790070231659_02.jpg?v=1771455298,667763,22002,1025.0,1025.0
Puré de tomate La Campagnola 520 g.,BC,,https://www.carrefour.com.ar/pure-de-tomate-la-campagnola-520-g/p,https://carrefourar.vtexassets.com/arquivos/ids/188283/7793360000485_01.jpg?v=1771455238,8088,13222,253.0,253.0
Harina Pureza especial para pizzas 1 kg.,Pureza,,https://www.carrefour.com.ar/harina-pureza-especial-para-pizzas-1-kg/p,https://carrefourar.vtexassets.com/arquivos/ids/196960/7792180004567_11.jpg?v=1771455233,545131,24590,335.29,335.29
Harina de trigo 0000 ultrarefinada Pureza 1 kg.,Pureza,,https://www.carrefour.com.ar/harina-de-trigo-0000-ultrarefinada-pureza-1-kg/p,https://carrefourar.vtexassets.com/arquivos/ids/205215/7792180139313_02.jpg?v=1771452299,678497,49220,233.4,233.4
Fideos tallarines Don Vicente 500 g.,Don Vicente,,https://www.carrefour.com.ar/fideos-tallarines-don-vicente-500-g-18980/p,https://carrefourar.vtexassets.com/arquivos/ids/178730/7790070318114_01.jpg?v=1771455923,552108,18980,415.0,415.0
Puré de tomate Salsati cubitos 400 g.,BC,,https://www.carrefour.com.ar/pure-de-tomate-salsati-cubitos-400-g/p,https://carrefourar.vtexassets.com/arquivos/ids/193451/7793360000287_01.jpg?v=1771455924,8094,41529,219.4,219.4
Caldo Maggi® sabor verdura menos sodio 114 g.,Maggi,"Maggi® Caldo - Sabor VERDURAS

 El caldo MAGGI EQUILIBIRUM sabor VERDURA es la alternativa más rica y saludable para realzar el sabor de todas tus comidas. Tiene un 25% menos sodio que el Caldo regular, y es el caldo con MENOR SODIO DEL MERCADO! También es bajo en grasas totales, bajo en calorías, y no contiene derivados de origen animal

 

Ideal para cocinar salteados, risottos y pastas mucho más sabrosas

Presentación: 1 display de 12 unidades por 9,5g. Total: 114g",https://www.carrefour.com.ar/caldo-maggi-sabor-verdura-menos-sodio-114-g-697386/p,https://carrefourar.vtexassets.com/arquivos/ids/275728/7891000345566_E01.jpg?v=1771455302,697386,91817,223.5,223.5
Ketchup Natura 250 cc.,Natura,,https://www.carrefour.com.ar/ketchup-natura-250-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/234477/7791866000381_02.jpg?v=1771455881,548315,4529,219.5,219.5
Puré de tomate Canale 520 g.,Canale,,https://www.carrefour.com.ar/pure-de-tomate-canale-520-g-704569/p,https://carrefourar.vtexassets.com/arquivos/ids/254760/7798132920589_02.jpg?v=1771455776,704569,100689,166.0,166.0
Caldo de verdura Knorr en cubos 6 uni,Knorr,,https://www.carrefour.com.ar/caldo-de-verdura-knorr-en-cubos-6-uni-715278/p,https://carrefourar.vtexassets.com/arquivos/ids/274799/7794000006621_E02.jpg?v=1771455923,715278,122112,144.75,144.75
Fideos moños Matarazzo 500 g.,Matarazzo,,https://www.carrefour.com.ar/fideos-monos-matarazzo-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/175392/7790230033031_01.jpg?v=1771454774,59461,9872,410.0,410.0
Choclo en granos Inalpa amarillo lata 300 g.,Inalpa,,https://www.carrefour.com.ar/choclo-en-granos-inalpa-amarillo-lata-300-g-695918-695918/p,https://carrefourar.vtexassets.com/arquivos/ids/246142/7792350067033_02.jpg?v=1771454817,695918,95919,350.0,350.0
Fideos spaghetti hierro Favorita 500 g.,Favorita,,https://www.carrefour.com.ar/fideos-spaghetti-hierro-favorita-500-g-694575/p,https://carrefourar.vtexassets.com/arquivos/ids/234898/7790070342010_02.jpg?v=1771455442,694575,86784,130.2,130.2
Fideos mostacholes Matarazzo 3 vegetales 500 g.,Matarazzo,,https://www.carrefour.com.ar/fideos-mostacholes-matarazzo-3-vegetales-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/175363/7790070318077_01.jpg?v=1771455924,551619,4186,304.0,304.0
Puré de papas Maggi cremoso original 125 g.,Maggi,,https://www.carrefour.com.ar/pure-de-papas-maggi-cremoso-original-125-g-710599/p,https://carrefourar.vtexassets.com/arquivos/ids/308762/8445290367327_01.jpg?v=1771455925,710599,114784,366.0,366.0
Vinagre de alcohol Carrefour 1 l.,Carrefour,,https://www.carrefour.com.ar/vinagre-de-alcohol-carrefour-1-l/p,https://carrefourar.vtexassets.com/arquivos/ids/182770/7798033332641_01.jpg?v=1771455595,105451,18059,180.5,180.5
Provenzal 50 g.,Genérico,,https://www.carrefour.com.ar/provenzal-50-g/p,https://carrefourar.vtexassets.com/arquivos/ids/201784/2920726100007_02.jpg?v=1771454855,402730,10473,170.0,170.0
Aceite de girasol Legitimo 900 cc.,Legitimo,,https://www.carrefour.com.ar/aceite-de-girasol-legitimo-900-cc-700951/p,https://carrefourar.vtexassets.com/arquivos/ids/263188/7798316700808_02.jpg?v=1771454815,700951,97457,293.21,293.21
Mostaza Natura 250 g.,Natura,,https://www.carrefour.com.ar/mostaza-natura-250-g-37830/p,https://carrefourar.vtexassets.com/arquivos/ids/234470/7791866004211_02.jpg?v=1771455881,630676,5699,175.0,175.0
Sal gruesa Dos Anclas caja 500 g.,Dos Anclas,,https://www.carrefour.com.ar/sal-gruesa-dos-anclas-caja-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/181586/7792900092676_02_nuevopack.jpg?v=1771454697,254213,4628,122.42,122.42
Aceite de oliva Carrefour virgen 500 cc.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_aceite_oliva.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,https://www.carrefour.com.ar/aceite-de-oliva-carrefour-virgen-500-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/167071/7798141710119_01.jpg?v=1771455923,441323,3828,1067.0,1067.0
Duraznos amarillos en mitades Carrefour 820 g.,Carrefour,,https://www.carrefour.com.ar/duraznos-amarillos-en-mitades-carrefour-820-g-31272/p,https://carrefourar.vtexassets.com/arquivos/ids/321631/7798159719722_E02.jpg?v=1771455732,590818,22891,604.5,604.5
Fideos codito Favorita hierro 500 g.,Favorita,,https://www.carrefour.com.ar/fideos-codito-favorita-hierro-500-g-694579/p,https://carrefourar.vtexassets.com/arquivos/ids/235829/7790070342058_02.jpg?v=1771455693,694579,87482,130.2,130.2
Pimentón 50 g.,Genérico,,https://www.carrefour.com.ar/pimenton-50-g/p,https://carrefourar.vtexassets.com/arquivos/ids/176523/2920725600003_02.jpg?v=1771454816,402725,8782,150.0,150.0
Caldo Maggi® sabor verduras 114 g.,Maggi,"Caldo MAGGI - Sabor VERDURAS. 

Cantidad de unidades: 12 caldos. 

Los caldos MAGGI son la alternativa ideal para todas tus comidas. Incorpóralos en sopas, guisos, verduras, pastas, salsa, arroz y muchos otros platos para darle cuerpo y sabor a tus preparaciones. Logra platos más ricos, saludables y con un nivel muy bajo en sodio.
Proba nuestros caldos MAGGI en todos sus sabores y descubrí que no pueden faltar en tu cocina!",https://www.carrefour.com.ar/caldo-maggi-sabor-verduras-114-g-687516/p,https://carrefourar.vtexassets.com/arquivos/ids/275710/7891000345528_E01.jpg?v=1771455385,687516,80477,228.5,228.5
Mayonesa Hellmanns liviana dp 475 g.,Hellmanns,,https://www.carrefour.com.ar/mayonesa-hellmanns-liviana-dp-475-g-714807/p,https://carrefourar.vtexassets.com/arquivos/ids/272103/7794000007109_E01.jpg?v=1771454816,714807,121466,371.0,371.0
Aceite de girasol Carrefour alto omega pet 900 cc.,Carrefour,,https://www.carrefour.com.ar/aceite-de-girasol-carrefour-alto-omega-pet-900-cc-699030-699030/p,https://carrefourar.vtexassets.com/arquivos/ids/246133/7791720025291_02.jpg?v=1771452241,699030,93891,541.0,541.0
Sal fina Celusal 500 g.,Celusal,,https://www.carrefour.com.ar/sal-fina-celusal-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/196631/7790072002080_11.jpg?v=1771454942,78495,3500,178.0,178.0
Vinagre de alcohol Silva línea gourmet 5 l.,Silva,,https://www.carrefour.com.ar/vinagre-de-alcohol-silva-linea-gourmet-5-l/p,https://carrefourar.vtexassets.com/arquivos/ids/228468/7798142741259_02.jpg?v=1771454021,678531,56437,536.0,536.0
Lentejas secas remojadas Carrefour 340 g.,Carrefour,,https://www.carrefour.com.ar/lentejas-secas-remojadas-carrefour-340-g/p,https://carrefourar.vtexassets.com/arquivos/ids/188630/7791720003961_01.jpg?v=1771447587,623148,21307,209.0,209.0
Aceite en aerosol Fritolim girasol 120 g.,Cocinero,,https://www.carrefour.com.ar/aceite-en-aerosol-fritolim-girasol-120-g-19863/p,https://carrefourar.vtexassets.com/arquivos/ids/196598/7790070228666_11.jpg?v=1771454895,568661,19863,397.6,397.6
Aceite de oliva Carrefour extra virgen 500 cc.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_aceite_oliva.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,https://www.carrefour.com.ar/aceite-de-oliva-carrefour-extra-virgen-500-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/167037/7798033338759_01.jpg?v=1771453494,317855,4069,1524.0,1524.0
Fideos tirabuzones Terrabusi 500 g.,Terrabusi,,https://www.carrefour.com.ar/fideos-tirabuzones-terrabusi-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/175357/7622300724245_01.jpg?v=1771454946,526465,19246,175.5,175.5
Fideos fettuccini Don Vicente 500 g.,Don Vicente,,https://www.carrefour.com.ar/fideos-fettuccini-don-vicente-500-g-21432/p,https://carrefourar.vtexassets.com/arquivos/ids/178732/7790070318121_01.jpg?v=1771454982,551568,21432,420.08,420.08
Garbanzos secos remojados Carrefour 340 g.,Carrefour,,https://www.carrefour.com.ar/garbanzos-secos-remojados-carrefour-340-g/p,https://carrefourar.vtexassets.com/arquivos/ids/188134/7791720003985_01.jpg?v=1771448875,623147,15137,229.0,229.0
Fideos coditos rayados Matarazzo 500 g.,Matarazzo,,https://www.carrefour.com.ar/fideos-coditos-rayados-matarazzo-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/175372/7790070318619_01.jpg?v=1771454987,568966,4326,225.0,225.0
Harina 0000 Chacabuco 1 kg.,Chacabuco,,https://www.carrefour.com.ar/harina-0000-chacabuco-1-kg/p,https://carrefourar.vtexassets.com/arquivos/ids/311448/7799037060028_02.jpg?v=1771454464,689906,83406,194.0,194.0
Palmitos en trozos Carrefour lata 400 g.,Carrefour,,https://www.carrefour.com.ar/palmitos-en-trozos-carrefour-lata-400-g/p,https://carrefourar.vtexassets.com/arquivos/ids/188426/7798141717484_01.jpg?v=1771454813,490209,27681,534.54,534.54
Sal gruesa Carrefour 1 kg.,Carrefour,,https://www.carrefour.com.ar/sal-gruesa-carrefour-1-kg/p,https://carrefourar.vtexassets.com/arquivos/ids/181562/7798159716479_01.jpg?v=1771454488,576763,24224,153.0,153.0
Fideos spaghetti Matarazzo integral 500 g.,Matarazzo,,https://www.carrefour.com.ar/fideos-spaghetti-matarazzo-integral-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/178930/7790070320858_01.jpg?v=1771451991,614322,4734,304.0,304.0
Pure de tomates Alco 520 g.,Alco,,https://www.carrefour.com.ar/pure-de-tomates-alco-520-g/p,https://carrefourar.vtexassets.com/arquivos/ids/188412/7798132920473_02.jpg?v=1771454551,669777,35298,146.5,146.5
Fideos tirabuzones Lucchetti 3 vegetales 500 g.,Lucchetti,,https://www.carrefour.com.ar/fideos-tirabuzones-lucchetti-3-vegetales-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/175382/7790070321244_01.jpg?v=1771455600,620633,18945,250.5,250.5
Fideos mostachol Favorita hierro 500 g.,Favorita,,https://www.carrefour.com.ar/fideos-mostachol-favorita-hierro-500-g-694578/p,https://carrefourar.vtexassets.com/arquivos/ids/235828/7790070342041_02.jpg?v=1771455691,694578,87484,130.2,130.2
Arvejas secas Carrefour remojadas en lata 300 g.,Carrefour,,https://www.carrefour.com.ar/arvejas-secas-carrefour-remojadas-en-lata-300-g-696085/p,https://carrefourar.vtexassets.com/arquivos/ids/310946/7791720025321_02.jpg?v=1771455856,696085,89164,102.09,102.09
Jugo de limón Minerva pet 500 cc.,Minerva,,https://www.carrefour.com.ar/jugo-de-limon-minerva-pet-500-cc/p,https://carrefourar.vtexassets.com/arquivos/ids/182582/7790070507341_02.jpg?v=1771455566,557794,4325,280.0,280.0
Lentejas La Abadía bolsa 400 g.,La Abadía,,https://www.carrefour.com.ar/lentejas-la-abadia-bolsa-400-g/p,https://carrefourar.vtexassets.com/arquivos/ids/197192/7798049540313_02.jpg?v=1771455770,676658,43062,495.0,495.0
Fideos tallarines Terrabusi 500 g.,Terrabusi,,https://www.carrefour.com.ar/fideos-tallarines-terrabusi-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/178917/7622300724368_01.jpg?v=1771455598,532129,20460,175.5,175.5
Harina leudante Caserita x 1 kg,Caserita,,https://www.carrefour.com.ar/harina-leudante-caserita-x-1-kg-131557/p,https://carrefourar.vtexassets.com/arquivos/ids/274268/7792590001064_02.jpg?v=1771455427,131557,126083,236.0,236.0
Mayonesa clásica Hellmann&apos;s sin tacc doypack 950 g.,Hellmanns,"La Mayonesa Hellmann´s es fuente de vitamina E y contiene Omega 6 Nuestra mayonesa está hecha con aceite de origen sustentable y es 100% de girasol Aderezo a base de huevos de campo La mayonesa Hellmann´s Clásica es Sin Tacc ¿Ya probaste la nueva Mayonesa? ¡Es rica y cremosa! La nueva Mayonesa Hellmanns es ideal para tus sándwiches, ensaladas, carnes, hamburguesas, milanesas, dips y mucho más",https://www.carrefour.com.ar/mayonesa-clasica-hellmann-s-sin-tacc-doypack-950-g-694756/p,https://carrefourar.vtexassets.com/arquivos/ids/307793/7794000006058_E01.jpg?v=1771454071,694756,87800,663.0,663.0
Harina integral Pureza 1 kg.,Pureza,,https://www.carrefour.com.ar/harina-integral-pureza-1-kg/p,https://carrefourar.vtexassets.com/arquivos/ids/179111/7792180134516_02.jpg?v=1771453705,645406,7002,238.29,238.29
Duraznos Carrefour cubeteados 820 g.,Carrefour,,https://www.carrefour.com.ar/duraznos-carrefour-cubeteados-820-g-17617/p,https://carrefourar.vtexassets.com/arquivos/ids/188713/7798159716677_01.jpg?v=1771455649,568945,17617,499.0,499.0
Choclo cremoso amarillo Inalpa lata 300 g.,Inalpa,,https://www.carrefour.com.ar/choclo-cremoso-amarillo-inalpa-lata-300-g-699031/p,https://carrefourar.vtexassets.com/arquivos/ids/243973/7792350067040_02.jpg?v=1771455726,699031,93767,130.0,130.0
Puré de papas instantáneo Carrefour 200 g.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_pure_papas.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,https://www.carrefour.com.ar/pure-de-papas-instantaneo-carrefour-200-g/p,https://carrefourar.vtexassets.com/arquivos/ids/180294/7791720016169_01.jpg?v=1771455303,633586,9373,477.0,477.0
Harina de trigo 0000 Caserita 1 kg.,Caserita,,https://www.carrefour.com.ar/harina-de-trigo-0000-caserita-1-kg/p,https://carrefourar.vtexassets.com/arquivos/ids/228309/7792590000227_02.jpg?v=1771455926,7758,28707,221.0,221.0
Arroz listo Gallo vegetales 240 g.,Gallo,,https://www.carrefour.com.ar/arroz-listo-gallo-vegetales-240-g-30125/p,https://carrefourar.vtexassets.com/arquivos/ids/207555/7790070413758_01.jpg?v=1771455882,660192,24362,360.0,360.0
Vinagre de alcohol Menoyo 1 l.,Menoyo,,https://www.carrefour.com.ar/vinagre-de-alcohol-menoyo-1-l/p,https://carrefourar.vtexassets.com/arquivos/ids/209174/7790130000058_02.jpg?v=1771455329,181618,9505,198.86,198.86
Gelatina frutilla light Exquisita 25 g.,Exquisita,,https://www.carrefour.com.ar/gelatina-frutilla-light-exquisita-25-g/p,https://carrefourar.vtexassets.com/arquivos/ids/312519/7790070409966_E01.jpg?v=1771455396,673423,39318,149.5,149.5
Ajo en polvo La Parmesana 25 g.,La Parmesana,,https://www.carrefour.com.ar/ajo-en-polvo-la-parmesana-25-g/p,https://carrefourar.vtexassets.com/arquivos/ids/176469/7796373002446_02.jpg?v=1771454836,262582,7526,90.6,90.6
Esencia de vainilla Alicante pet 100 cc.,Alicante,,https://www.carrefour.com.ar/esencia-de-vainilla-alicante-pet-100-cc-690049/p,https://carrefourar.vtexassets.com/arquivos/ids/324445/7790150610305_01.jpg?v=1771455596,690049,83668,204.01,204.01
Aceitunas verdes Nucete descarozadas 80 g.,Nucete,,https://www.carrefour.com.ar/aceitunas-verdes-nucete-descarozadas-80-g/p,https://carrefourar.vtexassets.com/arquivos/ids/256487/7792070001065_01.jpg?v=1771455360,153873,24975,160.0,160.0
Arroz largo fino Luchetti 00000 caja 1 kg.,Luchetti,,https://www.carrefour.com.ar/arroz-largo-fino-luchetti-00000-caja-1-kg/p,https://carrefourar.vtexassets.com/arquivos/ids/196232/7790070411921_02.jpg?v=1771454771,673595,37547,315.0,315.0
Maicitos queso horneado Pehuamar bolsa 125 g.,Pehuamar,,https://www.carrefour.com.ar/maicitos-queso-horneado-pehuamar-bolsa-125-g/p,https://carrefourar.vtexassets.com/arquivos/ids/316632/7790310984338_E01.jpg?v=1771455852,676517,43629,288.51,288.51
Lentejas Olinto bolsa 400 g.,Olinto,,https://www.carrefour.com.ar/lentejas-olinto-bolsa-400-g/p,https://carrefourar.vtexassets.com/arquivos/ids/194217/7798048720396_02.jpg?v=1771453896,530972,14815,684.0,684.0
Pate de foie Swift lata 90 g.,Swift,,https://www.carrefour.com.ar/pate-de-foie-swift-lata-90-g/p,https://carrefourar.vtexassets.com/arquivos/ids/180254/7790360720382_02.jpg?v=1771453800,8126,17424,157.5,157.5
Fideos tirabuzones Matarazzo integral 500 g.,Matarazzo,,https://www.carrefour.com.ar/fideos-tirabuzones-matarazzo-integral-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/175377/7790070320841_01.jpg?v=1771454943,614320,4830,304.0,304.0
Maní pelado salado Croppers bolsa 340 g.,Croppers,,https://www.carrefour.com.ar/mani-pelado-salado-croppers-bolsa-340-g/p,https://carrefourar.vtexassets.com/arquivos/ids/178433/7790524323886_02.jpg?v=1771454928,672795,36270,431.0,431.0
Salsa lista pizza Knorr 340 g,Knorr,,https://www.carrefour.com.ar/salsa-lista-pizza-knorr-340-g/p,https://carrefourar.vtexassets.com/arquivos/ids/322148/7794000003699_E01.jpg?v=1771455073,670231,27649,200.0,200.0
Papas fritas Carrefour clásicas 140 g.,Carrefour,&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_papas_fritas.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;,https://www.carrefour.com.ar/papas-fritas-carrefour-clasicas-140-g-36048/p,https://carrefourar.vtexassets.com/arquivos/ids/193117/7791720018392_01_nuevopack.jpg?v=1771455855,642105,7634,379.03,379.03
Fideos spaghetti Terrabusi 500 g.,Terrabusi,,https://www.carrefour.com.ar/fideos-spaghetti-terrabusi-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/178724/7622300724160_01.jpg?v=1771454945,526461,18976,170.32,170.32
Bicarbonato de sodio Alicante bolsa 50 g.,Alicante,,https://www.carrefour.com.ar/bicarbonato-de-sodio-alicante-bolsa-50-g-690052/p,https://carrefourar.vtexassets.com/arquivos/ids/324321/7790150430392_01.jpg?v=1771452453,690052,83643,103.0,103.0
Aceitunas verdes Castell descarozadas doy pack 140 g.,Castell,,https://www.carrefour.com.ar/aceitunas-verdes-descarozadas-castell-dp-x-140-grs/p,https://carrefourar.vtexassets.com/arquivos/ids/193060/7791675908427_02.jpg?v=1771455738,672442,34061,315.0,315.0
Risotto Gallo 4 quesos 240 g.,Gallo,,https://www.carrefour.com.ar/risotto-gallo-4-quesos-240-g-21086/p,https://carrefourar.vtexassets.com/arquivos/ids/327573/7790070414670_E02.jpg?v=1771454441,658276,21086,532.0,532.0
Polenta instantanea Presto Pronta 500 g.,Presto Pronta,,https://www.carrefour.com.ar/polenta-instantanea-prestopronta-bolsa-x-500-grs/p,https://carrefourar.vtexassets.com/arquivos/ids/193158/7790580660000_01.jpg?v=1771454828,100841,13003,288.5,288.5
