producto|marca|descripcion|rubro|url_producto|mpn|sku|precio_bajo|precio_alto
Limpiador líquido desinfectante Procenex pisos original 5 l.|Procenex|Procenex Original es un limpiador líquido concentrado ideal para la limpieza y la desinfección de múltiples superficies. Elimina el 99,9% de virus, hongos y bacterias incluido el virus SARS-CoV-2. Puede usarlo en pisos, superficies lavables de la cocina, áreas de mascotas, basureros y superficies lavables del baño|Limpieza|https://www.carrefour.com.ar/limpiador-liquido-desinfectante-procenex-pisos-original-5-l-584289/p|584289|5169|1395.0|1395.0
Velas de corte Carrefour largas x 4 uni|Carrefour||Limpieza|https://www.carrefour.com.ar/velas-de-corte-carrefour-largas-x-4-uni-642631/p|642631|16781|184.5|184.5
Canasta líquida para inodoro Pato marina repuesto 50 ml.|Mr. Músculo|"Beneficios:
 *Mantiene su inodoro limpio
 *Previene la formación de manchas y de sarro
 *Aromatiza con la misma intensidad con su fragancia fresca
 *Eficaz desde el primer hasta el último día
 *Rinde 300 descargas
 *No mancha el inodoro
 
 Instrucciones de Uso:
 1. No retire la tapa protectora de la botellita que contiene el líquido. Sostenga la pieza que contiene el líquido con la tapa hacia abajo y presionando, introdúzcala dentro de la base hasta perforar la tapa 
 2. Abra levemente el gancho y coloque el limpiador continuo en el borde interno del inodoro. Asegúrese de que la base quede debajo de la salida del agua y apoyada contra la pared interna del inodoro. De ser necesario, extienda hacia afuera la bandeja de la base del producto para lograrlo
 3. Cuando se vacíe la unidad, retírela y reemplace con un nuevo repuesto Pato Purific® Canasta Líquida para Inodoros."|Limpieza|https://www.carrefour.com.ar/canasta-liquida-para-inodoro-pato-marina-repuesto-50-ml-579942/p|579942|31297|453.0|453.0
Trapo de piso Essential algodón gris 1 uni|Essential|Los productos eco-amigables representan opciones de consumo responsable y amigable con el medio ambiente, ya sea desde su producción, utilización o su disposición final.|Limpieza|https://www.carrefour.com.ar/trapo-de-piso-essential-algodon-gris-1-uni-563432/p|563432|19432|231.5|231.5
Desodorante ambiental Glade vainilla aerosol 360 cc.|Glade||Limpieza|https://www.carrefour.com.ar/desodorante-ambiental-glade-vainilla-aerosol-360-cc-694270/p|694270|86843|384.0|384.0
Suavizante para ropa Carrefour clásico 900 cc.|Carrefour|&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_suavizante.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;|Limpieza|https://www.carrefour.com.ar/suavizante-para-ropa-carrefour-clasico-900-cc-10886/p|579732|10886|296.0|296.0
Jabón liquido Ecovita baby care 800 cc.|Ecovita||Limpieza|https://www.carrefour.com.ar/jabon-liquido-ecovita-baby-care-800-cc/p|662838|17332|320.25|320.25
Lavavajillas detergente Multimax para diluir glicerina (rinde 300 ml.) 100 ml.|Multimax||Limpieza|https://www.carrefour.com.ar/lavavajillas-detergente-multimax-para-diluir-glicerina-rinde-300-ml-100-ml-660608/p|660608|16068|100.0|100.0
Esponja Scotch Brite multiuso 3 u.|Scotch Brite||Limpieza|https://www.carrefour.com.ar/esponja-scotch-brite-multiuso-3-u/p|348589|8934|275.0|275.0
Barra quitamanchas Gigante 75 g.|Gigante||Limpieza|https://www.carrefour.com.ar/barra-quitamanchas-gigante-75-g/p|599810|8086|179.9|179.9
Limpiador desinfectante Ayudín lavanda 900 ml.|Ayudín|"El nuevo Limpiador Desinfectante Ayudín aroma Lavanda desinfecta los pisos y superficies dejando un rico aroma en tu ambiente. Este limpiador único combina el poder de desinfección imbatible de Ayudín junto con exquisitas fragancias para tu hogar. Es efectivo contra el virus SARS-CoV-2.
•	Elimina el 99,9% de virus y bacterias
•	Ricas Fragancias
•	Elimina el virus causante del COVID-19
•	Efectivo en múltiples superficies"|Limpieza|https://www.carrefour.com.ar/limpiador-desinfectante-ayudin-lavanda-900-ml/p|683488|60165|297.5|297.5
Jabón líquido para ropa Ala eco lavado matic 800 cc.|Ala|En Ala sabemos que es hora de un cambio real, y por eso también estamos cambiando. Lanzamos  los nuevos jabones líquidos Baja Espuma Ala EcoLavado  ¡Nueva fórmula amigable con el planeta! Imbatible contra las manchas y más sustentable. La nueva fórmula con poder de limpieza superior y agentes de limpieza naturales logra una máxima remoción de manchas, combate el mal olor y es ideal para ropa blanca y de color. Además de tener una fragancia única es duradera.  Su fórmula es 93% biodegradable. Remueve manchas difíciles como  aceite de cocina, salsa de soja, sangre, helado y postre de chocolate, aún en ciclos cortos de lavado. Esto disminuye el consumo de energía, contribuyendo al cuidado del medio ambiente.  Excelente ecuación de valor: efectividad/precio. ¡Proba los jabones ALA Ecolavado, imbatibles contra las manchas y amigables con el planeta! Encontra el jabón líquido Baja Espuma ALA Ecolavado en formato Doypack de 400 ml, 800 ml, 1.4 L y 3 L. ¿Qué esperas para conocerlo?                                                                                                                                                                                                                                                         Ala tiene un rol importante en ayudarnos a alcanzar nuestra visión de un futuro más sustentable. Estamos haciendo que la vida sustentable sea un conductor en todo lo que hacemos y cambie la forma en que creamos nuestros productos.|Limpieza|https://www.carrefour.com.ar/jabon-liquido-para-ropa-ala-eco-lavado-matic-800-cc-695744/p|695744|89023|559.0|559.0
Secador de piso Virulana secarapid con sujetador 40 cm. 1 u.|Virulana||Limpieza|https://www.carrefour.com.ar/secador-de-piso-virulana-secarapid-con-sujetador-40-cm-1-u/p|568548|16187|670.0|670.0
Papel higiénico Felpita hoja simple 12 x 30 m.|Felpita||Limpieza|https://www.carrefour.com.ar/papel-higienico-felpita-hoja-simple-12-x-30-m/p|629470|9397|1516.3|1516.3
Repuesto para aromatizador Poett Intense primavera y solo para ti 2 u.|Poett|Los Aromatizantes de Ambientes aroma Primavera y Solo Para Ti, perfuman el aire de tu hogar con una exquisita fragancia. Repuesto universal.|Limpieza|https://www.carrefour.com.ar/repuesto-para-aromatizador-poett-intense-primavera-y-solo-para-ti-2-u/p|608021|23502|649.0|649.0
Lavavajillas detergente Multimax para diluir limón (rinde 300 ml.) 100 ml.|Multimax||Limpieza|https://www.carrefour.com.ar/lavavajillas-detergente-multimax-para-diluir-limon-rinde-300-ml-100-ml-660613/p|660613|17666|100.0|100.0
Destapa cañerias Ayudín 1 l.|Ayudín|El Destapacañerías Ayudín cuenta con una rápida solución al problema de cañerías tapadas o lento desagüe. No daña las cañerías.|Limpieza|https://www.carrefour.com.ar/destapa-canerias-ayudin-1-l/p|51112|18031|638.0|638.0
Servilletas Elegante big pack premium 150 u.|Elegante||Limpieza|https://www.carrefour.com.ar/servilletas-elegante-big-pack-premium-150-u/p|655457|14633|517.0|517.0
Desodorante de ambiente Poett suavidad de algodón 360 ml.|Poett|La fragancia Suavidad de Algodón de Poett fue especialmente elaborada con notas exquisitas e ingredientes de alta calidad que la hacen irresistible y de larga duración. Podes transformar ambientes e inspirar felicidad. Rodeate de la comodidad que ofrece el algodón fresco con sus aromas florales y frutales. Si te gustó esta fragancia, te invitamos a conocer todas nuestras variedades.|Limpieza|https://www.carrefour.com.ar/desodorante-de-ambiente-poett-suavidad-de-algodon-360-ml/p|675945|42962|367.0|367.0
Detergente Magistral ultra limón en botella 300 cc.|Magistral||Limpieza|https://www.carrefour.com.ar/detergente-magistral-ultra-limon-en-botella-300-cc-709920/p|709920|109292|409.0|409.0
Jabón líquido plus Granby matic 3 l.|Granby|Jabón Líquido Plus GRANBY Matic control contra Malos Olores Jabones líquidos Granby con nueva fórmula: limpieza profunda y fragancia duradera. Jabón para la ropa con fragancia duradera Controla los malos olores de húmedad, transpiración y humo con el jabón líquido Granby La marca que conocés al precio que necesitás. Producto de limpieza que ofrece buena relación precio-calidad. Jabón líquido para lavar la ropa, apto para lavarropa y para una gran variedad de telas.|Limpieza|https://www.carrefour.com.ar/jabon-liquido-plus-granby-matic-3-l-699717/p|699717|94922|1134.42|1134.42
Limpiador líquido aromatizante Poett flores de primavera 900 ml.|Poett|Los Limpiadores Multisuperficies Poett tienen fragancias intensas y duraderas y son ideales para una limpieza efectiva y fácil.|Limpieza|https://www.carrefour.com.ar/limpiador-liquido-aromatizante-poett-flores-de-primavera-900-ml-671375/p|671375|29774|260.0|260.0
Detergente Cif bioactive limón 300 cc.|Cif||Limpieza|https://www.carrefour.com.ar/detergente-cif-bioactive-limon-300-cc-717846/p|717846|138086|337.0|337.0
Mr. Músculo limpiahornos aerosol 360 ml.|Mr. Músculo|Mr. Músculo® Limpiahornos y Parrillas remueve fácilmente la grasa y los residuos más difíciles, sin raspar ni refregar.|Limpieza|https://www.carrefour.com.ar/mr-musculo-limpiahornos-aerosol-360-ml-703707/p|703707|98992|509.0|509.0
Desinfectante de ambientes y elimina olores Lysoform bebé en aerosol 360 ml.|Lysoform|"Lysoform Aerosol Desinfectante es un aerosol de acción antimicrobiana que mata virus, bacterias y hongos en superficies duras. 
 
 Beneficios:
 *Mata el 99,9 % de los virus, bacterias y hongos
 *Efectivo contra el virus SARS-COV-2
 *Eficacia comprobada contra los virus H1N1 y respiratorio sincitial
 *Elimina los olores desagradables
 *Disponible en aromas Original, Lavanda, Bebé, Aire de Montaña, Cítrica, Algodón y Lino, Floral y Frutal
 
 *Eficacia comprobada contra: bacterias y hongos: Staphylococcus aureus, Salmonella choleraesuis, Pseudomonas aeruginosa y Streptococcus faecalis, Aspergillus niger, Trichophyton mentagrophytes. Virus: virus H1N1, Herpes simplex 1 y 2, respiratorio sincitial, polio tipo 1 y 3
 
 ¿Dónde usar este producto?
 *Piletas y bañeras en interiores
 *Pomos de puertas
 *Mesadas de cocina y cestos de basura
 *Habitaciones de enfermos
 *Rejillas y lavabos
 *Sótanos, clósets y ambientes cerrados
 *Otras aplicaciones: cortinas, baldosas, grifos, mesadas, lavadoras de ropa, interiores de vehículos, vehículos, alacenas, cajones, altillos, casas de vacaciones.
 
 ¿Cómo usar este producto?
 Si lo utiliza para el tratamiento de superficies de contacto con alimentos, enjuague con agua potable después del tratamiento. 
 
 *Acción desinfectante: 
 1) Mantenga el envase en posición vertical y aplique Lysoform sobre la superficie por tratar desde una distancia de 15 a 20 cm. 
 2) Rocíe la superficie hasta cubrirla con una neblina. 
 3) Deje actuar durante 10 minutos. 
 4) Repita la aplicación tantas veces como sea necesario. 
 
 *Acción desodorizante: mantenga el aerosol en posición vertical y rocíe en el aire durante 3 o 4 segundos."|Limpieza|https://www.carrefour.com.ar/desinfectante-de-ambientes-y-elimina-olores-lysoform-bebe-en-aerosol-360-ml-688635/p|688635|82500|524.0|524.0
Suavizante para ropa Querubín flores cítricas 900 cc.|Querubín||Limpieza|https://www.carrefour.com.ar/suavizante-para-ropa-querubin-flores-citricas-900-cc/p|417576|13146|549.7|549.7
Cabo color 1 u.|Genérico||Limpieza|https://www.carrefour.com.ar/cabo-color-1-u/p|521706|14881|600.0|600.0
Limpiador antihongos Ayudín removedor activo (gatillo) 500 ml.|Ayudín|"El limpiador Antihongos Ayudín Removedor Activo, elimina de raíz, fácil y rápidamente los hongos y el moho gracias a su poderosa fórmula. 
Mata el 99,9% de las bacterias. Las manchas negras que se forman en los ambientes húmedos de la casa pueden ser causados por los hongos. Eliminalos en juntas de azulejos, mamparas, cortinas de baño, bañeras, piletas, lavatorios, bidets, techos, paredes del baño, lavaderos, cocinas y garajes. El baño es el lugar de la casa más utilizado por todos y más difícil de mantener limpio y desinfectado."|Limpieza|https://www.carrefour.com.ar/limpiador-antihongos-ayudin-removedor-activo-gatillo-500-ml/p|689448|82643|505.0|505.0
Limpiador multiuso Multimax para diluir cherry (rinde 5 litros) 150 ml.|Multimax||Limpieza|https://www.carrefour.com.ar/limpiador-multiuso-multimax-para-diluir-cherry-rinde-5-litros-150-ml-638075/p|638075|8050|252.0|252.0
Insecticida Raid contra mosquitos líquido eléctrico repuesto 45 noches 32.9 ml.|Raid||Limpieza|https://www.carrefour.com.ar/insecticida-raid-contra-mosquitos-liquido-electrico-repuesto-45-noches-329-ml-687254/p|687254|80171|765.0|765.0
Discos adhesivos inodoro Glade limón refrescante repuesto 38 g.|Glade|"Ventajas: 
 * Se adhiere directamente al interior del inodoro
 * Actúa con cada descarga 
 *Limpia y aromatiza continuamente 
 * Higiénico y práctico 
 * Cada descarga contiene 6 discos adhesivos
 * Duración: Hasta 7 semanas 
 
 INSTRUCCIONES DE USO: 
 Asegurate de que el inodoro esté limpio y seco.
 1.TRABAR. Alineá el botón del aplicador del disco con los orificios del mango. Quitale la tapa y guardala.
 2.COLOCAR. Colocá el extremo libre del aplicador del disco contra la superficie interior del inodoro, en un lugar donde corra agua al descargarlo.
 3.APLICAR. Presioná el botón y mantenelo presionado mientras empujás el aplicador contra el inodoro hasta que el botón hace clic.
 4.TAPAR. Retraé el aplicador para dejar el disco adhesivo. Volvé a colocar la tapa firmemente. Descargá el inodoro para activar el disco adhesivo. Luego de la aplicación, el disco podría resultar atractivo para los niños. Usá el producto en un área no muy visible para los niños. Adecuado para tanques sépticos.
 5.RECARGAR. Después de usar el último disco adheivo, girá el dispensador del disco firmemente y quitalo del aplicador. Guardá el mango para recargarlo."|Limpieza|https://www.carrefour.com.ar/discos-adhesivos-inodoro-glade-limon-refrescante-repuesto-38-g-577753/p|577753|30948|569.0|569.0
Desodorante de ambiente Poett flores de primavera 360 ml.|Poett|La fragancia Flores de Primavera de Poett fue especialmente elaborada con notas exquisitas e ingredientes de alta calidad que la hacen irresistible y de larga duración. Podes transformar ambientes e inspirar felicidad. Todo comienzo es mejor con aroma a rosas, fresia y jazmín. Si te gustó esta fragancia, te invitamos a conocer todas nuestras variedades.|Limpieza|https://www.carrefour.com.ar/desodorante-de-ambiente-poett-flores-de-primavera-360-ml/p|675943|42987|367.0|367.0
Desinfectante lavandina Multimax para diluir en polvo (rinde 1 litros) 8 g.|Multimax||Limpieza|https://www.carrefour.com.ar/desinfectante-lavandina-multimax-para-diluir-en-polvo-rinde-1-litros-8-g-692143/p|692143|85864|67.6|67.6
Suavizante Carrefour ropa flor silvestre 3 l.|Carrefour|&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_suavizante.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;|Limpieza|https://www.carrefour.com.ar/suavizante-carrefour-ropa-flor-silvestre-3-l/p|668382|25312|985.0|985.0
Insecticida Selton casa y jardín 360 cc.|Selton|"Selton mata Moscas y Mosquitos actúa al instante contra los insectos voladores y caminadores. Gracias a su acción efectiva, mata a todos los insectos caminadores y voladores y a los mosquitos del dengue, los mata instantáneamente. Agite antes de usar. Una aplicación de pocos segundos es suficiente.
•	Acción efectiva
•	Mata al mosquito del Dengue
•	Mata Moscas, Mosquitos y Cucarachas"|Limpieza|https://www.carrefour.com.ar/insecticida-selton-casa-y-jardin-360-cc/p|685399|73681|434.0|434.0
Bolsa de residuos Salli 50x70 cm. plana x 10 verde|Salli||Limpieza|https://www.carrefour.com.ar/bolsa-de-residuos-salli-50x70-cm-plana-x-10-verde/p|670094|57574|289.5|289.5
Quitamanchas Vanish prelavado oxigel 400 ml.|Vanish|Vanish Pretratado Oxi Gel es un quitamanchas en gel sin cloro que al aplicarlo en la prenda remueve 100 manchas*. Su fórmula en gel remueve las manchas sin dañar los tejidos ni colores de tus prendas favoritas.|Limpieza|https://www.carrefour.com.ar/quitamanchas-vanish-prelavado-oxigel-400-ml-569375/p|569375|4135|367.0|367.0
Jabón en polvo para ropa Zorro lavado mano clásico 400 g.|Zorro||Limpieza|https://www.carrefour.com.ar/jabon-en-polvo-para-ropa-zorro-lavado-mano-clasico-400-g-700294/p|700294|96401|225.5|225.5
Toallitas desinfectantes Ayudín limón doypack x 35 uni|Ayudín|"&quot;Las Toallitas Desinfectantes Ayudín aroma limón es una forma fácil, rápida y conveniente de limpiar y desinfectar rápidamente las superficies de cocina y baño. Las Toallitas Desinfectantes ayudan a proteger a su familia eliminando el 99.9% de los gérmenes y bacterias que pueden ser dañinas en las superficies duras, desodorizando al mismo tiempo, ya que elimina los gérmenes causantes de los malos olores, todo en 30 segundos.
 Dentro de casa se esconden unos enemigos silenciosos que albergan bacterias y gérmenes. Se trata de esos pequeños objetos que usamos frecuentemente y nos olvidamos de limpiar. Para evitar que se conviertan en hogar de enfermedades, es recomendable usar las Toallitas desinfectantes Ayudín que gracias a sus ingredientes activos, te ayudarán a prevenir que tu familia se contagie de cualquier virus al tener contacto con elementos de uso común como picaportes, controles remotos, interruptores de luz y teléfonos celulares.
 Este producto será el gran aliado para ayudarte en la misión de mantener tu casa limpia y libre de bacterias o virus que puedan transmitir enfermedades a vos o a tu familia.&quot;"|Limpieza|https://www.carrefour.com.ar/toallitas-desinfectantes-ayudin-limon-doypack-x-35-uni-694855/p|694855|88235|477.0|477.0
Aromatizante de ambientes automático Glade lavanda y vainilla repuesto 170 ml.|Glade|"NUEVO PACK ECONOMICO. Ventajas:
  *Disfrutá del exquisito aroma a crema de vainilla y relajantes flores de lavanda en forma automática
  *La unidad portátil a pilas añade fragancia a donde vayas. 
  *El diseño con el bloqueo fácil de abrir hace que recargarlo sea sencillo.
  
  Existen dos maneras de rociar: 
  1) Ajuste temporal: Elegí uno de los tres ajustes temporales para seleccionar con qué frecuencia querés liberar la fragancia. 
  2) Botón de rocío: Presioná el botón para liberar una ráfaga extra de fragancia cuando quieras.
  *Instrucciones de Uso:
  Para abrir la unidad:
  Presiona el botón en la parte superior y, al mismo tiempo, separa los lados del recipiente. Cuando la unidad está abierta, siempre debes asegurarte de que el temporizador esté en posición OFF y de que el pico del aerosol esté alejado de tu rostro.
  
  Para insertar la lata:
  Abre la unidad. Tira de la lengüeta roja para activar las baterías. Quita la tapa de la lata e inserta la lata con el pico apuntando hacia afuera. Enciende la unidad seleccionando el intervalo de tiempo que deseas en minutos. Luego, cierra la unidad. La unidad rociará fragancia en el intervalo de tiempo seleccionado. Para aromatizar el ambiente en cualquier momento con la fragancia Glade®, presiona el botón de rocio ubicado en la parte posterior de la unidad.
  
  Cambio de baterías:
  Abre la unidad y quita la lata para tener acceso a las baterías. Retira las baterías viejas y coloca dos baterías alcalinas nuevas. Vuelve a colocar la lata, configura el temporizador y cierra la unidad."|Limpieza|https://www.carrefour.com.ar/aromatizante-de-ambientes-automatico-glade-lavanda-y-vainilla-repuesto-170-ml-685564/p|685564|74054|698.0|698.0
Mata moscas y mosquitos Raid 10 horas max 370 cc.|Raid||Limpieza|https://www.carrefour.com.ar/mata-moscas-y-mosquitos-raid-10-horas-max-370-cc-703701/p|703701|98980|788.0|788.0
Quitamanchas Trenet inspirado por Ayudin Ropa (Gatillo) 500 ml.|Trenet|Trenet es el experto en quitar manchas. Trenet Gatillo Oxi está especialmente formulado para remover una gran cantidad de manchas, y es más efectivo aún en manchas de características coloridas, como por ejemplo pasto, salsa de tomate, café, jugo de frutas, tinta y muchas otras sin necesidad de fregar y sin dañar la ropa. Su fórmula Hyperactive con Oxígeno Activo actúa inmediatamente sobre las manchas, debilitando su adherencia a las fibras y quitándolas fácilmente. Puede utilizarse en ropa blanca y en colores firmes.|Limpieza|https://www.carrefour.com.ar/quitamanchas-trenet-inspirado-por-ayudin-ropa-gatillo-500-ml-578324/p|578324|7364|612.0|612.0
Lavandina Ayudín triple poder lavanda 4 l.|Ayudín|La Lavandina Ayudín Triple Poder aroma Lavanda contiene una agradable fragancia que sustituye el olor de la lavandina tradicional, manteniendo todo su poder de desinfección, cuidado y limpieza. Elimina el 99,9% de bacterias y se recomienda para la desinfección de los pisos de la cocina, living, cuartos, baño, patio y balcón; la mesada, pileta y utensilios de cocina, artefactos del baño, las llaves de las canillas, el botón de descarga del inodoro y las manijas de todas las puertas de la casa. Desinfecta, desodoriza y es seguro en maderas y aceros. Puede usarse tanto en la limpieza de grandes superficies como los pisos del hogar después de haber barrido o aspirado, como también en pequeñas superficies u objetos. La limpieza importa y la hacemos entre todos.|Limpieza|https://www.carrefour.com.ar/lavandina-ayudin-triple-poder-lavanda-4-l-675802/p|675802|42959|771.0|771.0
Esponja Virulana fuerte ultra abrasiva 1 u.|Virulana||Limpieza|https://www.carrefour.com.ar/esponja-virulana-fuerte-ultra-abrasiva-1-u/p|532555|20222|113.0|113.0
Fósforos ocean Fragata x 400 uni|Fragata||Limpieza|https://www.carrefour.com.ar/fosforos-ocean-fragata-x-400-uni/p|681502|56246|358.0|358.0
Jabón en polvo Carrefour matic bolsa 800 g.|Carrefour||Limpieza|https://www.carrefour.com.ar/jabon-en-polvo-carrefour-matic-bolsa-800-g-688544/p|688544|81387|451.08|451.08
Desodorante de ambiente Poett alegra tu día 360 ml.|Poett|La fragancia Alegra tu Día de Poett fue especialmente elaborada con notas florales y amaderadas e ingredientes de alta calidad que la hacen irresistible y de larga duración. Podes transformar ambientes e inspirar felicidad. Si te gustó esta fragancia, te invitamos a conocer todas nuestras variedades.|Limpieza|https://www.carrefour.com.ar/desodorante-de-ambiente-poett-alegra-tu-dia-360-ml/p|676644|44443|367.0|367.0
Suavizante concentrado Comfort cui esencial en botella 500 cc.|Comfort||Limpieza|https://www.carrefour.com.ar/suavizante-concentrado-comfort-cui-esencial-en-botella-500-cc------/p|714273|120595|948.0|948.0
Lavandina Ayudín anti-splash 1 l.|Ayudín|"La lavandina Ayudín Anti-Splash elimina el 99,9% de bacterias y virus, siendo a su vez efectiva contra el SARS CoV-2 ¡Con una innovadora fórmula que no salpica! Hará más fácil limpiar con lavandina, entregando una experiencia de uso superior. 
Ayudín elimina el 99.9% de hongos, virus y bacterias. En el baño, la cocina y en otras áreas de la casa, podemos encontrar superficies contaminadas. Por eso, se recomienda la desinfección de los pisos de la cocina, living, cuartos, baño, patio y balcón; la mesada, pileta y utensilios de cocina, artefactos del baño, las llaves de las canillas, el botón de descarga del inodoro y las manijas de todas las puertas de la casa. 
Cuando realmente importa confia en Ayudin.
• ¡No salpica!
• La lavandina Ayudín Anti-Splash hará más fácil limpiar con lavandina, entregando una experiencia superior.
• Efectivo contra Sars-CoV-2
• Elimina el 99,9% de bacterias y virus
• Ideal para uso directo
• Rápido y fácil de usar
• Control y precisión al aplicar"|Limpieza|https://www.carrefour.com.ar/lavandina-ayudin-anti-splash-1-l/p|673768|37937|227.5|227.5
Detergente para lavavajilla Ala ultra limón repuesto 450 cc.|Ala|Detergente Ala Ultra Limón, es un lavavajillas concentrado que actúa sobre la suciedad y la grasa que contienen tus platos. Este logra un desangrase total brindando una mayor limpieza y brillo gracias a su fórmula que remueve la grasa difícil garantizando un máximo rendimiento en tu lavaplatos. Además, su suave aroma a limón ayuda a eliminar el olor a comida en toda la vajilla, entregando mayor frescura a la hora de lavar los platos. El detergente Ala Limón resulta un artículo de limpieza fundamental, ya que posee activos que entregan un mayor rendimiento a la hora de lavar. Con este formato de recarga de Ala Limón podés obtener el rendimiento que buscás al precio que necesitas, ahorrando hasta un 20% en tu compra, para que puedas lavar muchos más platos. Si disfrutaste de una comida un poco aceitosa o grasosa, sin dudas los productos de limpieza Ala te van a salvar. Ala es la marca número uno en detergentes en Argentina, con muchos años de experiencia y trayectoria. ¡Probá y descubrí todo el poder de Ala Limón y disfrutá de muchas más comidas en familia! Para un uso ideal del detergente lavavajillas Ala Limón, aplica el producto directamente sobre la esponja, o diluí una cucharada de detergente en tres litros de agua y ¡limpiá toda tu vajilla! ¡Y probá el lavavajilla desengrasante Ala Limón!|Limpieza|https://www.carrefour.com.ar/detergente-para-lavavajilla-ala-ultra-limon-repuesto-450-cc-696511/p|696511|89316|355.0|355.0
Mata cucarachas y aranas Baygon en aerosol 300 cc.|Genérico||Limpieza|https://www.carrefour.com.ar/mata-cucarachas-y-aranas-baygon-en-aerosol-300-cc-711065/p|711065|115542|451.0|451.0
Esponja de acero inoxidable Glow x 1 uni|Glow||Limpieza|https://www.carrefour.com.ar/esponja-de-acero-inoxidable-glow-x-1-uni-694597/p|694597|86845|200.0|200.0
Bolsas para residuos Asurín baño neutro 34x38cm x 30 u.|Asurín|"&lt;p&gt;Bolsas para res&amp;iacute;duos Asur&amp;iacute;n&amp;nbsp;&amp;reg;&amp;nbsp;&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;Caracter&amp;iacute;sticas&amp;nbsp;&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;&lt;/strong&gt;&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;- &lt;/strong&gt;Color : Blanco&amp;nbsp;&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;-&lt;/strong&gt; Medidas : 34 x 38 cm&amp;nbsp;&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;-&amp;nbsp;&lt;/strong&gt;Unidades : 30&amp;nbsp;&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;-&lt;/strong&gt; Elaboradas con polietileno de alta resistencia&lt;/p&gt;
&lt;p&gt;&lt;strong&gt;-&lt;/strong&gt; Ideales para mantener el ba&amp;ntilde;o de tu casa u oficina siempre limpio, fresco y perfumado.&lt;/p&gt;"|Limpieza|https://www.carrefour.com.ar/bolsas-para-residuos-asurin-bano-neutro-34x38cm-x-30-u/p|425379|533|520.0|520.0
Limpiador líquido Procenex pisos pino 1.8 l.|Procenex|Procenex Pino limpia profundamente las distintas superficies de tu hogar dejando un agradable aroma. Su fragancia están desarrolladas por las mejores casas perfumistas. Es ideal para pisos, azulejos, superficies lavables de la cocina, áreas de mascotas, basureros y superficies lavables del baño.|Limpieza|https://www.carrefour.com.ar/limpiador-liquido-procenex-pisos-pino-18-l-584287/p|584287|5652|455.0|455.0
Limpiador multisuperficies y electrónicos Blem floral aerosol 360 ml.|Blem|"Blem Multisuperficies es un limpiador para todo el hogar con PH Balanceado, diseñado para hacer frente a la suciedad pero lo suficientemente suave para el uso diario. Nuestra fórmula limpia suavemente la mayoría de las superficies eliminando el polvo y la suciedad sin dañarlas, ni dejando rayas o residuos frustrantes.
 ¿Sobre qué superficies es posible aplicar el producto?
 Electronicos
 • Madera sellada
 • Madera Laminada
 • Vidrio
 • Espejos
 • Acero Inoxidable
 • Plasticos
 • Granito y Marmol Sellado
 
 Instrucciones de Uso:
 1) Agite
 2) Rocíe
 3) Limpie con un paño"|Limpieza|https://www.carrefour.com.ar/limpiador-multisuperficies-y-electronicos-blem-floral-aerosol-360-ml-688549/p|688549|81460|497.0|497.0
Rollo de cocina decorado Carrefour 50 paños x 3 uni|Carrefour|&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_servilletas.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;|Limpieza|https://www.carrefour.com.ar/rollo-de-cocina-decorado-carrefour-50-panos-x-3-uni/p|580703|26545|585.0|585.0
Suavizante para ropa Carrefour floral 900 cc.|Carrefour|&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_suavizante.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;|Limpieza|https://www.carrefour.com.ar/suavizante-para-ropa-carrefour-floral-900-cc/p|579734|10483|272.49|272.49
Limpiador líquido aromatizante Poett solo para tí 4 lts.|Poett|Los Limpiadores Multisuperficies Poett tienen fragancias intensas y duraderas y son ideales para una limpieza efectiva y fácil.|Limpieza|https://www.carrefour.com.ar/limpiador-liquido-aromatizante-poett-solo-para-ti-4-lts-673428/p|673428|39305|1010.0|1010.0
