producto|marca|descripcion|rubro|url_producto|mpn|sku|precio_bajo|precio_alto
Sopa de vegetales Knorr con letras 107.5 g.|Knorr|"La sopa de vegetales Knorr con letras, está hecha con vegetales deshidratados y sin conservantes. Esta sopa con fideos es la mejor opción para tus comidas en familia porque es rica, reconfortante y saludable. Preparar nuestra sopa deshidratada es muy fácil. Solo disolvés el contenido del sobre en 1,25 litros de agua fría (5 tazas aprox.), calentás a fuego moderado, revolviendo hasta que hierva. Luego dejás cocinando 8 minutos a fuego lento y... ¡Listo! 
Los ingredientes de la sopa de vegetales con Letras son:  zanahoria, tomate y espinaca.
En Knorr creemos que ingredientes de calidad traen los mejores sabores. Por eso establecemos el Compromiso Sustentable Knorr con nuestros agricultores. Nos permite asegurarnos de que nuestros cultivos reciban todos los cuidados necesarios, ofreciendo ingredientes sabrosos y cultivados sustentablemente para toda tu familia. Los beneficios de una agricultura sustentable están relacionados con el uso racional de los recursos naturales y su impacto en el medio ambiente. Esto significa una gran ventaja para la vida de las personas en general y el de nuestros agricultores en particular, cada vez que su actividad se desarrolla en relación directa con estos recursos tan preciados. Conocé nuestros sabores de sopa deshidratada Knorr: Sopa Knorr de Pollo con fideos, Sopa Knorr de Verduras con fideos caracolitos, Sopa Knorr de Verduras, Sopa Knorr de pollo con cabello de ángel, Sopa Knorr de Verduras con dedalitos integrales y... ¡Muchas más! Buscalas en www.knorr.com"|Almacen|https://www.carrefour.com.ar/sopa-de-vegetales-knorr-con-letras-1075-g-695107/p|695107|88149|219.75|219.75
Polvo para hornear La Parmesana sobre 50 g.|La Parmesana||Almacen|https://www.carrefour.com.ar/polvo-para-hornear-la-parmesana-sobre-50-g/p|406993|21569|124.8|124.8
Jardinera de horaliza y legumbres Carrefour 300 g.|Carrefour||Almacen|https://www.carrefour.com.ar/jardinera-de-horaliza-y-legumbres-carrefour-300-g-696086/p|696086|89162|159.36|159.36
Puré de tomate Doña Pupa tetra 520 g.|Doña Pupa||Almacen|https://www.carrefour.com.ar/pure-de-tomate-dona-pupa-tetra-520-g/p|678744|47661|191.2|191.2
Mayonesa Hellmann&apos;s regular doy pack 237 g.|Hellmanns||Almacen|https://www.carrefour.com.ar/mayonesa-hellmann-s-regular-doy-pack-237-g-694754/p|694754|87801|223.0|223.0
Fideos fettuccini Matarazzo nido 500 g.|Matarazzo||Almacen|https://www.carrefour.com.ar/fideos-fettuccini-matarazzo-nido-500-g/p|568969|4042|417.0|417.0
Pimienta negra Alicante en grano sobre 25 g.|Alicante||Almacen|https://www.carrefour.com.ar/pimienta-negra-alicante-en-grano-sobre-25-g/p|686565|78087|152.5|152.5
Atún en aceite lomitos Carrefour lata 354 g.|Carrefour|&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_atun.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;|Almacen|https://www.carrefour.com.ar/atun-en-aceite-lomitos-carrefour-lata-354-g/p|304850|12497|670.0|670.0
Postre Exquisita de vainilla 80 g.|Ilolay||Almacen|https://www.carrefour.com.ar/postre-exquisita-de-vainilla-80-g-697199/p|697199|90245|158.0|158.0
Palitos salados con queso Pehuamar bolsa 90 g.|Pehuamar||Almacen|https://www.carrefour.com.ar/palitos-salados-con-queso-pehuamar-bolsa-90-g/p|676521|44306|205.92|205.92
Fideos tallarines integrales Molto 500 g.|Molto||Almacen|https://www.carrefour.com.ar/fideos-tallarines-integrales-molto-500-g-702846/p|702846|98856|238.5|238.5
Fideos spaghetti Lucchetti 500 g.|Lucchetti||Almacen|https://www.carrefour.com.ar/fideos-spaghetti-lucchetti-500-g-718796/p|718796|140536|268.5|268.5
Salsa queso cheddar Adler doypack 250 g.|Adler||Almacen|https://www.carrefour.com.ar/salsa-queso-cheddar-adler-doypack-250-g-697269/p|697269|91071|641.0|641.0
Condimento Alicante arroz sobre 25 g.|Alicante||Almacen|https://www.carrefour.com.ar/condimento-alicante-arroz-sobre-25-g/p|685584|74053|135.0|135.0
Curry 50 g.|Genérico||Almacen|https://www.carrefour.com.ar/curry-50-g/p|402717|8162|140.0|140.0
Bizcochuelo Águila vainilla 540 g.|Águila||Almacen|https://www.carrefour.com.ar/bizcochuelo-aguila-vainilla-540-g-699548-699548/p|699548|95917|428.41|428.41
Condimento sabor al horno Knorr tipo criollo 21 g.|Knorr|Condimento Sabor al horno Knorr Tipo Criollo es la mejor forma de darle sabor a tus comidas. Ideal para personas que buscan practicidad y eficacia a la hora de cocinar, Knorr les brinda todo el sabor en un producto que es fácil de usar y que le da la diferencia a tus comidas. Platos jugosos y dorados sin ensuciar tu horno. En Knorr creemos que ingredientes de calidad traen los mejores sabores. Por eso estamos estableciendo el Compromiso Sustentable Knorr con nuestros agricultores, para asegurarnos que nuestros cultivos reciban todos los cuidados necesarios, ofreciendo ingredientes sabrosos y cultivados sustentablemente para toda tu familia. En Knorr se promueve una alimentación rica y variada que estimule mejores hábitos a la hora de cocinar y comer, que impacte positivamente en el bienestar de las personas y contribuya a un futuro más sostenible. ¡Comé más variado y rico con Knorr! MODO DE PREPARACIÓN 1- Siempre colocar las bolsas para el horno sobre una fuente. Luego, Agregar la carne y los saborizantes Knorr. 2- Mezclar, la carne con el condimento y cerrar la bolsa con el precinto. 3- Precalentar horno a temperatura media y hornear por 60 minutos o hasta que esté dorado. Retirar del horno y cortar la bolsa teniendo cuidado con el vapor. Disfruta una deliciosa carne al horno. 4- Para más dorado, cortá la bolsa a los 50 minutos y dejar por 10 minutos más. Si preferís, también podes mezclar el saborizante con el tipo de carne aparte, colocarlo en la bolsa, cerrar y llevar al horno.|Almacen|https://www.carrefour.com.ar/condimento-sabor-al-horno-knorr-tipo-criollo-21-g-682686/p|682686|59256|137.25|137.25
Sal entrefina Celusal parrilla paquete 1 kg.|Celusal||Almacen|https://www.carrefour.com.ar/sal-entrefina-celusal-parrilla-paquete-1-kg/p|72538|3453|266.0|266.0
Puré de papas Maggi cremoso original 200 g.|Maggi||Almacen|https://www.carrefour.com.ar/pure-de-papas-maggi-cremoso-original-200-g-710600/p|710600|114792|547.0|547.0
Aceto balsámico Casalta tipo reducción 400 cc.|Casalta|El Aceto tipo Reducción se caracteriza por su delicada textura espesa, con mayor consistencia, de sabor agridulce y suave aroma.|Almacen|https://www.carrefour.com.ar/aceto-balsamico-casalta-tipo-reduccion-400-cc/p|468920|24602|1315.0|1315.0
Flan dulce de leche Exquisita sobre 40 g.|Exquisita||Almacen|https://www.carrefour.com.ar/flan-dulce-de-leche-exquisita-sobre-40-g/p|684244|71312|101.0|101.0
Harina de trigo Tassara tipo 000 1 kg.|Tassara||Almacen|https://www.carrefour.com.ar/harina-de-trigo-tassara-tipo-000-1-kg-703208/p|703208|98485|156.19|156.19
Bizcochuelo Favorita vainilla 450 g.|Favorita||Almacen|https://www.carrefour.com.ar/bizcochuelo-favorita-vainilla-450-g-694568/p|694568|86765|247.0|247.0
Mayonesa light Hellmanns dp 237 g.|Hellmanns||Almacen|https://www.carrefour.com.ar/mayonesa-light-hellmanns-dp-237-g-714824/p|714824|121494|215.0|215.0
Papas fritas Pringles sabor original 124 g.|Pringles||Almacen|https://www.carrefour.com.ar/papas-fritas-pringles-sabor-original-124-g/p|714199|120441|915.0|915.0
Salsa pomarola Cica tradicional doy pack 340 g.|Cica||Almacen|https://www.carrefour.com.ar/salsa-pomarola-cica-tradicional-doy-pack-340-g-715273/p|715273|122111|185.0|185.0
Harina de trigo Pureza con levadura pan casero 1 kg.|Pureza||Almacen|https://www.carrefour.com.ar/harina-de-trigo-pureza-con-levadura-pan-casero-1-kg/p|555064|22181|316.02|316.02
Sopa Knorr quick sabor vegetales 5 uni|Knorr||Almacen|https://www.carrefour.com.ar/sopa-knorr-quick-sabor-vegetales-5-uni-715290/p|715290|122381|299.0|299.0
Ketchup Heinz 190 g.|Heinz||Almacen|https://www.carrefour.com.ar/ketchup-heinz-190-g/p|652094|22942|349.0|349.0
Saborizador finas hierbas Alicante sobre x 4 uni|Alicante||Almacen|https://www.carrefour.com.ar/saborizador-finas-hierbas-alicante-sobre-x-4-uni/p|683971|61544|207.0|207.0
Palitos salados Slices cheddar 120 g.|Slices||Almacen|https://www.carrefour.com.ar/palitos-salados-slices-cheddar-120-g-692026/p|692026|84898|228.5|228.5
Aceto balsámico Dos Anclas 250 cc.|Dos Anclas||Almacen|https://www.carrefour.com.ar/aceto-balsamico-dos-anclas-250-cc-29047/p|520867|3682|389.0|389.0
Arvejas secas remojadas Inalpa sin sal vida 300 g.|Inalpa||Almacen|https://www.carrefour.com.ar/arvejas-secas-remojadas-inalpa-sin-sal-vida-300-g-699033/p|699033|93800|133.2|133.2
Salsa de soja La parmesana reduccion 300 g.|Genérico||Almacen|https://www.carrefour.com.ar/salsa-de-soja-la-parmesana-reduccion-300-g-712249/p|712249|117953|360.92|360.92
Fideos con salsa brocoli y espinaca Box 64 g.|Box||Almacen|https://www.carrefour.com.ar/fideos-con-salsa-brocoli-y-espinaca-box-64-g/p|636176|6713|269.0|269.0
Sal entrefina Carrefour bolsa 1 kg.|Carrefour||Almacen|https://www.carrefour.com.ar/sal-entrefina-carrefour-bolsa-1-kg/p|575029|22773|190.0|190.0
Maíz pisingallo La Abadía bolsa 400 g.|La Abadía||Almacen|https://www.carrefour.com.ar/maiz-pisingallo-la-abadia-bolsa-400-g/p|676661|43032|228.5|228.5
Salsa pomarola Marolio 200 g.|Genérico||Almacen|https://www.carrefour.com.ar/salsa-pomarola-marolio-200-g-712619/p|712619|118070|141.2|141.2
Saborizador champignón hongos Alicante sobre x 4 uni|Alicante||Almacen|https://www.carrefour.com.ar/saborizador-champignon-hongos-alicante-sobre-x-4-uni/p|683973|61512|207.0|207.0
Avena tradicional Quaker fortificada 550 g.|Quaker||Almacen|https://www.carrefour.com.ar/avena-tradicional-quaker-fortificada-550-g-713023/p|713023|118775|680.0|680.0
Mayonesa Mayoliva Natura aceite de oliva 475 g.|Natura||Almacen|https://www.carrefour.com.ar/mayonesa-mayoliva-natura-aceite-de-oliva-475-g/p|412101|4265|558.0|558.0
Papas fritas Krachitos tradicional 270 g.|Krachitos||Almacen|https://www.carrefour.com.ar/papas-fritas-krachitos-tradicional-270-g-717245/p|717245|131205|737.0|737.0
Ketchup Natura 500 cc.|Natura||Almacen|https://www.carrefour.com.ar/ketchup-natura-500-cc/p|648766|11270|427.0|427.0
Lomitos de atún Carrefour al natural 3 x 80 g.|Carrefour|&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_atun.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;|Almacen|https://www.carrefour.com.ar/lomitos-de-atun-carrefour-al-natural-3-x-80-g/p|481094|16415|617.0|617.0
Papas fritas Slices corte americano 65 g.|Slices||Almacen|https://www.carrefour.com.ar/papas-fritas-slices-corte-americano-65-g-692020/p|692020|84931|193.0|193.0
Porotos alubia La Abadía bolsa 400 g.|La Abadía||Almacen|https://www.carrefour.com.ar/porotos-alubia-la-abadia-bolsa-400-g/p|676662|43144|265.0|265.0
Saborizador verdura Alicante sobre x 4 uni|Alicante||Almacen|https://www.carrefour.com.ar/saborizador-verdura-alicante-sobre-x-4-uni/p|683969|61496|185.5|185.5
Mayonesa Dánica fiesta doy pack 1 kg.|Dánica||Almacen|https://www.carrefour.com.ar/mayonesa-danica-fiesta-doy-pack-1-kg/p|679237|49658|533.0|533.0
Gelatina naranja hibridizada Exquisita 40 g.|Exquisita||Almacen|https://www.carrefour.com.ar/gelatina-naranja-hibridizada-exquisita-40-g/p|682163|56863|153.62|153.62
Sopa de vegetales Knorr con caracolitos verdes 80 g.|Knorr|"La sopa de vegetales Knorr caracolitos verdes, está hecha con vegetales deshidratados y sin conservantes. Esta sopa con fideos es la mejor opción para tus comidas en familia porque es rica, reconfortante y saludable. Preparar nuestra sopa deshidratada es muy fácil. Solo disolvés el contenido del sobre en 1,25 litros de agua fría (5 tazas aprox.), calentás a fuego moderado, revolviendo hasta que hierva. Luego dejás cocinando 8 minutos a fuego lento y... ¡Listo! 
Los ingredientes de la sopa Knorr Caracolitos verdes son: espinaca, puerro y pimienta negra.
En Knorr creemos que ingredientes de calidad traen los mejores sabores. Por eso establecemos el Compromiso Sustentable Knorr con nuestros agricultores. Nos permite asegurarnos de que nuestros cultivos reciban todos los cuidados necesarios, ofreciendo ingredientes sabrosos y cultivados sustentablemente para toda tu familia. Los beneficios de una agricultura sustentable están relacionados con el uso racional de los recursos naturales y su impacto en el medio ambiente. Esto significa una gran ventaja para la vida de las personas en general y el de nuestros agricultores en particular, cada vez que su actividad se desarrolla en relación directa con estos recursos tan preciados. Conocé nuestros sabores de sopa deshidratada Knorr: Sopa Knorr de Pollo con fideos, Sopa Knorr de Verduras con fideos letras, Sopa Knorr de Verduras, Sopa Knorr de vegetales con caracolitos, Sopa Knorr Amaranto y... ¡Muchas más! Buscalas en www.knorr.com"|Almacen|https://www.carrefour.com.ar/sopa-de-vegetales-knorr-con-caracolitos-verdes-80-g-694546/p|694546|86816|176.62|176.62
Mayonesa Dánica doy pack 250 cc.|Dánica||Almacen|https://www.carrefour.com.ar/mayonesa-danica-doy-pack-250-cc/p|74639|82625|156.0|156.0
Mayonesa equilibrio Dr. Cormillot Dánica 500 g.|Dánica||Almacen|https://www.carrefour.com.ar/mayonesa-equilibrio-dr-cormillot-danica-500-g/p|684004|61559|307.0|307.0
Snacks de arroz Dos Hermanos jamón 80 g.|Dos Hermanos||Almacen|https://www.carrefour.com.ar/snacks-de-arroz-dos-hermanos-jamon-80-g/p|585535|4704|219.5|219.5
Sal gruesa Celusal 500 g.|Celusal||Almacen|https://www.carrefour.com.ar/sal-gruesa-celusal-500-g/p|654848|11301|149.5|149.5
Puré de papas instantáneo Carrefour 4 quesos 100 g.|Carrefour|&lt;img src=&quot;https://contenidos.carrefour.com.ar/carrefourproductos/contenidocrf/Cenefas_pure_papas.jpg&quot; alt=&quot;Imagen Samsung&quot; style=&quot;width:100%; display:block; margin: 20px auto 20px&quot;/&gt;|Almacen|https://www.carrefour.com.ar/pure-de-papas-instantaneo-carrefour-4-quesos-100-g/p|633588|6215|379.0|379.0
Postre Serenito vainilla wau en pote 100 g.|Serenito||Almacen|https://www.carrefour.com.ar/postre-serenito-vainilla-wau-en-pote-100-g-716089/p|716089|127200|213.33|213.33
Fideos spaguetti Molto 500 g.|Molto||Almacen|https://www.carrefour.com.ar/fideos-spaguetti-molto-500-g/p|661398|14781|206.5|206.5
Palitos rueditas Pep bolsa 74 g.|Pep||Almacen|https://www.carrefour.com.ar/palitos-rueditas-pep-bolsa-74-g/p|676530|43994|262.0|262.0
Comino molido Alicante sobre 25 g.|Alicante||Almacen|https://www.carrefour.com.ar/comino-molido-alicante-sobre-25-g-692774/p|692774|85266|170.0|170.0
Lentejas secas Carrefour 400 g.|Carrefour||Almacen|https://www.carrefour.com.ar/lentejas-secas-carrefour-400-g/p|575678|31296|517.08|517.08
Fideos guiseros moños Don Vicente bolsa 500 g.|Don Vicente||Almacen|https://www.carrefour.com.ar/fideos-guiseros-monos-don-vicente-bolsa-500-g/p|552616|60233|368.0|368.0
Postre Exquisita de chocolate 80 g.|Exquisita||Almacen|https://www.carrefour.com.ar/postre-exquisita-de-chocolate-80-g-697198/p|697198|90350|157.5|157.5
Aceitunas verdes Nucete 100 g.|Nucete||Almacen|https://www.carrefour.com.ar/aceitunas-verdes-nucete-100-g/p|153872|3193|145.0|145.0
Fideos con salsa bolognesa Box 64 g.|Box||Almacen|https://www.carrefour.com.ar/fideos-con-salsa-bolognesa-box-64-g/p|636175|10802|263.0|263.0
Jugo de limón Silva línea gourmet 960 cc.|Silva||Almacen|https://www.carrefour.com.ar/jugo-de-limon-silva-linea-gourmet-960-cc/p|678532|49173|282.0|282.0
Premezcla para carne picada Knorr rinde más 3 en 1 - 140 g|Knorr|"Premezcla para carne picada Knorr Rinde Más 3 en 1 es la solución completa para las comidas con carne picada y el aliado perfecto a la hora de cocinar. ¿Por qué 3 en 1? Porque Knorr Rinde Más 3 en 1 tiene 3 beneficios en un solo producto. Hace tus comidas: 
- Más rendidoras: la proteína texturizada de soja y el rebozador aportan volumen, logrando que tus comidas rindan hasta un 50% más. 
- Más prácticas: con cebolla, ajo y perejil, usando Knorr Rinde Más 3 en 1 no necesitás sumar ingredientes extra que implican un proceso adicional (ej. cortar, pelar, etc.) y un costo extra. 
- Más ricas: tus platos van a quedar deliciosos, con todo el sabor de Knorr. Al incluir especias, condimentos y resaltadores de sabor, se logra una preparación final más sabrosa comparado con la carne picada sin este producto. 
Garantía de sabor y abundancia. Este producto está hecho con proteína de soja y vegetales deshidratados: cebolla, ajo y perejil. Hacé tus comidas más rendidoras, más prácticas, y más ricas con el nuevo producto de Knorr. 
Knorr Rinde Más 3 en 1 es una propuesta que busca ayudar a los consumidores a incluir más carne en su menú semanal y a facilitarle su preparación.
&lt;style&gt; .iframeMobile{margin-top: 15px;} @media only screen and (max-width: 639px){.iframeMobile{height: 1400px !important;}} &lt;/style&gt;

&lt;iframe frameborder=&quot;0&quot; style=&quot;height: 1700px; overflow: auto; width: 100%; border: none;&quot; src=&quot;https://urldefense.com/v3/__https://www.promounilever.com/knorr-3-en-1/index.html__;!!FV2k9Gfstw!XpnFPTO9dS65XlHNHFx4eAyt34XbL9UtBIUG9Ondb9aEDeEny-6dVa1ktJTO2YPy_druAUs7-A$&quot; marginheight=&quot;1&quot; marginwidth=&quot;1&quot; name=&quot;cboxmain&quot; id=&quot;cboxmain&quot; class=&quot;iframeMobile&quot; seamless=&quot;seamless&quot; scrolling=&quot;no&quot; frameborder=&quot;0&quot; allowtransparency=&quot;true&quot;&gt;&lt;/iframe&gt;"|Almacen|https://www.carrefour.com.ar/premezcla-para-carne-picada-knorr-3-en-1-140-g/p|682689|59215|171.0|171.0
Pimienta blanca molida 50 g.|Genérico||Almacen|https://www.carrefour.com.ar/pimienta-blanca-molida-50-g/p|402727|8839|290.0|290.0
Fideos mostacholes liso Molto 500 g.|Molto||Almacen|https://www.carrefour.com.ar/fideos-mostacholes-liso-molto-500-g/p|661393|15843|206.5|206.5
Risotto primavera Gallo caja 240 g.|Gallo||Almacen|https://www.carrefour.com.ar/risotto-primavera-gallo-caja-240-g/p|658277|19062|532.0|532.0
Lentejas Don Elio bolsa 400 g.|Don Elio||Almacen|https://www.carrefour.com.ar/lentejas-don-elio-bolsa-400-g/p|531075|14935|804.0|804.0
Lentejones Olinto bolsa 400 g.|Olinto||Almacen|https://www.carrefour.com.ar/lentejones-olinto-bolsa-400-g/p|531035|19154|757.0|757.0
Lentejones secos 500 g.|Genérico||Almacen|https://www.carrefour.com.ar/lentejones-secos-500-g/p|496090|9717|600.0|600.0
Capelletini Giacomo carne bolsa 250 g.|Giacomo||Almacen|https://www.carrefour.com.ar/capelletini-giacomo-carne-bolsa-250-g/p|685136|73350|464.0|464.0
Lasagna Matarazzo precocida 400 g.|Matarazzo||Almacen|https://www.carrefour.com.ar/lasagna-matarazzo-precocida-400-g-686923/p|686923|79387|535.0|535.0
Pimentón extra La Parmesana 25 g.|La Parmesana||Almacen|https://www.carrefour.com.ar/pimenton-extra-la-parmesana-25-g/p|674059|39542|87.4|87.4
Harina de trigo 000 Pureza 1 kg.|Pureza||Almacen|https://www.carrefour.com.ar/harina-de-trigo-000-pureza-1-kg/p|548810|20631|163.3|163.3
Fideos mostacholes N51 Matarazzo rayado 500 g.|Matarazzo||Almacen|https://www.carrefour.com.ar/fideos-mostacholes-n51-matarazzo-rayado-500-g-718801/p|718801|140565|309.0|309.0
Papas fritas Pringles sabor crema y cebolla 124 g.|Pringles||Almacen|https://www.carrefour.com.ar/papas-fritas-pringles-sabor-crema-y-cebolla-124-g/p|714200|120440|915.0|915.0
Mayonesa BC La Campagnola light 250 g.|La Campagnola||Almacen|https://www.carrefour.com.ar/mayonesa-bc-la-campagnola-light-250-g-697813/p|697813|92129|233.0|233.0
Fideos municiones Terrabusi 500 g.|Terrabusi||Almacen|https://www.carrefour.com.ar/fideos-municiones-terrabusi-500-g/p|532121|20265|175.5|175.5
Gelatina sin sabor Royal 14 g.|Royal|Encontrá en Royal la mejor opción para preparar recetas como más te guste: en porciones individuales, con frutas, postres, o como vos elijas ¡Es muy fácil! Conocé nuestra amplia variedad de sabores en su versión clásica o baja en calorías y disfrutá de algo rico, refrescante y con mucho sabor a fruta.|Almacen|https://www.carrefour.com.ar/gelatina-sin-sabor-royal-14-g-662143/p|662143|16905|134.5|134.5
Papas fritas Lays clásicas bolsa 94 g.|Lays||Almacen|https://www.carrefour.com.ar/papas-fritas-lays-clasicas-bolsa-94-g/p|674649|40451|479.0|479.0
Salsa golf Hellmanns doy pack 250 g.|Hellmanns||Almacen|https://www.carrefour.com.ar/salsa-golf-hellmanns-doy-pack-250-g-710576/p|710576|114783|294.0|294.0
Sopa crema Knorr cebolla tostada 65 g.|Knorr||Almacen|https://www.carrefour.com.ar/sopa-crema-knorr-cebolla-tostada-65-g-695113/p|695113|88218|202.12|202.12
Saborizador carne Alicante sobre x 4 uni|Alicante||Almacen|https://www.carrefour.com.ar/saborizador-carne-alicante-sobre-x-4-uni/p|683967|61533|185.5|185.5
Palitos salados Slices jamón serrano 120 g.|Slices||Almacen|https://www.carrefour.com.ar/palitos-salados-slices-jamon-serrano-120-g-692027/p|692027|84910|233.0|233.0
Papas fritas acanaladas Pehuamar bolsa 140 g.|Pehuamar||Almacen|https://www.carrefour.com.ar/papas-fritas-acanaladas-pehuamar-bolsa-140-g/p|676513|44658|400.0|400.0
Mayonesa Heinz light con jugo de limón 350 g.|Heinz||Almacen|https://www.carrefour.com.ar/mayonesa-heinz-light-con-jugo-de-limon-350-g-19920/p|654657|19920|530.0|530.0
Almidón de maíz 500 g.|Genérico||Almacen|https://www.carrefour.com.ar/almidon-de-maiz-500-g/p|572795|24304|190.0|190.0
Maní pelado tostado sin sal Croppers 100 g.|Croppers||Almacen|https://www.carrefour.com.ar/mani-pelado-tostado-sin-sal-croppers-100-g/p|677454|43466|169.5|169.5
Salsa lista pomarola Knorr 340 g|Knorr||Almacen|https://www.carrefour.com.ar/salsa-lista-pomarola-knorr-340-g/p|670228|27723|166.5|166.5
Papas fritas Slices jamón serrano 250 g.|Slices||Almacen|https://www.carrefour.com.ar/papas-fritas-slices-jamon-serrano-250-g-692024/p|692024|84846|648.0|648.0
Sal fina Celusal 100 g.|Celusal||Almacen|https://www.carrefour.com.ar/sal-fina-celusal-100-g/p|237309|4541|252.0|252.0
Ajo en polvo Pergola 25 g. sin TACC|Pergola|Si creés que podés ser celíaco/a, consultá a tu médico/a. Si tu diagnóstico es la celiaquía, llevá una dieta libre de gluten.|Almacen|https://www.carrefour.com.ar/ajo-en-polvo-pergola-25-g-sin-tacc/p|649787|11692|127.5|127.5
Fideos tirabuzones Don Vicente 500 g.|Don Vicente||Almacen|https://www.carrefour.com.ar/fideos-tirabuzones-don-vicente-500-g/p|552610|46913|441.0|441.0
Aceto Lira pet 250 cc.|Lira||Almacen|https://www.carrefour.com.ar/aceto-lira-pet-250-cc-700862/p|700862|97451|456.0|456.0
Gelatina durazno hibridizada Exquisita 40 g.|Exquisita||Almacen|https://www.carrefour.com.ar/gelatina-durazno-hibridizada-exquisita-40-g/p|682162|56890|153.62|153.62
Fideos spaguetti integrales Molto 500 g.|Molto||Almacen|https://www.carrefour.com.ar/fideos-spaguetti-integrales-molto-500-g-702845/p|702845|98774|238.5|238.5
Fideos spaguetti rojo Carrefour en bolsa 500 g.|Carrefour||Almacen|https://www.carrefour.com.ar/fideos-spaguetti-rojo-carrefour-en-bolsa-500-g-692155/p|692155|85035|161.0|161.0
Salsa de soja La parmesana glaze teriyaki 300 g.|Genérico||Almacen|https://www.carrefour.com.ar/salsa-de-soja-la-parmesana-glaze-teriyaki-300-g-712250/p|712250|117957|360.92|360.92
Sopa de pollo Knorr con cabello de ángel 105.6 g.|Knorr|"La sopa  de pollo con cabello de ángel, está hecha con vegetales deshidratados y sin conservantes. Esta sopa con fideos es la mejor opción para tus comidas en familia porque es rica, reconfortante y saludable. Preparar nuestra sopa deshidratada es muy fácil. Solo disolvés el contenido del sobre en 1,25 litros de agua fría (5 tazas aprox.), calentás a fuego moderado, revolviendo hasta que hierva. Luego dejás cocinando 8 minutos a fuego lento y... ¡Listo! 
Los ingredientes de la sopa de Pollo con Cabello de Angel son: zanahoria, perejil y ajo.
En Knorr creemos que ingredientes de calidad traen los mejores sabores. Por eso establecemos el Compromiso Sustentable Knorr con nuestros agricultores. Nos permite asegurarnos de que nuestros cultivos reciban todos los cuidados necesarios, ofreciendo ingredientes sabrosos y cultivados sustentablemente para toda tu familia. Los beneficios de una agricultura sustentable están relacionados con el uso racional de los recursos naturales y su impacto en el medio ambiente. Esto significa una gran ventaja para la vida de las personas en general y el de nuestros agricultores en particular, cada vez que su actividad se desarrolla en relación directa con estos recursos tan preciados. Conocé nuestros sabores de sopa deshidratada Knorr: Sopa Knorr de Pollo con fideos, Sopa Knorr de Verduras con fideos letras, Sopa Knorr de Verduras, Sopa Knorr de vegetales con caracolitos, Sopa Knorr de Verduras con dedalitos integrales y... ¡Muchas más! Buscalas en www.knorr.com"|Almacen|https://www.carrefour.com.ar/sopa-de-pollo-knorr-con-cabello-de-angel-1056-g-695106/p|695106|88273|219.75|219.75
Salsa caesar Dos Anclas sin TACC dos anclas botella 350 g.|Dos Anclas||Almacen|https://www.carrefour.com.ar/salsa-caesar-dos-anclas-sin-tacc-dos-anclas-botella-350-g-695907/p|695907|89255|667.0|667.0
Tomate triturado Vigente tetra 500 g.|Vigente||Almacen|https://www.carrefour.com.ar/tomate-triturado-vigente-tetra-500-g-700892/p|700892|97623|179.8|179.8
Vinagre de alcohol Casalta clásica 500 cc.|Casalta||Almacen|https://www.carrefour.com.ar/vinagre-de-alcohol-casalta-clasica-500-cc/p|468944|18542|140.0|140.0
Sopa Knorr quick sabor zapallo 5 uni|Knorr||Almacen|https://www.carrefour.com.ar/sopa-knorr-quick-sabor-zapallo-5-uni-715287/p|715287|122375|299.0|299.0
Mayonesa Heinz limón 200 g.|Heinz||Almacen|https://www.carrefour.com.ar/mayonesa-heinz-limon-200-g/p|631512|13009|231.5|231.5
Jamón del diablo Swift lata 88 g.|Swift||Almacen|https://www.carrefour.com.ar/jamon-del-diablo-swift-lata-88-g/p|83226|71244|221.82|221.82
Premezcla para tortas fritas Lucchetti 500 g.|Lucchetti||Almacen|https://www.carrefour.com.ar/premezcla-para-tortas-fritas-lucchetti-500-g/p|581449|23253|279.0|279.0
Pimentón ahumado La parmesana 25 g.|La Parmesana||Almacen|https://www.carrefour.com.ar/pimenton-ahumado-la-parmesana-25-g-707109/p|707109|105643|152.9|152.9
Pimienta negra molida 50 g.|Genérico||Almacen|https://www.carrefour.com.ar/pimienta-negra-molida-50-g/p|402729|10378|270.0|270.0
Papas fritas Carrefour sabor jamón serrano 65 g.|Carrefour||Almacen|https://www.carrefour.com.ar/papas-fritas-carrefour-sabor-jamon-serrano-65-g-717015/p|717015|130892|214.02|214.02
Aceitunas verdes Nucete descarozadas light 180 g.|Nucete||Almacen|https://www.carrefour.com.ar/aceitunas-verdes-nucete-descarozadas-light-180-g/p|173752|20086|500.0|500.0
Aceto balsámico Casalta clásico 400 cc.|Casalta|Aceto Casalta ideal para condimentar. Posee una acidez intensa característica de los acetos italianos seguido por un dulzor que inicia en la punta de la lengua y envuelve la totalidad de la boca.|Almacen|https://www.carrefour.com.ar/aceto-balsamico-casalta-clasico-400-cc/p|468896|23517|614.4|614.4
