producto,marca,descripcion,rubro,url_producto,imagen,mpn,sku,precio_bajo,precio_alto
Milanesa de peceto Novillito x kg.,Genérico,,Congelados,https://www.carrefour.com.ar/milanesa-de-peceto-novillito-x-kg-681258/p,https://carrefourar.vtexassets.com/arquivos/ids/266859/2506290000006_01.jpg?v=1771590234,681258,83960,1364.5,2729.0
Medallón de pollo Granja del sol 380 g.,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/medallon-de-pollo-granja-del-sol-380-g-716476/p,https://carrefourar.vtexassets.com/arquivos/ids/312537/7790070036131_01.jpg?v=1771605792,716476,126923,1085.0,1085.0
Medallón de carne Paty con cebolla 2 u.,Paty,,Congelados,https://www.carrefour.com.ar/medallon-de-carne-paty-con-cebolla-2-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176856/7790670051329_02.jpg?v=1771590179,637611,13407,613.23,613.23
Supremas de pollo Granja del Sol bolsa 360 g.,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/supremas-de-pollo-granja-del-sol-bolsa-360-g-717203/p,https://carrefourar.vtexassets.com/arquivos/ids/312512/7790070036063_01.jpg?v=1771605786,717203,131065,1600.0,1600.0
Nuggets Not chicken sticks 300 g.,NotCo,,Congelados,https://www.carrefour.com.ar/nuggets-not-chicken-sticks-300-g-709096/p,https://carrefourar.vtexassets.com/arquivos/ids/263206/7798342151261_01.jpg?v=1771593863,709096,107612,1075.0,1075.0
"Medallones de quinoa Nutree con lentejas, puerro y zanahoria 4 u.",Nutree,,Congelados,https://www.carrefour.com.ar/medallones-de-quinoa-nutree-con-lentejas-puerro-y-zanahoria-4-u/p,https://carrefourar.vtexassets.com/arquivos/ids/179400/76625216263_02.jpg?v=1771600756,644584,11643,774.0,774.0
Medallón de carne Paty con morrón asado 2 u.,Paty,,Congelados,https://www.carrefour.com.ar/medallon-de-carne-paty-con-morron-asado-2-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176858/7790670051336_02.jpg?v=1771589972,637610,13417,613.23,613.23
Papas Simplot extra crunch 700 g.,Simplot,,Congelados,https://www.carrefour.com.ar/papas-simplot-extra-crunch-700-g/p,https://carrefourar.vtexassets.com/arquivos/ids/180371/7798304851512_01_nuevopack.jpg?v=1771590221,663219,19202,720.0,720.0
Medallones de quinoa y espinaca Nutree 4 u.,Nutree,,Congelados,https://www.carrefour.com.ar/medallones-de-quinoa-y-espinaca-nutree-4-u/p,https://carrefourar.vtexassets.com/arquivos/ids/179406/76625216294_02.jpg?v=1771582606,644582,14180,774.0,774.0
Medallones de quinoa y brócoli Nutree 4 u.,Nutree,,Congelados,https://www.carrefour.com.ar/medallones-de-quinoa-y-brocoli-nutree-4-u/p,https://carrefourar.vtexassets.com/arquivos/ids/179404/76625216287_02.jpg?v=1771587042,644586,12394,774.0,774.0
Tabletas Freddo sin TACC dulce de leche 6 u.,Freddo,Tabletas Freddo dulce de leche 6 u.,Congelados,https://www.carrefour.com.ar/tabletas-freddo-sin-tacc-dulce-de-leche-6-u/p,https://carrefourar.vtexassets.com/arquivos/ids/177023/7798070860619_02.jpg?v=1771600307,658602,24451,1495.0,1495.0
Medallón NotChicken® burger 2 x 200 g.,NotCo,"La NotChicken® Burger es jugosa, extremadamente rica y mejor para el planeta! Está hecha a base de plantas, con el sabor y la textura del pollo.
No queríamos cambiar los alimentos que amás, así que cambiamos la forma de hacerlos. Nuestra NotChicken® Burger es apta para veganos.
Probala! WHY NOT?",Congelados,https://www.carrefour.com.ar/medallon-notchicken-burger-2-x-200-g-689837/p,https://carrefourar.vtexassets.com/arquivos/ids/240692/7798342150714_01.jpg?v=1771590155,689837,83397,1115.0,1115.0
Hamburguesa Paladini de cerdo 2 u.,Paladini,,Congelados,https://www.carrefour.com.ar/hamburguesa-paladini-de-cerdo-2-u/p,https://carrefourar.vtexassets.com/arquivos/ids/324507/7790079020803_E02.jpg?v=1771587987,617143,6159,491.0,491.0
Bocadito helado Chomp con almendras 180 g.,Chomp,Bocadito helado Chomp con almendras 180 g.,Congelados,https://www.carrefour.com.ar/bocadito-helado-chomp-con-almendras-180-g/p,https://carrefourar.vtexassets.com/arquivos/ids/275927/7613034790194_E02.jpg?v=1771590224,567360,17418,1150.0,1150.0
Bocadito helado Chomp de crema tofee 160 g.,Chomp,Bocadito helado Chomp de crema tofee 160 g.,Congelados,https://www.carrefour.com.ar/bocadito-helado-chomp-de-crema-tofee-160-g/p,https://carrefourar.vtexassets.com/arquivos/ids/275931/7613034789839_E02.jpg?v=1771590109,567363,19395,1165.0,1165.0
Milanesa de soja Granja de sol rellena espinaca y queso 380 g.,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/milanesa-de-soja-granja-de-sol-rellena-espinaca-y-queso-380-g-717210/p,https://carrefourar.vtexassets.com/arquivos/ids/312496/7790070036032_01.jpg?v=1771607233,717210,131068,1075.0,1075.0
Medallones de pollo Lucchetti en bolsa 280 g.,Lucchetti,,Congelados,https://www.carrefour.com.ar/medallones-de-pollo-lucchetti-en-bolsa-280-g-717201/p,https://carrefourar.vtexassets.com/arquivos/ids/312529/7790070036117_E01.jpg?v=1771592878,717201,131072,912.0,912.0
Hamburguesa de pollo gta 110 g.,Genérico,,Congelados,https://www.carrefour.com.ar/hamburguesa-de-pollo-gta-110-g/p,https://carrefourar.vtexassets.com/arquivos/ids/204879/7798016104548_02.jpg?v=1771590037,659286,14785,381.0,381.0
Medallon de merluza x kg.,Genérico,,Congelados,https://www.carrefour.com.ar/medallon-de-merluza-x-kg-697719/p,https://carrefourar.vtexassets.com/arquivos/ids/257296/2507230000001_02.jpg?v=1771609747,697719,92398,115.9,1159.0
Milanesas de cerdo congelada (bandeja) x kg.,Genérico,,Congelados,https://www.carrefour.com.ar/milanesas-de-cerdo-congelada-bandeja-x-kg-705590/p,https://carrefourar.vtexassets.com/arquivos/ids/254351/2507718000004_02.jpg?v=1771590351,705590,101769,1297.5,2595.0
"Helado Carrefour granizado, dulce de leche, cacao y banana split 1.5 kg.",Carrefour,"Helado Carrefour granizado, dulce de leche, cacao y banana split 1.5 kg.",Congelados,https://www.carrefour.com.ar/helado-carrefour-granizado-dulce-de-leche-cacao-y-banana-split-15-kg/p,https://carrefourar.vtexassets.com/arquivos/ids/177128/7798159716516_01.jpg?v=1771588008,575517,15009,1800.0,1800.0
Medallón premium NotBurger® flowpack 2 x 240 g.,NotCo,"El Medallón NotBurger® es jugoso, extremedamente rico y mejor para el planeta!
Está hecho a base de plantas con el sabor a carne que tanto te gusta!
No queríamos cambiar los alimentos que amás, así que cambiamos la forma de hacerlos. Nuestra línea NotBurger® es apta para veganos. Probala! WHY NOT?",Congelados,https://www.carrefour.com.ar/medallon-premium-notburger-flowpack-2-x-240-g-687566/p,https://carrefourar.vtexassets.com/arquivos/ids/240690/7798342150639_01.jpg?v=1771589876,687566,80476,990.0,990.0
Milanesa de soja Vegetalex espinaca 340 g.,Vegetalex,,Congelados,https://www.carrefour.com.ar/milanesa-de-soja-vegetalex-espinaca-340-g/p,https://carrefourar.vtexassets.com/arquivos/ids/179993/7790174000540_02_nuevopack.jpg?v=1771600790,571927,10202,485.0,485.0
Milanesa de cerdo premium Holis 500 g.,Holis,,Congelados,https://www.carrefour.com.ar/milanesa-de-cerdo-premium-holis-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/270337/7798183630130_02.jpg?v=1771589671,609814,4674,1140.0,1140.0
Medallones de quinoa Nutree con batata y curry 4 u.,Nutree,,Congelados,https://www.carrefour.com.ar/medallones-de-quinoa-nutree-con-batata-y-curry-4-u/p,https://carrefourar.vtexassets.com/arquivos/ids/179398/76625216256_02.jpg?v=1771600107,644579,13111,774.0,774.0
Bocaditos de espinaca rebozada prefritos 400 g.,Genérico,,Congelados,https://www.carrefour.com.ar/bocaditos-de-espinaca-rebozada-prefritos-400-g/p,https://carrefourar.vtexassets.com/arquivos/ids/205587/2610279000007_02.jpg?v=1771590133,667344,56173,887.0,887.0
Pizzeta congelada Sibarita mozzarella a la piedra 3 u.,Sibarita,,Congelados,https://www.carrefour.com.ar/pizzeta-congelada-sibarita-mozzarella-a-la-piedra-3-u/p,https://carrefourar.vtexassets.com/arquivos/ids/312759/7798070680156_E01.jpg?v=1771590348,369734,10663,2205.0,2205.0
Helado de palito Luxor Frigor bombón 5 x 53 g.,Frigor,Helado de palito Luxor Frigor bombón 5 x 53 g.,Congelados,https://www.carrefour.com.ar/helado-de-palito-luxor-frigor-bombon-5-x-53-g/p,https://carrefourar.vtexassets.com/arquivos/ids/275846/7613034793614_E02.jpg?v=1771590076,573900,29252,1031.03,1031.03
Hamburguesa supe gigante Unión Ganadera 280 g.,Unión Ganadera,,Congelados,https://www.carrefour.com.ar/hamburguesa-supe-gigante-union-ganadera-280-g/p,https://carrefourar.vtexassets.com/arquivos/ids/176873/7793281492536_02.jpg?v=1771597270,667153,19700,859.0,859.0
Mix de vegetales Granja Del Sol 400 g.,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/mix-de-vegetales-granja-del-sol-400-g/p,https://carrefourar.vtexassets.com/arquivos/ids/196592/7790070032959_01.jpg?v=1771589407,582427,17946,1080.0,1080.0
Hamburguesa Paty grande 4 u.,Paty,,Congelados,https://www.carrefour.com.ar/hamburguesa-paty-grande-4-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176822/7790670050605_02.jpg?v=1771589688,592187,15655,1570.0,1570.0
Pizza congelada Sibarita mozzarella a la piedra 680 g.,Sibarita,,Congelados,https://www.carrefour.com.ar/pizza-congelada-sibarita-mozzarella-a-la-piedra-680-g/p,https://carrefourar.vtexassets.com/arquivos/ids/312756/7797906001547_E01.jpg?v=1771604123,592948,9727,1715.0,1715.0
Pizza congelada Sibarita mozzarella a la piedra 2 x 470 g.,Sibarita,,Congelados,https://www.carrefour.com.ar/pizza-congelada-sibarita-mozzarella-a-la-piedra-2-x-470-g/p,https://carrefourar.vtexassets.com/arquivos/ids/312761/7798070680354_E01.jpg?v=1771604125,406740,10477,2595.0,2595.0
Hamburguesa de carne Paty x 2 uni,Paty,,Congelados,https://www.carrefour.com.ar/hamburguesa-de-carne-paty-x-2-uni-716829/p,https://carrefourar.vtexassets.com/arquivos/ids/308655/7790670052296_02.jpg?v=1771590134,716829,127171,553.0,553.0
Hamburguesa grandes de cancha Paty caja x 10 uni,Paty,,Congelados,https://www.carrefour.com.ar/hamburguesa-grandes-de-cancha-paty-caja-x-10-uni-705888/p,https://carrefourar.vtexassets.com/arquivos/ids/254626/7790670052265_02.jpg?v=1771593859,705888,101824,3425.0,3425.0
"Helado Carrefour chocolate, americana y frutilla 2 kg.",Carrefour,"Helado Carrefour chocolate, americana y frutilla 2 kg.",Congelados,https://www.carrefour.com.ar/helado-carrefour-chocolate-americana-y-frutilla-2-kg/p,https://carrefourar.vtexassets.com/arquivos/ids/177088/7798152220829_01.jpg?v=1771601057,466016,14542,2124.12,2124.12
"Helado Carrefour frutilla, vainilla y dulce de leche 1 kg.",Carrefour,"Helado Carrefour frutilla, vainilla y dulce de leche x kg.",Congelados,https://www.carrefour.com.ar/helado-carrefour-frutilla-vainilla-y-dulce-de-leche-1-kg/p,https://carrefourar.vtexassets.com/arquivos/ids/177087/7798152220812_01.jpg?v=1771589296,466014,14673,1123.44,1123.44
Helado Frigor dulce de leche vainilla chocolate balde 1 kg.,Frigor,,Congelados,https://www.carrefour.com.ar/helado-frigor-dulce-de-leche-vainilla-chocolate-balde-1-kg-687970/p,https://carrefourar.vtexassets.com/arquivos/ids/275893/7798304841063_E02.jpg?v=1771606443,687970,83530,1547.33,1547.33
Hamburguesa de cerdo Paladini bacon y cheddar 2 u.,Paladini,,Congelados,https://www.carrefour.com.ar/hamburguesa-de-cerdo-paladini-bacon-y-cheddar-2-u/p,https://carrefourar.vtexassets.com/arquivos/ids/324512/7790079021251_E02.jpg?v=1771609465,641270,7239,454.0,454.0
Bocadito helado Chomp frambuesa en pote x6 180 g.,Knorr,,Congelados,https://www.carrefour.com.ar/bocadito-helado-chomp-frambuesa-en-pote-x6-180-g-687972/p,https://carrefourar.vtexassets.com/arquivos/ids/274819/7798304841230_E02.jpg?v=1771589562,687972,82020,1175.0,1175.0
Nugget de pollo Granja del sol 400 g.,Granja Del Sol,,Congelados,https://www.carrefour.com.ar/nugget-de-pollo-granja-del-sol-400-g-717208/p,https://carrefourar.vtexassets.com/arquivos/ids/312371/7790070034410_01.jpg?v=1771599100,717208,131075,1655.0,1655.0
Medallón de carne Swift parrillero 4 u.,Swift,,Congelados,https://www.carrefour.com.ar/medallon-de-carne-swift-parrillero-4-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176799/7790360026682_02.jpg?v=1771589526,594348,15437,1061.27,1061.27
Frutillas congeladas Karinat doypack 300 g.,Karinat,,Congelados,https://www.carrefour.com.ar/frutillas-congeladas-karinat-doypack-300-g/p,https://carrefourar.vtexassets.com/arquivos/ids/239837/7798141132720_02.jpg?v=1771587081,674687,42942,1025.0,1025.0
Bocaditos de calabaza y mozzarella 400 g.,Genérico,,Congelados,https://www.carrefour.com.ar/bocaditos-de-calabaza-y-mozzarella-400-g/p,https://carrefourar.vtexassets.com/arquivos/ids/205586/2610278000008_02.jpg?v=1771589715,667343,56172,995.0,995.0
Helado de agua Torpedo palito de frutilla en caja 5 uni,Torpedo,,Congelados,https://www.carrefour.com.ar/helado-de-agua-torpedo-palito-de-frutilla-en-caja-5-uni-710710/p,https://carrefourar.vtexassets.com/arquivos/ids/275895/7798304841445_E02.jpg?v=1771590231,710710,114936,1065.0,1065.0
Medallones de quinoa nutree mix de hongos x 4 uni,Genérico,,Congelados,https://www.carrefour.com.ar/medallones-de-quinoa-nutree-mix-de-hongos-x-4-uni-695478/p,https://carrefourar.vtexassets.com/arquivos/ids/251480/758890938131_02.jpg?v=1771599167,695478,98912,774.0,774.0
Helado de dulce de leche Novelty pote 500 g. (Congelado),Novelty,,Congelados,https://www.carrefour.com.ar/helado-de-dulce-de-leche-novelty-pote-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/275897/7798304840677_E02.jpg?v=1771588743,670075,27345,980.0,980.0
Empanada de jamón y queso congelada 6 u.,Genérico,,Congelados,https://www.carrefour.com.ar/empanada-de-jamon-y-queso-congelada-6-u/p,https://carrefourar.vtexassets.com/arquivos/ids/188489/7798350190658_02.jpg?v=1771602328,661561,17497,1200.0,1200.0
Milanesa rebozada congelada (bandeja) x kg.,Genérico,,Congelados,https://www.carrefour.com.ar/milanesa-rebozada-congelada-bandeja-x-kg-705529/p,https://carrefourar.vtexassets.com/arquivos/ids/254349/2507715000007_01.jpg?v=1771605853,705529,101770,1562.5,3125.0
Mix de medallitos empanados prefritos 500 g.,Genérico,,Congelados,https://www.carrefour.com.ar/mix-de-medallitos-empanados-prefritos-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/214670/7798221741798_02.jpg?v=1771589712,683642,61606,752.0,752.0
"Helado Frigor de dulce de leche granizado, frutilla y chocolate en balde 1.5 kg.",Frigor,,Congelados,https://www.carrefour.com.ar/helado-frigor-de-dulce-de-leche-granizado-frutilla-y-chocolate-en-balde-15-kg-687572/p,https://carrefourar.vtexassets.com/arquivos/ids/274817/7798304841049_E02.jpg?v=1771590352,687572,81486,2235.0,2235.0
Milanesa Granja del sol de arroz y vegetales 4 uni,Genérico,,Congelados,https://www.carrefour.com.ar/milanesa-granja-del-sol-de-arroz-y-vegetales-4-uni-715682/p,https://carrefourar.vtexassets.com/arquivos/ids/312436/7790070036001_01.jpg?v=1771590311,715682,122597,670.0,670.0
Milanesas de peceto congelada (bandeja) x kg.,Genérico,,Congelados,https://www.carrefour.com.ar/milanesas-de-peceto-congelada-bandeja-x-kg-705591/p,https://carrefourar.vtexassets.com/arquivos/ids/254352/2507719000003_01.jpg?v=1771589796,705591,101768,1625.0,3250.0
Hamburguesa Swift 20 u.,Swift,,Congelados,https://www.carrefour.com.ar/hamburguesa-swift-20-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176792/7790360026583_02.jpg?v=1771589633,594343,13740,5355.0,5355.0
Hamburguesa Swift clásica XL 250 g.,Swift,,Congelados,https://www.carrefour.com.ar/hamburguesa-swift-clasica-xl-250-g/p,https://carrefourar.vtexassets.com/arquivos/ids/176808/7790360967411_02.jpg?v=1771596617,625815,13599,822.0,822.0
Helado de agua Mister Pops frutilla ananá caja 240 g.,Mister Pops,,Congelados,https://www.carrefour.com.ar/helado-de-agua-mister-pops-frutilla-anana-caja-240-g/p,https://carrefourar.vtexassets.com/arquivos/ids/226311/7790580127565_02.jpg?v=1771589331,662430,82073,584.0,584.0
Helado de agua Torpedo palito de limón en caja 5 uni,Torpedo,,Congelados,https://www.carrefour.com.ar/helado-de-agua-torpedo-palito-de-limon-en-caja-5-uni-710711/p,https://carrefourar.vtexassets.com/arquivos/ids/275930/7798304841452_E02.jpg?v=1771589606,710711,114918,1045.0,1045.0
Helado de agua Popsy palito frutal en caja 18 uni,Popsy,,Congelados,https://www.carrefour.com.ar/helado-de-agua-popsy-palito-frutal-en-caja-18-uni-699714/p,https://carrefourar.vtexassets.com/arquivos/ids/274820/7798304841339_E02.jpg?v=1771589441,699714,94881,1912.1,1912.1
Hamburguesa grande Paty 2 u.,Paty,,Congelados,https://www.carrefour.com.ar/hamburguesa-grande-paty-2-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176824/7790670050612_02.jpg?v=1771609581,592195,21209,785.0,785.0
Helado palito Nesquik sabor chocolate x 6 uni,Nesquik,,Congelados,https://www.carrefour.com.ar/helado-palito-nesquik-sabor-chocolate-x-6-uni-701709/p,https://carrefourar.vtexassets.com/arquivos/ids/275875/7798304841254_E02.jpg?v=1771589737,701709,98752,781.81,781.81
Hamburguesa Paty 2 u.,Paty,,Congelados,https://www.carrefour.com.ar/hamburguesa-paty-2-u/p,https://carrefourar.vtexassets.com/arquivos/ids/176834/7790670050674_02.jpg?v=1771596621,592197,22679,516.0,516.0
Medallones de quinoa Nutree con porotos y morrón 4 u.,Nutree,,Congelados,https://www.carrefour.com.ar/medallones-de-quinoa-nutree-con-porotos-y-morron-4-u/p,https://carrefourar.vtexassets.com/arquivos/ids/179403/76625216270_02.jpg?v=1771599163,644589,11242,774.0,774.0
Medallón de pollo Riccisimas con soja finitas 110 g. x 2 uni,Riccisimas,,Congelados,https://www.carrefour.com.ar/medallon-de-pollo-riccisimas-con-soja-finitas-110-g-x-2-uni-689540/p,https://carrefourar.vtexassets.com/arquivos/ids/235949/7798016750653_02.jpg?v=1771593678,689540,87539,141.0,141.0
Medallones Chacra Nuestra carne finitas 110 g. 2u.,Chacra Nuestra,,Congelados,https://www.carrefour.com.ar/medallones-chacra-nuestra-carne-finitas-110-g-2u/p,https://carrefourar.vtexassets.com/arquivos/ids/176891/7793281493038_02.jpg?v=1771609587,659380,23017,179.0,179.0
Helado Frigor palito bombón en caja 18 uni,Popsy,,Congelados,https://www.carrefour.com.ar/helado-frigor-palito-bombon-en-caja-18-uni--699715/p,https://carrefourar.vtexassets.com/arquivos/ids/274821/7798304841346_E02.jpg?v=1771589624,699715,94735,2650.0,2650.0
Helado de chocolate Novelty pote 500 g. (Congelado),Novelty,,Congelados,https://www.carrefour.com.ar/helado-de-chocolate-novelty-pote-500-g/p,https://carrefourar.vtexassets.com/arquivos/ids/275906/7798304840691_E02.jpg?v=1771586592,670072,27312,1016.0,1016.0
Medallón de lenteja y sésamo Veggieland x 4 uni,Veggieland,,Congelados,https://www.carrefour.com.ar/medallon-de-lenteja-y-sesamo-veggieland-x-4-uni-690694/p,https://carrefourar.vtexassets.com/arquivos/ids/235946/7795513107003_02.jpg?v=1771588835,690694,87724,659.0,659.0
Albóndigas Unión Ganadera de carne vacuna congeladas sin TACC 18 u.,Unión Ganadera,,Congelados,https://www.carrefour.com.ar/albondigas-union-ganadera-de-carne-vacuna-congeladas-sin-tacc-18-u/p,https://carrefourar.vtexassets.com/arquivos/ids/188278/7793281492314_02_1.jpg?v=1771588777,634491,14664,1170.0,1170.0
Medallón de yamani y cúrcuma Veggieland x 4 uni,Veggieland,,Congelados,https://www.carrefour.com.ar/medallon-de-yamani-y-curcuma-veggieland-x-4-uni-690691/p,https://carrefourar.vtexassets.com/arquivos/ids/235945/7795513106990_02.jpg?v=1771590243,690691,87725,659.0,659.0
