fecha_relevamiento|producto|marca|rubro|url_producto|mpn|sku|precio_bajo|precio_alto
20230527-190544|Chicle Beldent infinit menta 26,6 g.|Beldent|Desayuno-y-merienda|https://www.carrefour.com.ar/chicle-beldent-infinit-menta-26-6-g/p|680347|53159|331.0|331.0
20230527-190544|Té Morenita en saquitos la x 25 uni|Morenita|Desayuno-y-merienda|https://www.carrefour.com.ar/te-morenita-en-saquitos-la-x-25-uni/p|685133|73345|130.5|130.5
20230527-190544|Crema de avellanas Nutella 140 g.|Nutella|Desayuno-y-merienda|https://www.carrefour.com.ar/crema-de-avellanas-nutella-140-g/p|623455|6013|461.0|461.0
20230527-190544|Cápsulas de café Carrefour Selection intenso x 10 uni|Carrefour Selection|Desayuno-y-merienda|https://www.carrefour.com.ar/capsulas-de-cafe-carrefour-selection-intenso-x-10-uni/p|626391|48602|836.0|836.0
20230527-190544|Yerba mate Cruz de Malta con palo 500 g.|Cruz De Malta|Desayuno-y-merienda|https://www.carrefour.com.ar/yerba-mate-cruz-de-malta-con-palo-500-g-698618/p|698618|93059|624.0|624.0
20230527-190544|Miel Carrefour Bio orgánica 500 g.|Carrefour|Desayuno-y-merienda|https://www.carrefour.com.ar/miel-carrefour-bio-organica-500-g/p|469977|46916|1273.0|1273.0
20230527-190544|Madalenas Valente flow vainilla 200 g.|Valente|Desayuno-y-merienda|https://www.carrefour.com.ar/madalenas-valente-flow-vainilla-200-g-716024/p|716024|126607|455.0|455.0
20230527-190544|Chocolate con almendras Milka 155 g.|Milka|Desayuno-y-merienda|https://www.carrefour.com.ar/chocolate-con-almendras-milka-155-g/p|601887|37864|945.0|945.0
20230527-190544|Yerba mate campo y monte La Merced 500 g.|La Merced|Desayuno-y-merienda|https://www.carrefour.com.ar/yerba-mate-campo-y-monte-la-merced-500-g/p|672939|35659|926.0|926.0
20230527-190544|Huevo de chocolate Kinder Sorpresa rosa 2 u.|Kinder|Desayuno-y-merienda|https://www.carrefour.com.ar/huevo-de-chocolate-kinder-sorpresa-rosa-2-u/p|564875|15587|799.0|799.0
20230527-190544|Café tostado y molido Starbucks house blend softpack 250 g.|Starbucks|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-tostado-y-molido-starbucks-house-blend-softpack-250-g-660175/p|660175|12992|1340.0|1340.0
20230527-190544|Mini tostaditas jamón ibérico Twistos 100 g.|Twistos|Desayuno-y-merienda|https://www.carrefour.com.ar/mini-tostaditas-jamon-iberico-twistos-100-g/p|678681|47616|348.5|348.5
20230527-190544|Café instantáneo Nescafé dolca mixes cappuccino doypack 225 g.|Nescafé|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-instantaneo-nescafe-dolca-mixes-cappuccino-doypack-225-g-697387/p|697387|91623|718.0|718.0
20230527-190544|Café en saquitos La Virginia caja x 20 uni|La Virginia|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-en-saquitos-la-virginia-caja-x-20-uni/p|683977|61520|630.0|630.0
20230527-190544|Té Virgin Islands en saquitos sobre x 25 uni|Virgin Islands|Desayuno-y-merienda|https://www.carrefour.com.ar/te-virgin-islands-en-saquitos-sobre-x-25-uni-698982-698982/p|698982|93778|286.0|286.0
20230527-190544|Galletitas Donuts chocolate blanco bolsa 52 g.|Donuts|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-donuts-chocolate-blanco-bolsa-52-g/p|682551|58905|215.0|215.0
20230527-190544|Tostadas Carrefour clásicas con gluten 180 g.|Carrefour|Desayuno-y-merienda|https://www.carrefour.com.ar/tostadas-carrefour-clasicas-con-gluten-180-g/p|589113|20862|220.63|220.63
20230527-190544|Aros de cereal Kellogg&apos;s frutado froot loops bolsa 175 g.|Kelloggs|Desayuno-y-merienda|https://www.carrefour.com.ar/aros-de-cereal-kellogg-s-frutado-froot-loops-bolsa-175-g/p|680287|53033|632.0|632.0
20230527-190544|Te cedron en saquitos La Virginia x 25 uni|La Virginia|Desayuno-y-merienda|https://www.carrefour.com.ar/te-cedron-en-saquitos-la-virginia-x-25-uni/p|673736|39316|201.0|201.0
20230527-190544|Edulcorante Hileret sobres con sucralosa zucra x 100 uni|Hileret|Desayuno-y-merienda|https://www.carrefour.com.ar/edulcorante-hileret-sobres-con-sucralosa-zucra-x-100-uni/p|686836|79213|761.0|761.0
20230527-190544|Barrita de semillas Zafrán maní y cacao 3 x 28 g. sin TACC|Zafrán|Desayuno-y-merienda|https://www.carrefour.com.ar/barrita-de-semillas-zafran-mani-y-cacao-3-x-28-g-sin-tacc/p|637220|21357|577.0|577.0
20230527-190544|Oblea kitKat® dark 4 fingers 41,5 g.|Kit Kat|Desayuno-y-merienda|https://www.carrefour.com.ar/oblea-kitkat-dark-4-fingers-415-g--622986/p|622986|16258|267.0|267.0
20230527-190544|Biscuits Soriano 125 g.|Soriano|Desayuno-y-merienda|https://www.carrefour.com.ar/biscuits-soriano-125-g/p|184893|7697|369.0|369.0
20230527-190544|Cápsulas de café Morenita Colombia caja x 10 uni|La Virginia|Desayuno-y-merienda|https://www.carrefour.com.ar/capsulas-de-cafe-morenita-colombia-caja-x-10-uni-693821/p|693821|87354|1330.0|1330.0
20230527-190544|Edulcorante sobres stevia forte Hileret x 50 uni|Hileret|Desayuno-y-merienda|https://www.carrefour.com.ar/edulcorante-sobres-stevia-forte-hileret-x-50-uni/p|684349|71334|640.0|640.0
20230527-190544|Galletitas crackers light Carrefour 110 g.|Carrefour|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-crackers-light-carrefour-110-g/p|593643|8603|150.0|150.0
20230527-190544|Madalenas Valente flow con chip de chocolate 180 g.|Valente|Desayuno-y-merienda|https://www.carrefour.com.ar/madalenas-valente-flow-con-chip-de-chocolate-180-g-716027/p|716027|126616|455.0|455.0
20230527-190544|Alfajor Terrabusi Chocolate Clásico 50 g.|Terrabusi|Desayuno-y-merienda|https://www.carrefour.com.ar/alfajor-terrabusi-chocolate-clasico-50-g/p|205469|15226|149.0|149.0
20230527-190544|Café molido Bonafide Sensaciones torrado intenso 250 g.|Bonafide|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-molido-bonafide-sensaciones-torrado-intenso-250-g/p|102665|11808|734.0|734.0
20230527-190544|Tostadas Carrefour salvado 140 g.|Carrefour|Desayuno-y-merienda|https://www.carrefour.com.ar/tostadas-carrefour-salvado-140-g/p|272888|24778|333.0|333.0
20230527-190544|Alfajor Triple Terrabusi Clásico 70 g.|Terrabusi|Desayuno-y-merienda|https://www.carrefour.com.ar/alfajor-triple-terrabusi-clasico-70-g/p|353214|11528|205.5|205.5
20230527-190544|Tostadas de arroz Lulemuu multisemillas 110 g. sin TACC|Lulemuu|Desayuno-y-merienda|https://www.carrefour.com.ar/tostadas-de-arroz-lulemuu-multisemillas-110-g-sin-tacc/p|610683|18856|156.0|156.0
20230527-190544|Barra de cereal Frow frutos del bosque 21 g.|Flow Cereal|Desayuno-y-merienda|https://www.carrefour.com.ar/barra-de-cereal-frow-frutos-del-bosque-21-g-704893/p|704893|100927|134.5|134.5
20230527-190544|Chocolate para taza Águila 100 g.|Águila|Desayuno-y-merienda|https://www.carrefour.com.ar/chocolate-para-taza-aguila-100-g-16788/p|16788|3770|418.0|418.0
20230527-190544|Alfajor Vimar glaseado con dulce de leche doble 38 g.|Vimar|Desayuno-y-merienda|https://www.carrefour.com.ar/alfajor-vimar-glaseado-con-dulce-de-leche-doble-38-g-662970/p|662970|47384|76.9|76.9
20230527-190544|Tableta de chocolate Carrefour blanco 30 g.|Carrefour|Desayuno-y-merienda|https://www.carrefour.com.ar/tableta-de-chocolate-carrefour-blanco-30-g/p|663431|21589|90.16|90.16
20230527-190544|Obleas dulces Bauducco frutilla 140 g.|Bauducco|Desayuno-y-merienda|https://www.carrefour.com.ar/obleas-dulces-bauducco-frutilla-140-g/p|479352|14787|201.0|201.0
20230527-190544|Cápsulas de café La Virginia equilibrado caja x 10 uni|La Virginia|Desayuno-y-merienda|https://www.carrefour.com.ar/capsulas-de-cafe-la-virginia-equilibrado-caja-x-10-uni-693818/p|693818|87345|1420.0|1420.0
20230527-190544|Gomitas Billiken frutales 200 g.|Billiken|Desayuno-y-merienda|https://www.carrefour.com.ar/gomitas-billiken-frutales-200-g/p|534585|11655|470.7|470.7
20230527-190544|Biscuits Bay Biscuit con chips de chocolate 145 g.|Bay Biscuit|Desayuno-y-merienda|https://www.carrefour.com.ar/biscuits-bay-biscuit-con-chips-de-chocolate-145-g/p|544257|8057|408.0|408.0
20230527-190544|Alfajor Vimar glaseado con dulce de leche escolar 28 g.|Vimar|Desayuno-y-merienda|https://www.carrefour.com.ar/alfajor-vimar-glaseado-con-dulce-de-leche-escolar-28-g-662976-662976/p|662976|94301|33.0|33.0
20230527-190544|Té de hierbas en saquitos Cachamai digestivo rosa 20 u.|Cachamai|Desayuno-y-merienda|https://www.carrefour.com.ar/te-de-hierbas-en-saquitos-cachamai-digestivo-rosa-20-u/p|22589|3786|222.5|222.5
20230527-190544|Tostadas Bauducco clásicas 142 g.|Bauducco|Desayuno-y-merienda|https://www.carrefour.com.ar/tostadas-bauducco-clasicas-142-g/p|666529|19096|229.5|229.5
20230527-190544|Mantequilla de maní Beepure frasco 400 g.|Beepure|Desayuno-y-merienda|https://www.carrefour.com.ar/mantequilla-de-mani-beepure-frasco-400-g-699857/p|699857|94772|915.0|915.0
20230527-190544|Yerba mate Cruz De Malta natural 1 kg.|Cruz De Malta|Desayuno-y-merienda|https://www.carrefour.com.ar/yerba-mate-cruz-de-malta-natural-1-kg/p|664192|24375|1295.0|1295.0
20230527-190544|Edulcorante líquido stevia-zinc Chuker 200 cc.|Chuker|Desayuno-y-merienda|https://www.carrefour.com.ar/edulcorante-liquido-stevia-zinc-chuker-200-cc/p|673409|39236|571.0|571.0
20230527-190544|Chocolate con castañas Milka 155 g.|Milka|Desayuno-y-merienda|https://www.carrefour.com.ar/chocolate-con-castanas-milka-155-g/p|601884|32821|1030.0|1030.0
20230527-190544|Galletitas pepas 9 De Oro membrillo 380 g.|9 De Oro|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-pepas-9-de-oro-membrillo-380-g/p|620041|7915|332.0|332.0
20230527-190544|Café molido torrado Bonafide suave sensaciones 1 kg.|Bonafide|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-molido-torrado-bonafide-suave-sensaciones-1-kg/p|113112|10318|2548.09|2548.09
20230527-190544|Pastillas La Casa menta 26 g.|La Casa|Desayuno-y-merienda|https://www.carrefour.com.ar/pastillas-la-casa-menta-26-g/p|565405|14654|56.56|56.56
20230527-190544|Edulcorante sobres c sacarina 1a10 Hileret x 500 uni|Hileret|Desayuno-y-merienda|https://www.carrefour.com.ar/edulcorante-sobres-c-sacarina-1a10-hileret-x-500-uni/p|681731|56576|2670.0|2670.0
20230527-190544|Edulcorante Ledesma stevia sobres x 96 uni|Ledesma|Desayuno-y-merienda|https://www.carrefour.com.ar/edulcorante-ledesma-stevia-sobres-x-96-uni-696753/p|696753|89322|436.15|436.15
20230527-190544|Cappuccino instantáneo Carrefour doy pack 210 g.|Carrefour|Desayuno-y-merienda|https://www.carrefour.com.ar/cappuccino-instantaneo-carrefour-doy-pack-210-g-691470/p|691470|84526|632.4|632.4
20230527-190544|Café molido Cabrales tostado prestige 250 g.|Cabrales|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-molido-cabrales-tostado-prestige-250-g-706856/p|706856|105416|1642.7|1642.7
20230527-190544|Tostaditas de arroz Molinos Ala clasicas 120 g.|Molinos Ala|Desayuno-y-merienda|https://www.carrefour.com.ar/tostaditas-de-arroz-molinos-ala-clasicas-120-g/p|621869|24604|189.0|189.0
20230527-190544|Galletitas Merengadas fresa 3 x 88 g.|Merengadas|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-merengadas-fresa-3-x-88-g-708528/p|708528|107152|460.0|460.0
20230527-190544|Yerba mate sabor a menta Carrefour sin TACC 500 g.|Carrefour|Desayuno-y-merienda|https://www.carrefour.com.ar/yerba-mate-sabor-a-menta-carrefour-sin-tacc-500-g/p|679244|50186|534.0|534.0
20230527-190544|Alfajor Jorgito chocolate 6 u.|Jorgito|Desayuno-y-merienda|https://www.carrefour.com.ar/alfajor-jorgito-chocolate-6-u/p|16484|3813|855.0|855.0
20230527-190544|Café tostado molido Nescafé intenso gold 250 g.|Nescafé|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-tostado-molido-nescafe-intenso-gold-250-g-717828/p|717828|138016|1885.0|1885.0
20230527-190544|Galletitas Bagley cracker cereal salvado 169 g.|Bagley|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-bagley-cracker-cereal-salvado-169-g-695633/p|695633|88099|199.88|199.88
20230527-190544|Café molido La Planta de Café Cabrales 1 kg.|Cabrales|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-molido-la-planta-de-cafe-cabrales-1-kg/p|72723|7882|2669.4|2669.4
20230527-190544|Café molido Morenita tostado Colombia 500 g.|Morenita|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-molido-morenita-tostado-colombia-500-g-692784/p|692784|85301|2560.0|2560.0
20230527-190544|Galletas de arroz Grandiet con sal 100 g.|Grandiet|Desayuno-y-merienda|https://www.carrefour.com.ar/galletas-de-arroz-grandiet-con-sal-100-g/p|282975|24110|199.0|199.0
20230527-190544|Aros de cereal Zoo Cartoon chocolate 350 g.|Zoo Cartoon|Desayuno-y-merienda|https://www.carrefour.com.ar/aros-de-cereal-zoo-cartoon-chocolate-350-g-687494/p|687494|79985|525.0|525.0
20230527-190544|Pastillas DRF citrus 23 g.|DRF|Desayuno-y-merienda|https://www.carrefour.com.ar/pastillas-drf-citrus-23-g/p|674254|39695|51.89|51.89
20230527-190544|Café molido Cabrales torrado 500 g.|Cabrales|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-molido-cabrales-torrado-500-g-713047/p|713047|118848|1117.84|1117.84
20230527-190544|Tableta chocolate Vizzio con maní 35 g.|Vizzio|Desayuno-y-merienda|https://www.carrefour.com.ar/tableta-chocolate-vizzio-con-mani-35-g/p|682552|58891|143.5|143.5
20230527-190544|Cápsulas de café Carrefour Selection supremo x 20 uni|Carrefour Selection|Desayuno-y-merienda|https://www.carrefour.com.ar/capsulas-de-cafe-carrefour-selection-supremo-x-20-uni/p|652804|48668|1546.0|1546.0
20230527-190544|Cappuccino La Virginia mousse avellanas 155 g.|La Virginia|Desayuno-y-merienda|https://www.carrefour.com.ar/cappuccino-la-virginia-mousse-avellanas-155-g-692796/p|692796|85299|566.0|566.0
20230527-190544|Café instantáneo Richmond fuerte frasco 150 g.|Richmond|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-instantaneo-richmond-fuerte-frasco-150-g-661296/p|661296|85989|655.0|655.0
20230527-190544|Alfajor Carrefour chocolate extra blanco 60 g. x 6 uni|Carrefour|Desayuno-y-merienda|https://www.carrefour.com.ar/alfajor-carrefour-chocolate-extra-blanco-60-g-x-6-uni-700910/p|700910|96600|825.0|825.0
20230527-190544|Aritos de cereal Lasfor frutados 160 g.|Lasfor|Desayuno-y-merienda|https://www.carrefour.com.ar/aritos-de-cereal-lasfor-frutados-160-g/p|648756|11103|263.0|263.0
20230527-190544|Barra de arándanos almendra Zafrán sin TACC 22 g. x 3 uni|Zafrán|Desayuno-y-merienda|https://www.carrefour.com.ar/barra-de-arandanos-almendra-zafran-sin-tacc-22-g-x-3-uni/p|672283|37868|572.0|572.0
20230527-190544|Tostadas de arroz Molinos Ala integrales 150 g.|Molinos Ala|Desayuno-y-merienda|https://www.carrefour.com.ar/tostadas-de-arroz-molinos-ala-integrales-150-g/p|662282|17603|340.0|340.0
20230527-190544|Tostadas Carrefour clásicas sin sal 180 g.|Carrefour|Desayuno-y-merienda|https://www.carrefour.com.ar/tostadas-carrefour-clasicas-sin-sal-180-g/p|589114|24997|220.63|220.63
20230527-190544|Galletitas Carrefour mini frolitas 160 g.|Carrefour|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-carrefour-mini-frolitas-160-g/p|606796|18577|164.0|164.0
20230527-190544|Caramelos masticables Billiken frutales 600 g.|Billiken|Desayuno-y-merienda|https://www.carrefour.com.ar/caramelos-masticables-billiken-frutales-600-g/p|481866|17910|1247.8|1247.8
20230527-190544|Alfajor Turimar blanco triple 60 g.|Turimar|Desayuno-y-merienda|https://www.carrefour.com.ar/alfajor-turimar-blanco-triple-60-g/p|676148|43130|117.0|117.0
20230527-190544|Yerba mate Cachamate sabor coco 500 g,|Cachamate|Desayuno-y-merienda|https://www.carrefour.com.ar/yerba-mate-cachamate-sabor-coco-500-g-712240/p|712240|119229|620.0|620.0
20230527-190544|Caramelos masticables Pico Dulce 150 g.|Pico Dulce|Desayuno-y-merienda|https://www.carrefour.com.ar/caramelos-masticables-pico-dulce-150-g/p|544266|13005|420.0|420.0
20230527-190544|Yerba mate con palo edulcorada Salus 1 kg.|Salus|Desayuno-y-merienda|https://www.carrefour.com.ar/yerba-mate-con-palo-edulcorada-salus-1-kg/p|676139|43022|1250.0|1250.0
20230527-190544|Tostadas multigrano Bauducco 142 g.|Bauducco|Desayuno-y-merienda|https://www.carrefour.com.ar/tostadas-multigrano-bauducco-142-g/p|666523|20583|229.5|229.5
20230527-190544|Bombón relleno de dulce de leche Tokke 10 g.|Tokke|Desayuno-y-merienda|https://www.carrefour.com.ar/bombon-relleno-de-dulce-de-leche-tokke-10-g/p|681757|56630|62.6|62.6
20230527-190544|Café molido Bonafide Sensaciones torrado suave 500 g.|Bonafide|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-molido-bonafide-sensaciones-torrado-suave-500-g-102664/p|102664|9093|1485.0|1485.0
20230527-190544|Té mezcla de hierbas en saquitos La Virginia x 25 uni|La Virginia|Desayuno-y-merienda|https://www.carrefour.com.ar/te-mezcla-de-hierbas-en-saquitos-la-virginia-x-25-uni/p|676703|44021|224.0|224.0
20230527-190544|Galletitas de arroz Gallo pizza sin TACC 50 g.|Gallo Snacks|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-de-arroz-gallo-pizza-sin-tacc-50-g/p|667135|19913|208.5|208.5
20230527-190544|Alfajor arroz marroc Chocoarroz 6 22 g.|Chocoarroz|Desayuno-y-merienda|https://www.carrefour.com.ar/alfajor-arroz-marroc-chocoarroz-6-22-g/p|679708|52031|563.55|563.55
20230527-190544|Cápsulas de café Starbucks® nespresso® blonde espresso x 10 cápsulas|Starbucks|Desayuno-y-merienda|https://www.carrefour.com.ar/capsulas-de-cafe-starbucks-nespresso-blonde-espresso-x-10-capsulas-673118/p|673118|35768|1800.0|1800.0
20230527-190544|Cápsulas de café Carrefour Selection supremo x 10 uni|Carrefour Selection|Desayuno-y-merienda|https://www.carrefour.com.ar/capsulas-de-cafe-carrefour-selection-supremo-x-10-uni/p|626392|48653|836.0|836.0
20230527-190544|Bizcochos agridulces 9 de Oro en bolsa 480 g.|9 De Oro|Desayuno-y-merienda|https://www.carrefour.com.ar/bizcochos-agridulces-9-de-oro-en-bolsa-480-g-461198/p|461198|117761|297.74|297.74
20230527-190544|Barra de cereal Georgalos light manzana flow 21 g.|Georgalos|Desayuno-y-merienda|https://www.carrefour.com.ar/barra-de-cereal-georgalos-light-manzana-flow-21-g-376016/p|376016|100903|134.5|134.5
20230527-190544|Copos de arroz Choco krispis rice 240 g.|Genérico|Desayuno-y-merienda|https://www.carrefour.com.ar/copos-de-arroz-choco-krispis-rice-240-g-712671/p|712671|118078|819.0|819.0
20230527-190544|Galletitas Trimak polvorones limón 170 g.|Trimak|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-trimak-polvorones-limon-170-g/p|573224|4842|203.5|203.5
20230527-190544|Budín 9 De Oro vainilla 170 g.|9 De Oro|Desayuno-y-merienda|https://www.carrefour.com.ar/budin-9-de-oro-vainilla-170-g/p|687196|79963|303.58|303.58
20230527-190544|Yerba mate Cbsé limón 500 g.|CBSé|Desayuno-y-merienda|https://www.carrefour.com.ar/yerba-mate-cbse-limon-500-g-71044/p|684363|71044|638.0|638.0
20230527-190544|Alfajor Simple Milka Mousse 42 g.|Milka|Desayuno-y-merienda|https://www.carrefour.com.ar/alfajor-simple-milka-mousse-42-g/p|589445|28700|158.0|158.0
20230527-190544|Galletitas de avena Molino Natural avena y pasas 232 g.|Molino Natural|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-de-avena-molino-natural-avena-y-pasas-232-g/p|660936|14001|247.5|247.5
20230527-190544|Vainillas Valente 444 g.|Valente|Desayuno-y-merienda|https://www.carrefour.com.ar/vainillas-valente-444-g-717672/p|717672|137560|931.0|931.0
20230527-190544|Té negro en hebras Taragüi blend especial 180 g.|Taragui|Desayuno-y-merienda|https://www.carrefour.com.ar/te-negro-en-hebras-taragui-blend-especial-180-g/p|527125|23434|379.0|379.0
20230527-190544|Mini tostaditas cuatro queso Twistos 155 g.|Twistos|Desayuno-y-merienda|https://www.carrefour.com.ar/mini-tostaditas-cuatro-queso-twistos-155-g/p|678684|47664|395.25|395.25
20230527-190544|Edulcorante liquido mate a Hileret 200 cc.|Hileret|Desayuno-y-merienda|https://www.carrefour.com.ar/edulcorante-liquido-mate-a-hileret-200-cc/p|679229|49660|411.0|411.0
20230527-190544|Café instantáneo Nescafé® black roast doypack 110 g.|Nescafé|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-instantaneo-nescafe®-black-roast-doypack-110-g-700178/p|700178|97384|1160.0|1160.0
20230527-190544|Café molido La Virginia tostado 500 g.|La Virginia|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-molido-la-virginia-tostado-500-g-692783/p|692783|85270|2275.0|2275.0
20230527-190544|Galletitas salvado Paseo 250 g.|Paseo|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-salvado-paseo-250-g/p|679216|49614|259.21|259.21
20230527-190544|Tableta de chocolate Carrefour maní 30 g.|Carrefour|Desayuno-y-merienda|https://www.carrefour.com.ar/tableta-de-chocolate-carrefour-mani-30-g/p|663433|23525|90.16|90.16
20230527-190544|Café molido Morenita clásico la paquete 1 kg.|Morenita|Desayuno-y-merienda|https://www.carrefour.com.ar/cafe-molido-morenita-clasico-la-paquete-1-kg-695901/p|695901|89296|2815.0|2815.0
20230527-190544|Tostadas integral Bauducco 142 g.|Bauducco|Desayuno-y-merienda|https://www.carrefour.com.ar/tostadas-integral-bauducco-142-g/p|666526|23373|228.0|228.0
20230527-190544|Galletitas de arroz pizza Gallo snacks 150 g.|Gallo Snacks|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-de-arroz-pizza-gallo-snacks-150-g/p|680958|55791|487.0|487.0
20230527-190544|Edulcorante Hileret sobres stevia forte x 200 uni|Hileret|Desayuno-y-merienda|https://www.carrefour.com.ar/edulcorante-hileret-sobres-stevia-forte-x-200-uni/p|686528|78078|2005.0|2005.0
20230527-190544|Galletitas cookies original Bauducco 40 g.|Bauducco|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-cookies-original-bauducco-40-g/p|680283|52854|110.0|110.0
20230527-190544|Galletitas Trimak scones 170 g.|Trimak|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-trimak-scones-170-g/p|573225|4711|203.5|203.5
20230527-190544|Yerba mate de monte orígen controlado La Merced 500 g.|La Merced|Desayuno-y-merienda|https://www.carrefour.com.ar/yerba-mate-de-monte-origen-controlado-la-merced-500-g/p|672937|35866|889.0|889.0
20230527-190544|Galletitas de arroz queso Gallo snacks 150 g.|Gallo Snacks|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-de-arroz-queso-gallo-snacks-150-g/p|680957|55770|502.0|502.0
20230527-190544|Galletitas crackers La Providencia 505 g.|La Providencia|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-crackers-la-providencia-505-g/p|666283|19687|376.0|376.0
20230527-190544|Edulcorante Hileret sobres con aspartamo caja x 100 uni|Hileret|Desayuno-y-merienda|https://www.carrefour.com.ar/edulcorante-hileret-sobres-con-aspartamo-caja-x-100-uni/p|681724|61160|770.0|770.0
20230527-190544|Galletitas crackers s sal Paseo 250 g.|Paseo|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-crackers-s-sal-paseo-250-g/p|679218|49625|227.69|227.69
20230527-190544|Barra de cereal Flow Cereal chips y almendras 6 u.|Georgalos|Desayuno-y-merienda|https://www.carrefour.com.ar/barra-de-cereal-flow-cereal-chips-y-almendras-6-u/p|501441|8312|840.0|840.0
20230527-190544|Galletitas Smams chocolate sin TACC 250 g.|Smams|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-smams-chocolate-sin-tacc-250-g/p|630651|20925|371.0|371.0
20230527-190544|Barra de cereal Zafrán almendras coco 28 g. sin TACC|Zafrán|Desayuno-y-merienda|https://www.carrefour.com.ar/barra-de-cereal-zafran-almendras-coco-28-g-sin-tacc/p|637215|10430|189.0|189.0
20230527-190544|Caramelos Clight naranja 20 g.|Clight|Desayuno-y-merienda|https://www.carrefour.com.ar/caramelos-clight-naranja-20-g/p|542913|32676|111.6|111.6
20230527-190544|Obleas chocolate Bauducco 30 g.|Bauducco|Desayuno-y-merienda|https://www.carrefour.com.ar/obleas-chocolate-bauducco-30-g/p|666520|21478|55.7|55.7
20230527-190544|Mate cocido en saquitos Nobleza Gaucha x 50 uni|Nobleza Gaucha|Desayuno-y-merienda|https://www.carrefour.com.ar/mate-cocido-en-saquitos-nobleza-gaucha-x-50-uni/p|680344|52873|310.36|310.36
20230527-190544|Cápsulas de café Morenita Brasil caja x 10 uni|La Virginia|Desayuno-y-merienda|https://www.carrefour.com.ar/capsulas-de-cafe-morenita-brasil-caja-x-10-uni-693820/p|693820|87337|1330.0|1330.0
20230527-190544|Té saborizado Taragui limón miel y jengibre 20 uni|Taragui|Desayuno-y-merienda|https://www.carrefour.com.ar/te-saborizado-taragui-limon-miel-y-jengibre-20-uni-717675/p|717675|137559|258.5|258.5
20230527-190544|Obleas frutilla Bauducco 30 g.|Bauducco|Desayuno-y-merienda|https://www.carrefour.com.ar/obleas-frutilla-bauducco-30-g/p|666518|19740|55.7|55.7
20230527-190544|Alfajor de maicena Cachafaz 6 u.|Cachafaz|Desayuno-y-merienda|https://www.carrefour.com.ar/alfajor-de-maicena-cachafaz-6-u-60990/p|498564|9408|1351.5|1351.5
20230527-190544|Galletitas 9 de Oro vainilla rellenas frutilla 120 g.|9 De Oro|Desayuno-y-merienda|https://www.carrefour.com.ar/galletitas-9-de-oro-vainilla-rellenas-frutilla-120-g-693628/p|693628|86011|221.01|221.01
20230527-190544|Edulcorante Hileret sobres con sucralosa zucra x 200 uni|Hileret|Desayuno-y-merienda|https://www.carrefour.com.ar/edulcorante-hileret-sobres-con-sucralosa-zucra-x-200-uni/p|686837|79210|1460.0|1460.0
20230527-190544|Mermelada de frutilla Alco 454 g.|Alco|Desayuno-y-merienda|https://www.carrefour.com.ar/mermelada-de-frutilla-alco-454-g-35250/p|665206|35250|459.0|459.0
20230527-190544|Almohaditas mousse limón Lasfor bolsa 200 g.|Lasfor|Desayuno-y-merienda|https://www.carrefour.com.ar/almohaditas-mousse-limon-lasfor-bolsa-200-g/p|684254|71315|459.0|459.0
20230527-190544|Barrita de arroz yogurt Lulemuu sin TACC 12 g.|Lulemuu|Desayuno-y-merienda|https://www.carrefour.com.ar/barrita-de-arroz-yogurt-lulemuu-sin-tacc-12-g/p|681209|55838|109.0|109.0
20230527-190544|Grisines Carrefour salvado 400 g.|Carrefour|Desayuno-y-merienda|https://www.carrefour.com.ar/grisines-carrefour-salvado-400-g/p|432088|21430|640.32|640.32
