fecha_relevamiento|producto|marca|rubro|url_producto|mpn|sku|precio_bajo|precio_alto
20230527-190544|Puré de tomate Carrefour 520 g.|Genérico|Almacen|https://www.carrefour.com.ar/pure-de-tomate-carrefour-520-g/p|435332|24927|156.24|156.24
20230527-190544|Tomate perita Carrefour 400 g.|Genérico|Almacen|https://www.carrefour.com.ar/tomate-perita-carrefour-400-g-37689/p|437302|35300|149.04|149.04
20230527-190544|Fideos tirabuzones Matarazzo 500 g.|Matarazzo|Almacen|https://www.carrefour.com.ar/fideos-tirabuzones-matarazzo-500-g/p|568963|4171|243.5|243.5
20230527-190544|Mayonesa Natura 475 g.|Natura|Almacen|https://www.carrefour.com.ar/mayonesa-natura-475-g/p|152816|20078|346.0|346.0
20230527-190544|Mayonesa Hellmann&apos;s regular doy pack 475 g.|Hellmanns|Almacen|https://www.carrefour.com.ar/mayonesa-hellmann-s-regular-doy-pack-475-g-694755/p|694755|87797|407.0|407.0
20230527-190544|Aceite de girasol Pureza 1500 cc.|Pureza|Almacen|https://www.carrefour.com.ar/aceite-de-girasol-pureza-1500-cc/p|664054|14995|896.0|896.0
20230527-190544|Fideos tirabuzones Lucchetti 500 g.|Lucchetti|Almacen|https://www.carrefour.com.ar/fideos-tirabuzones-lucchetti-500-g/p|571166|19846|228.0|228.0
20230527-190544|Arvejas secas remojadas Inalpa lata 300 g.|Inalpa|Almacen|https://www.carrefour.com.ar/arvejas-secas-remojadas-inalpa-lata-300-g-695916/p|695916|88591|178.0|178.0
20230527-190544|Sal fina Carrefour bolsa 500 g.|Carrefour|Almacen|https://www.carrefour.com.ar/sal-fina-carrefour-bolsa-500-g/p|575040|19234|96.17|96.17
20230527-190544|Choclo en granos Arcor amarillo lata 300 g.|Arcor|Almacen|https://www.carrefour.com.ar/choclo-en-granos-arcor-amarillo-lata-300-g-699528-699528/p|699528|94756|212.5|212.5
20230527-190544|Polenta instantánea Presto Pronta bolsa 730 g.|Presto Pronta|Almacen|https://www.carrefour.com.ar/polenta-instantanea-presto-pronta-bolsa-730-g-697807/p|697807|91680|371.83|371.83
20230527-190544|Fideos coditos Lucchetti 500 g.|Lucchetti|Almacen|https://www.carrefour.com.ar/fideos-coditos-lucchetti-500-g/p|571168|17904|235.5|235.5
20230527-190544|Puré de tomate Arcor tetra 530 g.|Silk|Almacen|https://www.carrefour.com.ar/pure-de-tomate-arcor-tetra-530-g-702054/p|702054|98098|174.05|174.05
20230527-190544|Fideos spaghetti Matarazzo 500 g.|Matarazzo|Almacen|https://www.carrefour.com.ar/fideos-spaghetti-matarazzo-500-g/p|568965|4250|267.0|267.0
20230527-190544|Mostaza Savora original doy pack 250 g.|Savora|Almacen|https://www.carrefour.com.ar/mostaza-savora-original-doy-pack-250-g-709753/p|709753|109148|227.88|227.88
20230527-190544|Aceite en aerosol Carrefour girasol 120 cc.|Carrefour|Almacen|https://www.carrefour.com.ar/aceite-en-aerosol-carrefour-girasol-120-cc/p|304519|8627|481.0|481.0
20230527-190544|Aceite de girasol Legitimo 1.5 lt.|Legitimo|Almacen|https://www.carrefour.com.ar/aceite-de-girasol-legitimo-15-lt-700952/p|700952|97472|468.36|468.36
20230527-190544|Kétchup Hellmanns doy pack 250 g.|Hellmanns|Almacen|https://www.carrefour.com.ar/ketchup-hellmanns-doy-pack-250-g-700206/p|700206|97379|322.0|322.0
20230527-190544|Fideos spaghetti Lucchetti 500 g.|Lucchetti|Almacen|https://www.carrefour.com.ar/fideos-spaghetti-lucchetti-500-g/p|571163|19870|211.5|211.5
20230527-190544|Aceite de girasol Lira 900 cc.|Lira|Almacen|https://www.carrefour.com.ar/aceite-de-girasol-lira-900-cc-17092/p|663521|17092|588.0|588.0
20230527-190544|Sal fina Celusal paquete 500 g.|Celusal|Almacen|https://www.carrefour.com.ar/sal-fina-celusal-paquete-500-g/p|7987|3953|192.5|192.5
20230527-190544|Harina de trigo Morixe 0000 1 kg.|Morixe|Almacen|https://www.carrefour.com.ar/harina-de-trigo-morixe-0000-1-kg/p|638363|8814|226.3|226.3
20230527-190544|Aceite de girasol Cocinero plus 1.5 l.|Cocinero|Almacen|https://www.carrefour.com.ar/aceite-de-girasol-cocinero-plus-15-l-22002/p|667763|22002|1025.0|1025.0
20230527-190544|Fideos cintas caseritos Don Vicente 500 g.|Don Vicente|Almacen|https://www.carrefour.com.ar/fideos-cintas-caseritos-don-vicente-500-g-31203/p|551502|23957|433.0|433.0
20230527-190544|Harina Pureza especial para pizzas 1 kg.|Pureza|Almacen|https://www.carrefour.com.ar/harina-pureza-especial-para-pizzas-1-kg/p|545131|24590|335.29|335.29
20230527-190544|Puré de tomate La Campagnola 520 g.|BC|Almacen|https://www.carrefour.com.ar/pure-de-tomate-la-campagnola-520-g/p|8088|13222|260.5|260.5
20230527-190544|Fideos tallarines Don Vicente 500 g.|Don Vicente|Almacen|https://www.carrefour.com.ar/fideos-tallarines-don-vicente-500-g-18980/p|552108|18980|395.0|395.0
20230527-190544|Harina de trigo 0000 ultrarefinada Pureza 1 kg.|Pureza|Almacen|https://www.carrefour.com.ar/harina-de-trigo-0000-ultrarefinada-pureza-1-kg/p|678497|49220|216.11|216.11
20230527-190544|Caldo de verdura Knorr en cubos 12 uni|Knorr|Almacen|https://www.carrefour.com.ar/caldo-de-verdura-knorr-en-cubos-12-uni-715280/p|715280|122368|249.0|249.0
20230527-190544|Puré de tomate Salsati cubitos 400 g.|BC|Almacen|https://www.carrefour.com.ar/pure-de-tomate-salsati-cubitos-400-g/p|8094|41529|219.4|219.4
20230527-190544|Ketchup Natura 250 cc.|Natura|Almacen|https://www.carrefour.com.ar/ketchup-natura-250-cc/p|548315|4529|219.5|219.5
20230527-190544|Caldo Maggi® sabor verdura menos sodio 114 g.|Maggi|Almacen|https://www.carrefour.com.ar/caldo-maggi-sabor-verdura-menos-sodio-114-g-697386/p|697386|91817|223.5|223.5
20230527-190544|Vinagre de alcohol Carrefour 1 l.|Carrefour|Almacen|https://www.carrefour.com.ar/vinagre-de-alcohol-carrefour-1-l/p|105451|18059|180.5|180.5
20230527-190544|Puré de papas Maggi cremoso original 125 g.|Maggi|Almacen|https://www.carrefour.com.ar/pure-de-papas-maggi-cremoso-original-125-g-710599/p|710599|114784|366.0|366.0
20230527-190544|Fideos mostacholes Matarazzo 3 vegetales 500 g.|Matarazzo|Almacen|https://www.carrefour.com.ar/fideos-mostacholes-matarazzo-3-vegetales-500-g/p|551619|4186|304.0|304.0
20230527-190544|Choclo en granos Inalpa amarillo lata 300 g.|Inalpa|Almacen|https://www.carrefour.com.ar/choclo-en-granos-inalpa-amarillo-lata-300-g-695918-695918/p|695918|95919|368.6|368.6
20230527-190544|Provenzal 50 g.|Genérico|Almacen|https://www.carrefour.com.ar/provenzal-50-g/p|402730|10473|170.0|170.0
20230527-190544|Aceite de girasol Legitimo 900 cc.|Legitimo|Almacen|https://www.carrefour.com.ar/aceite-de-girasol-legitimo-900-cc-700951/p|700951|97457|293.21|293.21
20230527-190544|Mostaza Natura 250 g.|Natura|Almacen|https://www.carrefour.com.ar/mostaza-natura-250-g-37830/p|630676|5699|175.0|175.0
20230527-190544|Sal gruesa Dos Anclas caja 500 g.|Dos Anclas|Almacen|https://www.carrefour.com.ar/sal-gruesa-dos-anclas-caja-500-g/p|254213|4628|122.42|122.42
20230527-190544|Aceite de oliva Carrefour virgen 500 cc.|Carrefour|Almacen|https://www.carrefour.com.ar/aceite-de-oliva-carrefour-virgen-500-cc/p|441323|3828|1067.0|1067.0
20230527-190544|Fideos codito Favorita hierro 500 g.|Favorita|Almacen|https://www.carrefour.com.ar/fideos-codito-favorita-hierro-500-g-694579/p|694579|87482|130.2|130.2
20230527-190544|Pimentón 50 g.|Genérico|Almacen|https://www.carrefour.com.ar/pimenton-50-g/p|402725|8782|150.0|150.0
20230527-190544|Mayonesa Hellmanns liviana dp 475 g.|Hellmanns|Almacen|https://www.carrefour.com.ar/mayonesa-hellmanns-liviana-dp-475-g-714807/p|714807|121466|371.0|371.0
20230527-190544|Harina Pureza leudante 1 kg.|Pureza|Almacen|https://www.carrefour.com.ar/harina-pureza-leudante-1-kg/p|551286|4240|249.05|249.05
20230527-190544|Duraznos amarillos en mitades Carrefour 820 g.|Carrefour|Almacen|https://www.carrefour.com.ar/duraznos-amarillos-en-mitades-carrefour-820-g-31272/p|590818|22891|604.5|604.5
20230527-190544|Caldo Maggi® sabor verduras 114 g.|Maggi|Almacen|https://www.carrefour.com.ar/caldo-maggi-sabor-verduras-114-g-687516/p|687516|80477|228.5|228.5
20230527-190544|Vinagre de alcohol Silva línea gourmet 5 l.|Silva|Almacen|https://www.carrefour.com.ar/vinagre-de-alcohol-silva-linea-gourmet-5-l/p|678531|56437|536.0|536.0
20230527-190544|Sal fina Celusal 500 g.|Celusal|Almacen|https://www.carrefour.com.ar/sal-fina-celusal-500-g/p|78495|3500|178.0|178.0
20230527-190544|Aceite de girasol Carrefour alto omega pet 900 cc.|Carrefour|Almacen|https://www.carrefour.com.ar/aceite-de-girasol-carrefour-alto-omega-pet-900-cc-699030-699030/p|699030|93891|541.0|541.0
20230527-190544|Lentejas secas remojadas Carrefour 340 g.|Carrefour|Almacen|https://www.carrefour.com.ar/lentejas-secas-remojadas-carrefour-340-g/p|623148|21307|209.0|209.0
20230527-190544|Aceite en aerosol Fritolim girasol 120 g.|Cocinero|Almacen|https://www.carrefour.com.ar/aceite-en-aerosol-fritolim-girasol-120-g-19863/p|568661|19863|397.6|397.6
20230527-190544|Mayonesa Natura 950 g.|Natura|Almacen|https://www.carrefour.com.ar/mayonesa-natura-950-g/p|41845|3568|609.0|609.0
20230527-190544|Fideos tirabuzones Terrabusi 500 g.|Terrabusi|Almacen|https://www.carrefour.com.ar/fideos-tirabuzones-terrabusi-500-g/p|526465|19246|175.5|175.5
20230527-190544|Aceite de oliva Carrefour extra virgen 500 cc.|Carrefour|Almacen|https://www.carrefour.com.ar/aceite-de-oliva-carrefour-extra-virgen-500-cc/p|317855|4069|1524.0|1524.0
20230527-190544|Fideos fettuccini Don Vicente 500 g.|Don Vicente|Almacen|https://www.carrefour.com.ar/fideos-fettuccini-don-vicente-500-g-21432/p|551568|21432|420.08|420.08
20230527-190544|Fideos coditos rayados Matarazzo 500 g.|Matarazzo|Almacen|https://www.carrefour.com.ar/fideos-coditos-rayados-matarazzo-500-g/p|568966|4326|225.0|225.0
20230527-190544|Harina 0000 Chacabuco 1 kg.|Chacabuco|Almacen|https://www.carrefour.com.ar/harina-0000-chacabuco-1-kg/p|689906|83406|194.0|194.0
20230527-190544|Garbanzos secos remojados Carrefour 340 g.|Carrefour|Almacen|https://www.carrefour.com.ar/garbanzos-secos-remojados-carrefour-340-g/p|623147|15137|229.0|229.0
20230527-190544|Palmitos en trozos Carrefour lata 400 g.|Carrefour|Almacen|https://www.carrefour.com.ar/palmitos-en-trozos-carrefour-lata-400-g/p|490209|27681|534.54|534.54
20230527-190544|Fideos spaghetti Matarazzo integral 500 g.|Matarazzo|Almacen|https://www.carrefour.com.ar/fideos-spaghetti-matarazzo-integral-500-g/p|614322|4734|304.0|304.0
20230527-190544|Fideos mostachol Favorita hierro 500 g.|Favorita|Almacen|https://www.carrefour.com.ar/fideos-mostachol-favorita-hierro-500-g-694578/p|694578|87484|130.2|130.2
20230527-190544|Arvejas secas Carrefour remojadas en lata 300 g.|Carrefour|Almacen|https://www.carrefour.com.ar/arvejas-secas-carrefour-remojadas-en-lata-300-g-696085/p|696085|89164|102.09|102.09
20230527-190544|Sal gruesa Carrefour 1 kg.|Carrefour|Almacen|https://www.carrefour.com.ar/sal-gruesa-carrefour-1-kg/p|576763|24224|153.0|153.0
20230527-190544|Harina de trigo Blancaflor leudante 1 kg.|Blancaflor|Almacen|https://www.carrefour.com.ar/harina-de-trigo-blancaflor-leudante-1-kg/p|556084|44603|308.0|308.0
20230527-190544|Vinagre de alcohol Silva línea gourmet 960 cc.|Silva|Almacen|https://www.carrefour.com.ar/vinagre-de-alcohol-silva-linea-gourmet-960-cc/p|678530|49156|118.0|118.0
20230527-190544|Pure de tomates Alco 520 g.|Alco|Almacen|https://www.carrefour.com.ar/pure-de-tomates-alco-520-g/p|669777|35298|146.5|146.5
20230527-190544|Jugo de limón Minerva pet 500 cc.|Minerva|Almacen|https://www.carrefour.com.ar/jugo-de-limon-minerva-pet-500-cc/p|557794|4325|280.0|280.0
20230527-190544|Fideos tallarines Terrabusi 500 g.|Terrabusi|Almacen|https://www.carrefour.com.ar/fideos-tallarines-terrabusi-500-g/p|532129|20460|175.5|175.5
20230527-190544|Lentejas La Abadía bolsa 400 g.|La Abadía|Almacen|https://www.carrefour.com.ar/lentejas-la-abadia-bolsa-400-g/p|676658|43062|495.0|495.0
20230527-190544|Ketchup Hellmanns doy pack 500 g.|Hellmanns|Almacen|https://www.carrefour.com.ar/ketchup-hellmanns-doy-pack-500-g-710571/p|710571|114746|367.21|367.21
20230527-190544|Arroz largo fino selecto Molinos Ala 500 g.|Molinos Ala|Almacen|https://www.carrefour.com.ar/arroz-largo-fino-selecto-molinos-ala-500-g/p|680338|52897|141.0|141.0
20230527-190544|Harina integral Pureza 1 kg.|Pureza|Almacen|https://www.carrefour.com.ar/harina-integral-pureza-1-kg/p|645406|7002|238.29|238.29
20230527-190544|Duraznos Carrefour cubeteados 820 g.|Carrefour|Almacen|https://www.carrefour.com.ar/duraznos-carrefour-cubeteados-820-g-17617/p|568945|17617|499.0|499.0
20230527-190544|Mayonesa clásica Hellmann&apos;s sin tacc doypack 950 g.|Hellmanns|Almacen|https://www.carrefour.com.ar/mayonesa-clasica-hellmann-s-sin-tacc-doypack-950-g-694756/p|694756|87800|663.0|663.0
20230527-190544|Puré de papas instantáneo Carrefour 200 g.|Carrefour|Almacen|https://www.carrefour.com.ar/pure-de-papas-instantaneo-carrefour-200-g/p|633586|9373|477.0|477.0
20230527-190544|Choclo cremoso amarillo Inalpa lata 300 g.|Inalpa|Almacen|https://www.carrefour.com.ar/choclo-cremoso-amarillo-inalpa-lata-300-g-699031/p|699031|93767|136.9|136.9
20230527-190544|Vinagre de alcohol Menoyo 1 l.|Menoyo|Almacen|https://www.carrefour.com.ar/vinagre-de-alcohol-menoyo-1-l/p|181618|9505|198.86|198.86
20230527-190544|Arroz listo Gallo vegetales 240 g.|Gallo|Almacen|https://www.carrefour.com.ar/arroz-listo-gallo-vegetales-240-g-30125/p|660192|24362|360.0|360.0
20230527-190544|Gelatina frutilla light Exquisita 25 g.|Exquisita|Almacen|https://www.carrefour.com.ar/gelatina-frutilla-light-exquisita-25-g/p|673423|39318|149.5|149.5
20230527-190544|Ajo en polvo La Parmesana 25 g.|La Parmesana|Almacen|https://www.carrefour.com.ar/ajo-en-polvo-la-parmesana-25-g/p|262582|7526|95.4|95.4
20230527-190544|Esencia de vainilla Alicante pet 100 cc.|Alicante|Almacen|https://www.carrefour.com.ar/esencia-de-vainilla-alicante-pet-100-cc-690049/p|690049|83668|204.01|204.01
20230527-190544|Aceitunas verdes Nucete descarozadas 80 g.|Nucete|Almacen|https://www.carrefour.com.ar/aceitunas-verdes-nucete-descarozadas-80-g/p|153873|24975|160.0|160.0
20230527-190544|Maicitos queso horneado Pehuamar bolsa 125 g.|Pehuamar|Almacen|https://www.carrefour.com.ar/maicitos-queso-horneado-pehuamar-bolsa-125-g/p|676517|43629|288.51|288.51
20230527-190544|Pate de foie Swift lata 90 g.|Swift|Almacen|https://www.carrefour.com.ar/pate-de-foie-swift-lata-90-g/p|8126|17424|157.5|157.5
20230527-190544|Arroz largo fino Luchetti 00000 caja 1 kg.|Luchetti|Almacen|https://www.carrefour.com.ar/arroz-largo-fino-luchetti-00000-caja-1-kg/p|673595|37547|315.0|315.0
20230527-190544|Maní pelado salado Croppers bolsa 340 g.|Croppers|Almacen|https://www.carrefour.com.ar/mani-pelado-salado-croppers-bolsa-340-g/p|672795|36270|431.0|431.0
20230527-190544|Lentejas Olinto bolsa 400 g.|Olinto|Almacen|https://www.carrefour.com.ar/lentejas-olinto-bolsa-400-g/p|530972|14815|684.0|684.0
20230527-190544|Aceite de girasol Legitimo 3 lts.|Legitimo|Almacen|https://www.carrefour.com.ar/aceite-de-girasol-legitimo-3-lts-700953/p|700953|97686|936.63|936.63
20230527-190544|Salsa lista pizza Knorr 340 g|Knorr|Almacen|https://www.carrefour.com.ar/salsa-lista-pizza-knorr-340-g/p|670231|27649|200.0|200.0
20230527-190544|Fideos spaghetti Terrabusi 500 g.|Terrabusi|Almacen|https://www.carrefour.com.ar/fideos-spaghetti-terrabusi-500-g/p|526461|18976|170.32|170.32
20230527-190544|Polenta instantanea Presto Pronta 500 g.|Presto Pronta|Almacen|https://www.carrefour.com.ar/polenta-instantanea-prestopronta-bolsa-x-500-grs/p|100841|13003|288.5|288.5
20230527-190544|Papas fritas Carrefour clásicas 140 g.|Carrefour|Almacen|https://www.carrefour.com.ar/papas-fritas-carrefour-clasicas-140-g-36048/p|642105|7634|379.03|379.03
20230527-190544|Risotto Gallo 4 quesos 240 g.|Gallo|Almacen|https://www.carrefour.com.ar/risotto-gallo-4-quesos-240-g-21086/p|658276|21086|532.0|532.0
20230527-190544|Bicarbonato de sodio Alicante bolsa 50 g.|Alicante|Almacen|https://www.carrefour.com.ar/bicarbonato-de-sodio-alicante-bolsa-50-g-690052/p|690052|83643|103.0|103.0
20230527-190544|Fideos tirabuzon hierro Favorita 500 g.|Favorita|Almacen|https://www.carrefour.com.ar/fideos-tirabuzon-hierro-favorita-500-g-694577/p|694577|86839|130.2|130.2
20230527-190544|Aceitunas verdes Castell descarozadas doy pack 140 g.|Castell|Almacen|https://www.carrefour.com.ar/aceitunas-verdes-descarozadas-castell-dp-x-140-grs/p|672442|34061|315.0|315.0
20230527-190544|Atún en aceite La campagnola lomitos 170 g.|La Campagnola|Almacen|https://www.carrefour.com.ar/atun-en-aceite-la-campagnola-lomitos-170-g-699549-699549/p|699549|95916|1025.0|1025.0
20230527-190544|Arroz parboil Gallo oro en bolsa 500 g.|Gallo|Almacen|https://www.carrefour.com.ar/arroz-parboil-gallo-oro-en-bolsa-500-g-718788/p|718788|140556|272.5|272.5
20230527-190544|Polvo para Hornear Royal 100 g.|Royal|Almacen|https://www.carrefour.com.ar/polvo-para-hornear-royal-100-g/p|617373|13807|186.5|186.5
20230527-190544|Mayonesa Heinz con jugo de limón 350 g.|Heinz|Almacen|https://www.carrefour.com.ar/mayonesa-heinz-con-jugo-de-limon-350-g-21980/p|631511|21980|414.0|414.0
20230527-190544|Arroz listo Gallo queso 240 g.|Gallo|Almacen|https://www.carrefour.com.ar/arroz-listo-gallo-queso-240-g-20568/p|660191|20568|360.0|360.0
20230527-190544|Papas fritas Slices 250 g.|Slices|Almacen|https://www.carrefour.com.ar/papas-fritas-slices-250-g-692022/p|692022|84847|615.0|615.0
20230527-190544|Duraznos amarillos en mitades Carrefour Light 800 g.|Carrefour|Almacen|https://www.carrefour.com.ar/duraznos-amarillos-en-mitades-carrefour-light-800-g-17486/p|601112|17486|506.54|506.54
20230527-190544|Fideos spaghetti Arcor 500 g.|Arcor|Almacen|https://www.carrefour.com.ar/fideos-spaghetti-arcor-500-g/p|675053|40876|200.5|200.5
20230527-190544|Puré de papas Chef bolsa 100 g.|Chef|Almacen|https://www.carrefour.com.ar/pure-de-papas-chef-bolsa-100-g-710603/p|710603|114799|233.92|233.92
20230527-190544|Fideos cabello de ángel Lucchetti 500 g.|Lucchetti|Almacen|https://www.carrefour.com.ar/fideos-cabello-de-angel-lucchetti-500-g/p|597023|23644|319.0|319.0
20230527-190544|Jugo de limón Minerva pet 250 cc.|Minerva|Almacen|https://www.carrefour.com.ar/jugo-de-limon-minerva-pet-250-cc/p|558711|4459|222.5|222.5
20230527-190544|Harina de trigo 000 fortificada Blancaflor 1 kg.|Blancaflor|Almacen|https://www.carrefour.com.ar/harina-de-trigo-000-fortificada-blancaflor-1-kg/p|547752|44601|163.3|163.3
20230527-190544|Caldo Maggi® sabor gallina 114 g.|Maggi|Almacen|https://www.carrefour.com.ar/caldo-maggi-sabor-gallina-114-g-698050/p|698050|91647|228.5|228.5
20230527-190544|Mayonesa Natura 237 g.|Natura|Almacen|https://www.carrefour.com.ar/mayonesa-natura-237-g/p|263810|4438|174.5|174.5
20230527-190544|Flan vainilla Exquisita sobre 40 g.|Exquisita|Almacen|https://www.carrefour.com.ar/flan-vainilla-exquisita-sobre-40-g/p|684243|71350|101.0|101.0
20230527-190544|Tomate perita cubeteado Arcor 400 g.|Arcor|Almacen|https://www.carrefour.com.ar/tomate-perita-cubeteado-arcor-400-g/p|358266|40532|244.0|244.0
20230527-190544|Choclo cremoso Inalpa sin sal ida lata 300 g.|Inalpa|Almacen|https://www.carrefour.com.ar/choclo-cremoso-inalpa-sin-sal-ida-lata-300-g-695928/p|695928|88579|122.33|122.33
20230527-190544|Garbanzos Inalpa secos remojados lata 300 g.|Inalpa|Almacen|https://www.carrefour.com.ar/garbanzos-inalpa-secos-remojados-lata-300-g-695920/p|695920|88653|184.8|184.8
20230527-190544|Gelatina cereza light Exquisita 25 g.|Exquisita|Almacen|https://www.carrefour.com.ar/gelatina-cereza-light-exquisita-25-g/p|673424|37533|149.5|149.5
20230527-190544|Fideos ave maría Terrabusi 500 g.|Terrabusi|Almacen|https://www.carrefour.com.ar/fideos-ave-maria-terrabusi-500-g/p|532122|20002|170.32|170.32
20230527-190544|Vinagre de alcohol  Dos Anclas pet 1 l.|Dos Anclas|Almacen|https://www.carrefour.com.ar/vinagre-de-alcohol--dos-anclas-pet-1-l/p|370413|85820|226.0|226.0
20230527-190544|Picadillo de carne Swift 90 g.|Swift|Almacen|https://www.carrefour.com.ar/picadillo-de-carne-swift-90-g-36054/p|8130|1027|157.5|157.5
20230527-190544|Fideos mostachol Marolio 500 g.|Marolio|Almacen|https://www.carrefour.com.ar/fideos-mostachol-marolio-500-g/p|645714|15230|132.99|132.99
20230527-190544|Papas fritas acanaladas Pehuamar bolsa 245 g.|Pehuamar|Almacen|https://www.carrefour.com.ar/papas-fritas-acanaladas-pehuamar-bolsa-245-g/p|676514|44015|588.34|588.34
20230527-190544|Mostaza Dánica doy pack 220 g.|Dánica|Almacen|https://www.carrefour.com.ar/mostaza-danica-doy-pack-220-g/p|679231|49640|138.0|138.0
20230527-190544|Mayonesa Dánica doy pack 500 g.|Dánica|Almacen|https://www.carrefour.com.ar/mayonesa-danica-doy-pack-500-g/p|679235|49645|292.0|292.0
20230527-190544|Orégano Alicante sobre 50 g.|Alicante|Almacen|https://www.carrefour.com.ar/oregano-alicante-sobre-50-g/p|685103|73320|356.0|356.0
20230527-190544|Aceite de girasol Lira 1.5 l.|Lira|Almacen|https://www.carrefour.com.ar/aceite-de-girasol-lira-15-l/p|663713|22940|960.0|960.0
20230527-190544|Aceite de girasol Cañuelas 1.5 l.|Cañuelas|Almacen|https://www.carrefour.com.ar/aceite-de-girasol-canuelas-15-l/p|244757|41392|484.04|484.04
20230527-190544|Premezcla para pizza Pureza gourmet 550 g.|Pureza|Almacen|https://www.carrefour.com.ar/premezcla-para-pizza-pureza-gourmet-550-g/p|575280|5254|340.8|340.8
20230527-190544|Provenzal La Parmesana 25 g.|La Parmesana|Almacen|https://www.carrefour.com.ar/provenzal-la-parmesana-25-g/p|262583|4527|116.49|116.49
20230527-190544|Fideos forattini Matarazzo bolsa 500 g.|Matarazzo|Almacen|https://www.carrefour.com.ar/fideos-forattini-matarazzo-bolsa-500-g-568967/p|568967|92151|246.5|246.5
20230527-190544|Atún Bulnez en aceite desmenuzado 170 g.|Bulnez|Almacen|https://www.carrefour.com.ar/atun-bulnez-en-aceite-desmenuzado-170-g/p|623430|6796|179.9|179.9
20230527-190544|Fideos tirabuzón Molto 500 g.|Molto|Almacen|https://www.carrefour.com.ar/fideos-tirabuzon-molto-500-g/p|661392|16072|206.5|206.5
20230527-190544|Risotto Gallo champignones 240 g.|Gallo|Almacen|https://www.carrefour.com.ar/risotto-gallo-champignones-240-g/p|658280|44370|532.0|532.0
20230527-190544|Premezcla para bizcochuelo Exquisita vainilla especial 540 g.|Exquisita|Almacen|https://www.carrefour.com.ar/premezcla-para-bizcochuelo-exquisita-vainilla-especial-540-g/p|532096|10351|453.0|453.0
20230527-190544|Arroz parboil selecto Molinos Ala 1 kg.|Molinos Ala|Almacen|https://www.carrefour.com.ar/arroz-parboil-selecto-molinos-ala-1-kg/p|680339|52878|297.37|297.37
20230527-190544|Porotos secos remojados Carrefour 340 g.|Carrefour|Almacen|https://www.carrefour.com.ar/porotos-secos-remojados-carrefour-340-g/p|623149|17410|239.0|239.0
20230527-190544|Porotos secos remojados Inalpa lata 300 g.|Inalpa|Almacen|https://www.carrefour.com.ar/porotos-secos-remojados-inalpa-lata-300-g-695921/p|695921|88611|117.95|117.95
20230527-190544|Salsa golf Dánica doy pack 220 g.|Dánica|Almacen|https://www.carrefour.com.ar/salsa-golf-danica-doy-pack-220-g/p|679233|49646|185.0|185.0
20230527-190544|Palitos salados Pehuamar bolsa 190 g.|Pehuamar|Almacen|https://www.carrefour.com.ar/palitos-salados-pehuamar-bolsa-190-g/p|671356|29732|249.0|249.0
20230527-190544|Adobo para pizza 50 g.|Genérico|Almacen|https://www.carrefour.com.ar/adobo-para-pizza-50-g/p|402703|14215|196.1|196.1
20230527-190544|Fideos tirabuzones Matarazzo sin TACC 500 g.|Matarazzo|Almacen|https://www.carrefour.com.ar/fideos-tirabuzones-matarazzo-sin-tacc-500-g/p|636994|14803|421.0|421.0
20230527-190544|Puré de tomate Molto 340 g.|Genérico|Almacen|https://www.carrefour.com.ar/pure-de-tomate-molto-340-g-712620/p|712620|118040|152.97|152.97
20230527-190544|Caldo de gallina Knorr en cubos 12 uni|Knorr|Almacen|https://www.carrefour.com.ar/caldo-de-gallina-knorr-en-cubos-12-uni-715281/p|715281|122351|240.0|240.0
20230527-190544|Palitos Krachitos salados 110 g.|Krachitos|Almacen|https://www.carrefour.com.ar/palitos-krachitos-salados-110-g-717257/p|717257|131251|208.0|208.0
20230527-190544|Fideos tirabuzones Terrabusi 3 vegetales 500 g.|Terrabusi|Almacen|https://www.carrefour.com.ar/fideos-tirabuzones-terrabusi-3-vegetales-500-g/p|629878|20357|246.38|246.38
20230527-190544|Harina de trigo 0000 Favorita 1 kg.|Favorita|Almacen|https://www.carrefour.com.ar/harina-de-trigo-0000-favorita-1-kg-556079/p|556079|19270|226.62|226.62
20230527-190544|Arvejas y choclo secos remojados Inalpa 300 g.|Inalpa|Almacen|https://www.carrefour.com.ar/arvejas-y-choclo-secos-remojados-inalpa-300-g-695923/p|695923|88584|191.1|191.1
20230527-190544|Maní pelado tostado sin sal Croppers 340 g.|Croppers|Almacen|https://www.carrefour.com.ar/mani-pelado-tostado-sin-sal-croppers-340-g/p|672796|36252|431.0|431.0
20230527-190544|Lasagna fácil Matarazzo 250 g.|Matarazzo|Almacen|https://www.carrefour.com.ar/lasagna-facil-matarazzo-250-g/p|528740|23435|318.0|318.0
20230527-190544|Aritos de arroz Dos Hermanos crema y cebolla 80 g.|Dos Hermanos|Almacen|https://www.carrefour.com.ar/aritos-de-arroz-dos-hermanos-crema-y-cebolla-80-g/p|596685|6211|226.5|226.5
20230527-190544|Maní pelado salado Croppers bolsa 100 g.|Croppers|Almacen|https://www.carrefour.com.ar/mani-pelado-salado-croppers-bolsa-100-g/p|677453|43484|169.5|169.5
20230527-190544|Caldo de carne Knorr en cubos 12 uni|Knorr|Almacen|https://www.carrefour.com.ar/caldo-de-carne-knorr-en-cubos-12-uni-715282/p|715282|122383|234.75|234.75
